"","A","uAuB","Au","B","Bu","E.x","E.y","pA","peA","pB","peB","Pr","PrUn","index","structure","posterior","groupPost","pgroup","trialtype","node","cesm","node2","node3","noSelect","Actual"
"152","1","01","0","0","1","0","0",0.1,0.5,0.2,0.5,0.005,0.25,10,"conjunctive",0.25,3,"1","c3","Bu=1",-0.0635822560259165,"Bu","Bu=1",1,FALSE
"153","1","10","1","0","0","0","0",0.1,0.5,0.2,0.5,0.005,0.25,11,"conjunctive",0.25,3,"1","c3","A",-0.092240757200037,"A","A=1",1,FALSE
"154","1","10","1","0","0","0","0",0.1,0.5,0.2,0.5,0.005,0.25,11,"conjunctive",0.25,3,"1","c3","Au=1",-0.0635375972872484,"Au","Au=1",1,FALSE
"155","1","10","1","0","0","0","0",0.1,0.5,0.2,0.5,0.005,0.25,11,"conjunctive",0.25,3,"1","c3","B",0.26959958642421,"B","B=0",1,TRUE
"156","1","10","1","0","0","0","0",0.1,0.5,0.2,0.5,0.005,0.25,11,"conjunctive",0.25,3,"1","c3","Bu=0",0.360837002006557,"Bu","Bu=0",1,TRUE
"157","1","11","1","0","1","0","0",0.1,0.5,0.2,0.5,0.005,0.25,12,"conjunctive",0.25,3,"1","c3","A",-0.231725224037501,"A","A=1",1,FALSE
"158","1","11","1","0","1","0","0",0.1,0.5,0.2,0.5,0.005,0.25,12,"conjunctive",0.25,3,"1","c3","Au=1",-0.160485303505183,"Au","Au=1",1,FALSE
"159","1","11","1","0","1","0","0",0.1,0.5,0.2,0.5,0.005,0.25,12,"conjunctive",0.25,3,"1","c3","B",0.678454050315623,"B","B=0",1,TRUE
"160","1","11","1","0","1","0","0",0.1,0.5,0.2,0.5,0.005,0.25,12,"conjunctive",0.25,3,"1","c3","Bu=1",-0.160116486209126,"Bu","Bu=1",1,FALSE
"161","1","00","0","1","0","0","0",0.1,0.5,0.8,0.5,0.02,0.25,13,"conjunctive",0.333333333333333,4,"1","c4","A",-0.0766711677278618,"A","A=1",1,FALSE
"162","1","00","0","1","0","0","0",0.1,0.5,0.8,0.5,0.02,0.25,13,"conjunctive",0.333333333333333,4,"1","c4","Au=0",0.299363352763462,"Au","Au=0",1,TRUE
"163","1","00","0","1","0","0","0",0.1,0.5,0.8,0.5,0.02,0.25,13,"conjunctive",0.333333333333333,4,"1","c4","B",-0.0318680632792916,"B","B=1",1,FALSE
"164","1","00","0","1","0","0","0",0.1,0.5,0.8,0.5,0.02,0.25,13,"conjunctive",0.333333333333333,4,"1","c4","Bu=0",0.300062580938944,"Bu","Bu=0",1,TRUE
"165","1","00","0","1","0","1","0",0.1,0.5,0.8,0.5,0.02,0.25,14,"conjunctive",0,5,"1","c5","A",0.0758711917202182,"A","A=1",1,TRUE
"166","1","00","0","1","0","1","0",0.1,0.5,0.8,0.5,0.02,0.25,14,"conjunctive",0,5,"1","c5","Au=0",-0.297043357332842,"Au","Au=0",1,FALSE
"167","1","00","0","1","0","1","0",0.1,0.5,0.8,0.5,0.02,0.25,14,"conjunctive",0,5,"1","c5","B",0.0314905215830523,"B","B=1",1,TRUE
"168","1","00","0","1","0","1","0",0.1,0.5,0.8,0.5,0.02,0.25,14,"conjunctive",0,5,"1","c5","Bu=0",-0.297101485332151,"Bu","Bu=0",1,FALSE
"169","1","01","0","1","1","0","0",0.1,0.5,0.8,0.5,0.02,0.25,15,"conjunctive",0.333333333333333,4,"1","c4","A",-0.18787396762471,"A","A=1",1,FALSE
"170","1","01","0","1","1","0","0",0.1,0.5,0.8,0.5,0.02,0.25,15,"conjunctive",0.333333333333333,4,"1","c4","Au=0",0.735769429496297,"Au","Au=0",1,TRUE
"171","1","01","0","1","1","0","0",0.1,0.5,0.8,0.5,0.02,0.25,15,"conjunctive",0.333333333333333,4,"1","c4","B",-0.0780314000015248,"B","B=1",1,FALSE
"172","1","01","0","1","1","0","0",0.1,0.5,0.8,0.5,0.02,0.25,15,"conjunctive",0.333333333333333,4,"1","c4","Bu=1",-0.130161372262152,"Bu","Bu=1",1,FALSE
"173","1","01","0","1","1","1","0",0.1,0.5,0.8,0.5,0.02,0.25,16,"conjunctive",0,5,"1","c5","A",0.188253569295369,"A","A=1",1,TRUE
"174","1","01","0","1","1","1","0",0.1,0.5,0.8,0.5,0.02,0.25,16,"conjunctive",0,5,"1","c5","Au=0",-0.736949165521414,"Au","Au=0",1,FALSE
"175","1","01","0","1","1","1","0",0.1,0.5,0.8,0.5,0.02,0.25,16,"conjunctive",0,5,"1","c5","B",0.0781915237519949,"B","B=1",1,TRUE
"176","1","01","0","1","1","1","0",0.1,0.5,0.8,0.5,0.02,0.25,16,"conjunctive",0,5,"1","c5","Bu=1",0.129380156528315,"Bu","Bu=1",1,TRUE
"177","1","10","1","1","0","0","0",0.1,0.5,0.8,0.5,0.02,0.25,17,"conjunctive",0.333333333333333,4,"1","c4","A",-0.18755011931989,"A","A=1",1,FALSE
"178","1","10","1","1","0","0","0",0.1,0.5,0.8,0.5,0.02,0.25,17,"conjunctive",0.333333333333333,4,"1","c4","Au=1",-0.129596840718844,"Au","Au=1",1,FALSE
"179","1","10","1","1","0","0","0",0.1,0.5,0.8,0.5,0.02,0.25,17,"conjunctive",0.333333333333333,4,"1","c4","B",-0.077900247864801,"B","B=1",1,FALSE
"180","1","10","1","1","0","0","0",0.1,0.5,0.8,0.5,0.02,0.25,17,"conjunctive",0.333333333333333,4,"1","c4","Bu=0",0.735568123627948,"Bu","Bu=0",1,TRUE
"181","1","10","1","1","0","1","0",0.1,0.5,0.8,0.5,0.02,0.25,18,"conjunctive",0,5,"1","c5","A",0.188746109596678,"A","A=1",1,TRUE
"182","1","10","1","1","0","1","0",0.1,0.5,0.8,0.5,0.02,0.25,18,"conjunctive",0,5,"1","c5","Au=1",0.130202016549453,"Au","Au=1",1,TRUE
"183","1","10","1","1","0","1","0",0.1,0.5,0.8,0.5,0.02,0.25,18,"conjunctive",0,5,"1","c5","B",0.0784256143257295,"B","B=1",1,TRUE
"184","1","10","1","1","0","1","0",0.1,0.5,0.8,0.5,0.02,0.25,18,"conjunctive",0,5,"1","c5","Bu=0",-0.736571984246927,"Bu","Bu=0",1,FALSE
"185","1","11","1","1","1","0","1",0.1,0.5,0.8,0.5,0.02,0.25,19,"conjunctive",0,4,"1","c4","A",-0.602226963250444,"A","A=1",1,FALSE
"186","1","11","1","1","1","0","1",0.1,0.5,0.8,0.5,0.02,0.25,19,"conjunctive",0,4,"1","c4","Au=1",-0.416775202739952,"Au","Au=1",1,FALSE
"187","1","11","1","1","1","0","1",0.1,0.5,0.8,0.5,0.02,0.25,19,"conjunctive",0,4,"1","c4","B",-0.250667193630116,"B","B=1",1,FALSE
"188","1","11","1","1","1","0","1",0.1,0.5,0.8,0.5,0.02,0.25,19,"conjunctive",0,4,"1","c4","Bu=1",-0.417421087065125,"Bu","Bu=1",1,FALSE
"189","1","11","1","1","1","1","1",0.1,0.5,0.8,0.5,0.02,0.25,20,"conjunctive",1,5,"1","c5","A",0.602074907726985,"A","A=1",1,TRUE
"190","1","11","1","1","1","1","1",0.1,0.5,0.8,0.5,0.02,0.25,20,"conjunctive",1,5,"1","c5","Au=1",0.416229647199041,"Au","Au=1",1,TRUE
"191","1","11","1","1","1","1","1",0.1,0.5,0.8,0.5,0.02,0.25,20,"conjunctive",1,5,"1","c5","B",0.251042929223674,"B","B=1",1,TRUE
"192","1","11","1","1","1","1","1",0.1,0.5,0.8,0.5,0.02,0.25,20,"conjunctive",1,5,"1","c5","Bu=1",0.417080830125649,"Bu","Bu=1",1,TRUE
"193","0","00","0","0","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,1,"disjunctive",0.18,1,"2","d1","A",0.0520449679264038,"A","A=0",1,TRUE
"194","0","00","0","0","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,1,"disjunctive",0.18,1,"2","d1","Au=0",0.122815360889296,"Au","Au=0",1,TRUE
"195","0","00","0","0","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,1,"disjunctive",0.18,1,"2","d1","B",0.433230895954517,"B","B=0",1,TRUE
"196","0","00","0","0","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,1,"disjunctive",0.18,1,"2","d1","Bu=0",0.324490568024101,"Bu","Bu=0",1,TRUE
"197","0","01","0","0","1","0","0",0.5,0.9,0.5,0.8,0.18,0.72,2,"disjunctive",0.72,1,"2","d1","A",0.026381248890985,"A","A=0",1,TRUE
"198","0","01","0","0","1","0","0",0.5,0.9,0.5,0.8,0.18,0.72,2,"disjunctive",0.72,1,"2","d1","Au=0",0.060949791567803,"Au","Au=0",1,TRUE
"199","0","01","0","0","1","0","0",0.5,0.9,0.5,0.8,0.18,0.72,2,"disjunctive",0.72,1,"2","d1","B",0.949755779595053,"B","B=0",1,TRUE
"200","0","01","0","0","1","0","0",0.5,0.9,0.5,0.8,0.18,0.72,2,"disjunctive",0.72,1,"2","d1","Bu=1",-0.100570360772188,"Bu","Bu=1",1,FALSE
"201","0","10","1","0","0","0","0",0.5,0.1,0.5,0.2,0.005,0.02,3,"disjunctive",0.02,1,"2","d1","A",0.72282717094627,"A","A=0",1,TRUE
"202","0","10","1","0","0","0","0",0.5,0.1,0.5,0.2,0.005,0.02,3,"disjunctive",0.02,1,"2","d1","Au=1",-0.184233806805912,"Au","Au=1",1,FALSE
"203","0","10","1","0","0","0","0",0.5,0.1,0.5,0.2,0.005,0.02,3,"disjunctive",0.02,1,"2","d1","B",0.21764267248908,"B","B=0",1,TRUE
"204","0","10","1","0","0","0","0",0.5,0.1,0.5,0.2,0.005,0.02,3,"disjunctive",0.02,1,"2","d1","Bu=0",0.162343541906784,"Bu","Bu=0",1,TRUE
"205","0","11","1","0","1","0","0",0.5,0.1,0.5,0.8,0.02,0.08,4,"disjunctive",0.08,1,"2","d1","A",0.528172341075081,"A","A=0",1,TRUE
"206","0","11","1","0","1","0","0",0.5,0.1,0.5,0.8,0.02,0.08,4,"disjunctive",0.08,1,"2","d1","Au=1",-0.13555877124434,"Au","Au=1",1,FALSE
"207","0","11","1","0","1","0","0",0.5,0.1,0.5,0.8,0.02,0.08,4,"disjunctive",0.08,1,"2","d1","B",0.703900331699271,"B","B=0",1,TRUE
"208","0","11","1","0","1","0","0",0.5,0.1,0.5,0.8,0.02,0.08,4,"disjunctive",0.08,1,"2","d1","Bu=1",-0.0773510487736851,"Bu","Bu=1",1,FALSE
"209","0","00","0","1","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,5,"disjunctive",0.9,2,"2","d2","A",0.0201815568535794,"A","A=0",1,TRUE
"210","0","00","0","1","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,5,"disjunctive",0.9,2,"2","d2","Au=0",0.0492810810785921,"Au","Au=0",1,TRUE
"211","0","00","0","1","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,5,"disjunctive",0.9,2,"2","d2","B",-0.210326903775764,"B","B=1",1,FALSE
"212","0","00","0","1","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,5,"disjunctive",0.9,2,"2","d2","Bu=0",0.890828223092872,"Bu","Bu=0",1,TRUE
"213","0","00","0","1","0","1","0",0.5,0.9,0.5,0.2,0.045,0.18,6,"disjunctive",0,3,"2","d3","A",-0.0207674691166954,"A","A=0",1,FALSE
"214","0","00","0","1","0","1","0",0.5,0.9,0.5,0.2,0.045,0.18,6,"disjunctive",0,3,"2","d3","Au=0",-0.0501885754590872,"Au","Au=0",1,FALSE
"215","0","00","0","1","0","1","0",0.5,0.9,0.5,0.2,0.045,0.18,6,"disjunctive",0,3,"2","d3","B",0.210539446816922,"B","B=1",1,TRUE
"216","0","00","0","1","0","1","0",0.5,0.9,0.5,0.2,0.045,0.18,6,"disjunctive",0,3,"2","d3","Bu=0",-0.890253840187944,"Bu","Bu=0",1,FALSE
"217","0","01","0","1","1","0","1",0.5,0.9,0.5,0.8,0.18,0.72,7,"disjunctive",0,2,"2","d2","A",0.0076601075814617,"A","A=0",1,TRUE
"218","0","01","0","1","1","0","1",0.5,0.9,0.5,0.8,0.18,0.72,7,"disjunctive",0,2,"2","d2","Au=0",0.0120864450386276,"Au","Au=0",1,TRUE
"219","0","01","0","1","1","0","1",0.5,0.9,0.5,0.8,0.18,0.72,7,"disjunctive",0,2,"2","d2","B",-0.835175971234952,"B","B=1",1,FALSE
"220","0","01","0","1","1","0","1",0.5,0.9,0.5,0.8,0.18,0.72,7,"disjunctive",0,2,"2","d2","Bu=1",-0.502600617541041,"Bu","Bu=1",1,FALSE
"221","0","01","0","1","1","1","1",0.5,0.9,0.5,0.8,0.18,0.72,8,"disjunctive",0.9,3,"2","d3","A",-0.00594382029712572,"A","A=0",1,FALSE
"222","0","01","0","1","1","1","1",0.5,0.9,0.5,0.8,0.18,0.72,8,"disjunctive",0.9,3,"2","d3","Au=0",-0.0124281152989063,"Au","Au=0",1,FALSE
"223","0","01","0","1","1","1","1",0.5,0.9,0.5,0.8,0.18,0.72,8,"disjunctive",0.9,3,"2","d3","B",0.834976402964678,"B","B=1",1,TRUE
"224","0","01","0","1","1","1","1",0.5,0.9,0.5,0.8,0.18,0.72,8,"disjunctive",0.9,3,"2","d3","Bu=1",0.503253215983593,"Bu","Bu=1",1,TRUE
"225","0","10","1","1","0","0","0",0.5,0.1,0.5,0.2,0.005,0.02,9,"disjunctive",0.1,2,"2","d2","A",0.456822172581082,"A","A=0",1,TRUE
"226","0","10","1","1","0","0","0",0.5,0.1,0.5,0.2,0.005,0.02,9,"disjunctive",0.1,2,"2","d2","Au=1",-0.115219525471551,"Au","Au=1",1,FALSE
"227","0","10","1","1","0","0","0",0.5,0.1,0.5,0.2,0.005,0.02,9,"disjunctive",0.1,2,"2","d2","B",-0.167417774643184,"B","B=1",1,FALSE
"228","0","10","1","1","0","0","0",0.5,0.1,0.5,0.2,0.005,0.02,9,"disjunctive",0.1,2,"2","d2","Bu=0",0.710738512730538,"Bu","Bu=0",1,TRUE
"229","0","10","1","1","0","1","0",0.5,0.1,0.5,0.2,0.005,0.02,10,"disjunctive",0,3,"2","d3","A",-0.456771635145984,"A","A=0",1,FALSE
"230","0","10","1","1","0","1","0",0.5,0.1,0.5,0.2,0.005,0.02,10,"disjunctive",0,3,"2","d3","Au=1",0.116950956753359,"Au","Au=1",1,TRUE
"231","0","10","1","1","0","1","0",0.5,0.1,0.5,0.2,0.005,0.02,10,"disjunctive",0,3,"2","d3","B",0.167680712786906,"B","B=1",1,TRUE
"232","0","10","1","1","0","1","0",0.5,0.1,0.5,0.2,0.005,0.02,10,"disjunctive",0,3,"2","d3","Bu=0",-0.711632080519335,"Bu","Bu=0",1,FALSE
"233","0","11","1","1","1","0","1",0.5,0.1,0.5,0.8,0.02,0.08,11,"disjunctive",0,2,"2","d2","A",0.13618487432348,"A","A=0",1,TRUE
"234","0","11","1","1","1","0","1",0.5,0.1,0.5,0.8,0.02,0.08,11,"disjunctive",0,2,"2","d2","Au=1",-0.0340624161537931,"Au","Au=1",1,FALSE
"235","0","11","1","1","1","0","1",0.5,0.1,0.5,0.8,0.02,0.08,11,"disjunctive",0,2,"2","d2","B",-0.779504245871679,"B","B=1",1,FALSE
"236","0","11","1","1","1","0","1",0.5,0.1,0.5,0.8,0.02,0.08,11,"disjunctive",0,2,"2","d2","Bu=1",-0.46974602981125,"Bu","Bu=1",1,FALSE
"237","0","11","1","1","1","1","1",0.5,0.1,0.5,0.8,0.02,0.08,12,"disjunctive",0.1,3,"2","d3","A",-0.135587784439843,"A","A=0",1,FALSE
"238","0","11","1","1","1","1","1",0.5,0.1,0.5,0.8,0.02,0.08,12,"disjunctive",0.1,3,"2","d3","Au=1",0.036779760613243,"Au","Au=1",1,TRUE
"239","0","11","1","1","1","1","1",0.5,0.1,0.5,0.8,0.02,0.08,12,"disjunctive",0.1,3,"2","d3","B",0.778970160095507,"B","B=1",1,TRUE
"240","0","11","1","1","1","1","1",0.5,0.1,0.5,0.8,0.02,0.08,12,"disjunctive",0.1,3,"2","d3","Bu=1",0.469901631901567,"Bu","Bu=1",1,TRUE
"241","1","00","0","0","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,13,"disjunctive",0.2,4,"2","d4","A",-0.0436257345818307,"A","A=1",1,FALSE
"242","1","00","0","0","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,13,"disjunctive",0.2,4,"2","d4","Au=0",0.588873051439723,"Au","Au=0",1,TRUE
"243","1","00","0","0","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,13,"disjunctive",0.2,4,"2","d4","B",0.348060459525878,"B","B=0",1,TRUE
"244","1","00","0","0","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,13,"disjunctive",0.2,4,"2","d4","Bu=0",0.259891558840766,"Bu","Bu=0",1,TRUE
"245","1","00","0","0","0","1","0",0.5,0.9,0.5,0.2,0.045,0.18,14,"disjunctive",0,5,"2","d5","A",0.0427744233997294,"A","A=1",1,TRUE
"246","1","00","0","0","0","1","0",0.5,0.9,0.5,0.2,0.045,0.18,14,"disjunctive",0,5,"2","d5","Au=0",-0.58395909951135,"Au","Au=0",1,FALSE
"247","1","00","0","0","0","1","0",0.5,0.9,0.5,0.2,0.045,0.18,14,"disjunctive",0,5,"2","d5","B",-0.351336760851421,"B","B=0",1,FALSE
"248","1","00","0","0","0","1","0",0.5,0.9,0.5,0.2,0.045,0.18,14,"disjunctive",0,5,"2","d5","Bu=0",-0.26186882135332,"Bu","Bu=0",1,FALSE
"249","1","01","0","0","1","0","0",0.5,0.9,0.5,0.8,0.18,0.72,15,"disjunctive",0.8,4,"2","d4","A",-0.0251260069805976,"A","A=1",1,FALSE
"250","1","01","0","0","1","0","0",0.5,0.9,0.5,0.8,0.18,0.72,15,"disjunctive",0.8,4,"2","d4","Au=0",0.338068542024132,"Au","Au=0",1,TRUE
"251","1","01","0","0","1","0","0",0.5,0.9,0.5,0.8,0.18,0.72,15,"disjunctive",0.8,4,"2","d4","B",0.885345915127222,"B","B=0",1,TRUE
"252","1","01","0","0","1","0","0",0.5,0.9,0.5,0.8,0.18,0.72,15,"disjunctive",0.8,4,"2","d4","Bu=1",-0.0936567652009604,"Bu","Bu=1",1,FALSE
"253","1","01","0","0","1","1","0",0.5,0.9,0.5,0.8,0.18,0.72,16,"disjunctive",0,5,"2","d5","A",0.0265033293627571,"A","A=1",1,TRUE
"254","1","01","0","0","1","1","0",0.5,0.9,0.5,0.8,0.18,0.72,16,"disjunctive",0,5,"2","d5","Au=0",-0.335894387815776,"Au","Au=0",1,FALSE
"255","1","01","0","0","1","1","0",0.5,0.9,0.5,0.8,0.18,0.72,16,"disjunctive",0,5,"2","d5","B",-0.886753835131234,"B","B=0",1,FALSE
"256","1","01","0","0","1","1","0",0.5,0.9,0.5,0.8,0.18,0.72,16,"disjunctive",0,5,"2","d5","Bu=1",0.0934511043112706,"Bu","Bu=1",1,TRUE
"257","1","10","1","0","0","0","1",0.5,0.1,0.5,0.2,0.005,0.02,17,"disjunctive",0,4,"2","d4","A",-0.52266365285886,"A","A=1",1,FALSE
"258","1","10","1","0","0","0","1",0.5,0.1,0.5,0.2,0.005,0.02,17,"disjunctive",0,4,"2","d4","Au=1",-0.754484642124381,"Au","Au=1",1,FALSE
"259","1","10","1","0","0","0","1",0.5,0.1,0.5,0.2,0.005,0.02,17,"disjunctive",0,4,"2","d4","B",0.068198521556632,"B","B=0",1,TRUE
"260","1","10","1","0","0","0","1",0.5,0.1,0.5,0.2,0.005,0.02,17,"disjunctive",0,4,"2","d4","Bu=0",0.049905852226317,"Bu","Bu=0",1,TRUE
"261","1","10","1","0","0","1","1",0.5,0.1,0.5,0.2,0.005,0.02,18,"disjunctive",0.2,5,"2","d5","A",0.520819213471375,"A","A=1",1,TRUE
"262","1","10","1","0","0","1","1",0.5,0.1,0.5,0.2,0.005,0.02,18,"disjunctive",0.2,5,"2","d5","Au=1",0.755510709333171,"Au","Au=1",1,TRUE
"263","1","10","1","0","0","1","1",0.5,0.1,0.5,0.2,0.005,0.02,18,"disjunctive",0.2,5,"2","d5","B",-0.0685606067899469,"B","B=0",1,FALSE
"264","1","10","1","0","0","1","1",0.5,0.1,0.5,0.2,0.005,0.02,18,"disjunctive",0.2,5,"2","d5","Bu=0",-0.0520672225126204,"Bu","Bu=0",1,FALSE
"265","1","11","1","0","1","0","1",0.5,0.1,0.5,0.8,0.02,0.08,19,"disjunctive",0,4,"2","d4","A",-0.477454911072647,"A","A=1",1,FALSE
"266","1","11","1","0","1","0","1",0.5,0.1,0.5,0.8,0.02,0.08,19,"disjunctive",0,4,"2","d4","Au=1",-0.691829386978224,"Au","Au=1",1,FALSE
"267","1","11","1","0","1","0","1",0.5,0.1,0.5,0.8,0.02,0.08,19,"disjunctive",0,4,"2","d4","B",0.271838159554581,"B","B=0",1,TRUE
"268","1","11","1","0","1","0","1",0.5,0.1,0.5,0.8,0.02,0.08,19,"disjunctive",0,4,"2","d4","Bu=1",-0.0263953987337801,"Bu","Bu=1",1,FALSE
"269","1","11","1","0","1","1","1",0.5,0.1,0.5,0.8,0.02,0.08,20,"disjunctive",0.8,5,"2","d5","A",0.476236084650861,"A","A=1",1,TRUE
"270","1","11","1","0","1","1","1",0.5,0.1,0.5,0.8,0.02,0.08,20,"disjunctive",0.8,5,"2","d5","Au=1",0.692483673833346,"Au","Au=1",1,TRUE
"271","1","11","1","0","1","1","1",0.5,0.1,0.5,0.8,0.02,0.08,20,"disjunctive",0.8,5,"2","d5","B",-0.271138843796635,"B","B=0",1,FALSE
"272","1","11","1","0","1","1","1",0.5,0.1,0.5,0.8,0.02,0.08,20,"disjunctive",0.8,5,"2","d5","Bu=1",0.027563179832361,"Bu","Bu=1",1,TRUE
"273","1","00","0","1","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,21,"disjunctive",1,6,"2","d6","A",-0.0188867200516921,"A","A=1",1,FALSE
"274","1","00","0","1","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,21,"disjunctive",1,6,"2","d6","Au=0",0.276696708835207,"Au","Au=0",1,TRUE
"275","1","00","0","1","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,21,"disjunctive",1,6,"2","d6","B",-0.200049889969472,"B","B=1",1,FALSE
"276","1","00","0","1","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,21,"disjunctive",1,6,"2","d6","Bu=0",0.847628047475179,"Bu","Bu=0",1,TRUE
"277","1","00","0","1","0","1","0",0.5,0.9,0.5,0.2,0.045,0.18,22,"disjunctive",0,7,"2","d7","A",0.0202813400500981,"A","A=1",1,TRUE
"278","1","00","0","1","0","1","0",0.5,0.9,0.5,0.2,0.045,0.18,22,"disjunctive",0,7,"2","d7","Au=0",-0.276942313547929,"Au","Au=0",1,FALSE
"279","1","00","0","1","0","1","0",0.5,0.9,0.5,0.2,0.045,0.18,22,"disjunctive",0,7,"2","d7","B",0.200189117822652,"B","B=1",1,TRUE
"280","1","00","0","1","0","1","0",0.5,0.9,0.5,0.2,0.045,0.18,22,"disjunctive",0,7,"2","d7","Bu=0",-0.848416679939018,"Bu","Bu=0",1,FALSE
"281","1","01","0","1","1","0","1",0.5,0.9,0.5,0.8,0.18,0.72,23,"disjunctive",0,6,"2","d6","A",-0.00600402818469493,"A","A=1",1,FALSE
"282","1","01","0","1","1","0","1",0.5,0.9,0.5,0.8,0.18,0.72,23,"disjunctive",0,6,"2","d6","Au=0",0.073583999390758,"Au","Au=0",1,TRUE
"283","1","01","0","1","1","0","1",0.5,0.9,0.5,0.8,0.18,0.72,23,"disjunctive",0,6,"2","d6","B",-0.824558419183066,"B","B=1",1,FALSE
"284","1","01","0","1","1","0","1",0.5,0.9,0.5,0.8,0.18,0.72,23,"disjunctive",0,6,"2","d6","Bu=1",-0.496274044881872,"Bu","Bu=1",1,FALSE
"285","1","01","0","1","1","1","1",0.5,0.9,0.5,0.8,0.18,0.72,24,"disjunctive",0.878048780487805,7,"2","d7","A",0.00592789729354854,"A","A=1",1,TRUE
"286","1","01","0","1","1","1","1",0.5,0.9,0.5,0.8,0.18,0.72,24,"disjunctive",0.878048780487805,7,"2","d7","Au=0",-0.0737040464785195,"Au","Au=0",1,FALSE
"287","1","01","0","1","1","1","1",0.5,0.9,0.5,0.8,0.18,0.72,24,"disjunctive",0.878048780487805,7,"2","d7","B",0.823896731303596,"B","B=1",1,TRUE
"288","1","01","0","1","1","1","1",0.5,0.9,0.5,0.8,0.18,0.72,24,"disjunctive",0.878048780487805,7,"2","d7","Bu=1",0.49522299122855,"Bu","Bu=1",1,TRUE
"289","1","10","1","1","0","0","1",0.5,0.1,0.5,0.2,0.005,0.02,25,"disjunctive",0,6,"2","d6","A",-0.449763782176338,"A","A=1",1,FALSE
"290","1","10","1","1","0","0","1",0.5,0.1,0.5,0.2,0.005,0.02,25,"disjunctive",0,6,"2","d6","Au=1",-0.654678622986307,"Au","Au=1",1,FALSE
"291","1","10","1","1","0","0","1",0.5,0.1,0.5,0.2,0.005,0.02,25,"disjunctive",0,6,"2","d6","B",-0.0711505203876027,"B","B=1",1,FALSE
"292","1","10","1","1","0","0","1",0.5,0.1,0.5,0.2,0.005,0.02,25,"disjunctive",0,6,"2","d6","Bu=0",0.300284009000996,"Bu","Bu=0",1,TRUE
"293","1","10","1","1","0","1","1",0.5,0.1,0.5,0.2,0.005,0.02,26,"disjunctive",0.024390243902439,7,"2","d7","A",0.452239320679688,"A","A=1",1,TRUE
"294","1","10","1","1","0","1","1",0.5,0.1,0.5,0.2,0.005,0.02,26,"disjunctive",0.024390243902439,7,"2","d7","Au=1",0.654650660472298,"Au","Au=1",1,TRUE
"295","1","10","1","1","0","1","1",0.5,0.1,0.5,0.2,0.005,0.02,26,"disjunctive",0.024390243902439,7,"2","d7","B",0.068019023823858,"B","B=1",1,TRUE
"296","1","10","1","1","0","1","1",0.5,0.1,0.5,0.2,0.005,0.02,26,"disjunctive",0.024390243902439,7,"2","d7","Bu=0",-0.300407674301061,"Bu","Bu=0",1,FALSE
"297","1","11","1","1","1","0","1",0.5,0.1,0.5,0.8,0.02,0.08,27,"disjunctive",0,6,"2","d6","A",-0.199668898644694,"A","A=1",1,FALSE
"298","1","11","1","1","1","0","1",0.5,0.1,0.5,0.8,0.02,0.08,27,"disjunctive",0,6,"2","d6","Au=1",-0.28310553265155,"Au","Au=1",1,FALSE
"299","1","11","1","1","1","0","1",0.5,0.1,0.5,0.8,0.02,0.08,27,"disjunctive",0,6,"2","d6","B",-0.481293814363403,"B","B=1",1,FALSE
"300","1","11","1","1","1","0","1",0.5,0.1,0.5,0.8,0.02,0.08,27,"disjunctive",0,6,"2","d6","Bu=1",-0.286780450714472,"Bu","Bu=1",1,FALSE
"301","1","11","1","1","1","1","1",0.5,0.1,0.5,0.8,0.02,0.08,28,"disjunctive",0.0975609756097561,7,"2","d7","A",0.197295355114765,"A","A=1",1,TRUE
"302","1","11","1","1","1","1","1",0.5,0.1,0.5,0.8,0.02,0.08,28,"disjunctive",0.0975609756097561,7,"2","d7","Au=1",0.285232125270515,"Au","Au=1",1,TRUE
"303","1","11","1","1","1","1","1",0.5,0.1,0.5,0.8,0.02,0.08,28,"disjunctive",0.0975609756097561,7,"2","d7","B",0.478774450672844,"B","B=1",1,TRUE
"304","1","11","1","1","1","1","1",0.5,0.1,0.5,0.8,0.02,0.08,28,"disjunctive",0.0975609756097561,7,"2","d7","Bu=1",0.28712891173494,"Bu","Bu=1",1,TRUE
"305","0","00","0","0","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,1,"conjunctive",0.18,1,"2","c1","A",0.0296613208821836,"A","A=0",1,TRUE
"306","0","00","0","0","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,1,"conjunctive",0.18,1,"2","c1","Au=0",0.0708527553636911,"Au","Au=0",1,TRUE
