"","A","uAuB","Au","B","Bu","E.x","E.y","pA","peA","pB","peB","Pr","PrUn","index","structure","posterior","groupPost","pgroup","trialtype","node","cesm","node2","node3","noSelect","Actual"
"307","0","00","0","0","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,1,"conjunctive",0.18,1,"2","c1","B",0.0296573898413086,"B","B=0",1,TRUE
"308","0","00","0","0","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,1,"conjunctive",0.18,1,"2","c1","Bu=0",0.0221712722323385,"Bu","Bu=0",1,TRUE
"309","0","01","0","0","1","0","0",0.5,0.9,0.5,0.8,0.18,0.72,2,"conjunctive",0.72,1,"2","c1","A",0.0604316621319997,"A","A=0",1,TRUE
"310","0","01","0","0","1","0","0",0.5,0.9,0.5,0.8,0.18,0.72,2,"conjunctive",0.72,1,"2","c1","Au=0",0.144750912941797,"Au","Au=0",1,TRUE
"311","0","01","0","0","1","0","0",0.5,0.9,0.5,0.8,0.18,0.72,2,"conjunctive",0.72,1,"2","c1","B",0.0603711343369564,"B","B=0",1,TRUE
"312","0","01","0","0","1","0","0",0.5,0.9,0.5,0.8,0.18,0.72,2,"conjunctive",0.72,1,"2","c1","Bu=1",-0.00639583248513041,"Bu","Bu=1",1,FALSE
"313","0","10","1","0","0","0","0",0.5,0.1,0.5,0.2,0.005,0.02,3,"conjunctive",0.02,1,"2","c1","A",0.1489785880952,"A","A=0",1,TRUE
"314","0","10","1","0","0","0","0",0.5,0.1,0.5,0.2,0.005,0.02,3,"conjunctive",0.02,1,"2","c1","Au=1",-0.0380942174963504,"Au","Au=1",1,FALSE
"315","0","10","1","0","0","0","0",0.5,0.1,0.5,0.2,0.005,0.02,3,"conjunctive",0.02,1,"2","c1","B",0.1492980086469,"B","B=0",1,TRUE
"316","0","10","1","0","0","0","0",0.5,0.1,0.5,0.2,0.005,0.02,3,"conjunctive",0.02,1,"2","c1","Bu=0",0.11139790703179,"Bu","Bu=0",1,TRUE
"317","0","11","1","0","1","0","0",0.5,0.1,0.5,0.8,0.02,0.08,4,"conjunctive",0.08,1,"2","c1","A",0.298771002021417,"A","A=0",1,TRUE
"318","0","11","1","0","1","0","0",0.5,0.1,0.5,0.8,0.02,0.08,4,"conjunctive",0.08,1,"2","c1","Au=1",-0.076243998969222,"Au","Au=1",1,FALSE
"319","0","11","1","0","1","0","0",0.5,0.1,0.5,0.8,0.02,0.08,4,"conjunctive",0.08,1,"2","c1","B",0.298638253029761,"B","B=0",1,TRUE
"320","0","11","1","0","1","0","0",0.5,0.1,0.5,0.8,0.02,0.08,4,"conjunctive",0.08,1,"2","c1","Bu=1",-0.031846085274887,"Bu","Bu=1",1,FALSE
"321","0","00","0","1","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,5,"conjunctive",0.18,2,"2","c2","A",0.0721989380488944,"A","A=0",1,TRUE
"322","0","00","0","1","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,5,"conjunctive",0.18,2,"2","c2","Au=0",0.172728437340371,"Au","Au=0",1,TRUE
"323","0","00","0","1","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,5,"conjunctive",0.18,2,"2","c2","B",-0.0127273987167075,"B","B=1",1,FALSE
"324","0","00","0","1","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,5,"conjunctive",0.18,2,"2","c2","Bu=0",0.0539896007098237,"Bu","Bu=0",1,TRUE
"325","0","01","0","1","1","0","0",0.5,0.9,0.5,0.8,0.18,0.72,6,"conjunctive",0.72,2,"2","c2","A",0.142227714716344,"A","A=0",1,TRUE
"326","0","01","0","1","1","0","0",0.5,0.9,0.5,0.8,0.18,0.72,6,"conjunctive",0.72,2,"2","c2","Au=0",0.339294674533435,"Au","Au=0",1,TRUE
"327","0","01","0","1","1","0","0",0.5,0.9,0.5,0.8,0.18,0.72,6,"conjunctive",0.72,2,"2","c2","B",-0.0250746800996688,"B","B=1",1,FALSE
"328","0","01","0","1","1","0","0",0.5,0.9,0.5,0.8,0.18,0.72,6,"conjunctive",0.72,2,"2","c2","Bu=1",-0.015100015003148,"Bu","Bu=1",1,FALSE
"329","0","10","1","1","0","0","0",0.5,0.1,0.5,0.2,0.005,0.02,7,"conjunctive",0.02,2,"2","c2","A",0.358022952273876,"A","A=0",1,TRUE
"330","0","10","1","1","0","0","0",0.5,0.1,0.5,0.2,0.005,0.02,7,"conjunctive",0.02,2,"2","c2","Au=1",-0.0915078767461088,"Au","Au=1",1,FALSE
"331","0","10","1","1","0","0","0",0.5,0.1,0.5,0.2,0.005,0.02,7,"conjunctive",0.02,2,"2","c2","B",-0.0631669173178904,"B","B=1",1,FALSE
"332","0","10","1","1","0","0","0",0.5,0.1,0.5,0.2,0.005,0.02,7,"conjunctive",0.02,2,"2","c2","Bu=0",0.267160169716245,"Bu","Bu=0",1,TRUE
"333","0","11","1","1","1","0","0",0.5,0.1,0.5,0.8,0.02,0.08,8,"conjunctive",0.08,2,"2","c2","A",0.734852188263301,"A","A=0",1,TRUE
"334","0","11","1","1","1","0","0",0.5,0.1,0.5,0.8,0.02,0.08,8,"conjunctive",0.08,2,"2","c2","Au=1",-0.18836350129527,"Au","Au=1",1,FALSE
"335","0","11","1","1","1","0","0",0.5,0.1,0.5,0.8,0.02,0.08,8,"conjunctive",0.08,2,"2","c2","B",-0.12985131267442,"B","B=1",1,FALSE
"336","0","11","1","1","1","0","0",0.5,0.1,0.5,0.8,0.02,0.08,8,"conjunctive",0.08,2,"2","c2","Bu=1",-0.0778893261785283,"Bu","Bu=1",1,FALSE
"337","1","00","0","0","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,9,"conjunctive",0.18,3,"2","c3","A",-0.0127391758753455,"A","A=1",1,FALSE
"338","1","00","0","0","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,9,"conjunctive",0.18,3,"2","c3","Au=0",0.172031410125611,"Au","Au=0",1,TRUE
"339","1","00","0","0","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,9,"conjunctive",0.18,3,"2","c3","B",0.0723382704334881,"B","B=0",1,TRUE
"340","1","00","0","0","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,9,"conjunctive",0.18,3,"2","c3","Bu=0",0.0539367495628891,"Bu","Bu=0",1,TRUE
"341","1","01","0","0","1","0","0",0.5,0.9,0.5,0.8,0.18,0.72,10,"conjunctive",0.72,3,"2","c3","A",-0.0250924538332862,"A","A=1",1,FALSE
"342","1","01","0","0","1","0","0",0.5,0.9,0.5,0.8,0.18,0.72,10,"conjunctive",0.72,3,"2","c3","Au=0",0.340647902279669,"Au","Au=0",1,TRUE
"343","1","01","0","0","1","0","0",0.5,0.9,0.5,0.8,0.18,0.72,10,"conjunctive",0.72,3,"2","c3","B",0.14238839283232,"B","B=0",1,TRUE
"344","1","01","0","0","1","0","0",0.5,0.9,0.5,0.8,0.18,0.72,10,"conjunctive",0.72,3,"2","c3","Bu=1",-0.0150890386253102,"Bu","Bu=1",1,FALSE
"345","1","10","1","0","0","0","0",0.5,0.1,0.5,0.2,0.005,0.02,11,"conjunctive",0.02,3,"2","c3","A",-0.0636874546908193,"A","A=1",1,FALSE
"346","1","10","1","0","0","0","0",0.5,0.1,0.5,0.2,0.005,0.02,11,"conjunctive",0.02,3,"2","c3","Au=1",-0.0922165718108539,"Au","Au=1",1,FALSE
"347","1","10","1","0","0","0","0",0.5,0.1,0.5,0.2,0.005,0.02,11,"conjunctive",0.02,3,"2","c3","B",0.360583995605678,"B","B=0",1,TRUE
"348","1","10","1","0","0","0","0",0.5,0.1,0.5,0.2,0.005,0.02,11,"conjunctive",0.02,3,"2","c3","Bu=0",0.269422971014092,"Bu","Bu=0",1,TRUE
"349","1","11","1","0","1","0","0",0.5,0.1,0.5,0.8,0.02,0.08,12,"conjunctive",0.08,3,"2","c3","A",-0.130281580449551,"A","A=1",1,FALSE
"350","1","11","1","0","1","0","0",0.5,0.1,0.5,0.8,0.02,0.08,12,"conjunctive",0.08,3,"2","c3","Au=1",-0.188327818927966,"Au","Au=1",1,FALSE
"351","1","11","1","0","1","0","0",0.5,0.1,0.5,0.8,0.02,0.08,12,"conjunctive",0.08,3,"2","c3","B",0.73755377057744,"B","B=0",1,TRUE
"352","1","11","1","0","1","0","0",0.5,0.1,0.5,0.8,0.02,0.08,12,"conjunctive",0.08,3,"2","c3","Bu=1",-0.0782762468479107,"Bu","Bu=1",1,FALSE
"353","1","00","0","1","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,13,"conjunctive",0.195652173913043,4,"2","c4","A",-0.0299498599112212,"A","A=1",1,FALSE
"354","1","00","0","1","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,13,"conjunctive",0.195652173913043,4,"2","c4","Au=0",0.410140898334671,"Au","Au=0",1,TRUE
"355","1","00","0","1","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,13,"conjunctive",0.195652173913043,4,"2","c4","B",-0.0299574306950685,"B","B=1",1,FALSE
"356","1","00","0","1","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,13,"conjunctive",0.195652173913043,4,"2","c4","Bu=0",0.126832915478717,"Bu","Bu=0",1,TRUE
"357","1","00","0","1","0","1","0",0.5,0.9,0.5,0.2,0.045,0.18,14,"conjunctive",0,5,"2","c5","A",0.0307990576737644,"A","A=1",1,TRUE
"358","1","00","0","1","0","1","0",0.5,0.9,0.5,0.2,0.045,0.18,14,"conjunctive",0,5,"2","c5","Au=0",-0.417785484946772,"Au","Au=0",1,FALSE
"359","1","00","0","1","0","1","0",0.5,0.9,0.5,0.2,0.045,0.18,14,"conjunctive",0,5,"2","c5","B",0.0309189162805966,"B","B=1",1,TRUE
"360","1","00","0","1","0","1","0",0.5,0.9,0.5,0.2,0.045,0.18,14,"conjunctive",0,5,"2","c5","Bu=0",-0.130652886677932,"Bu","Bu=0",1,FALSE
"361","1","01","0","1","1","0","0",0.5,0.9,0.5,0.8,0.18,0.72,15,"conjunctive",0.782608695652174,4,"2","c4","A",-0.0604280057948031,"A","A=1",1,FALSE
"362","1","01","0","1","1","0","0",0.5,0.9,0.5,0.8,0.18,0.72,15,"conjunctive",0.782608695652174,4,"2","c4","Au=0",0.819540826949105,"Au","Au=0",1,TRUE
"363","1","01","0","1","1","0","0",0.5,0.9,0.5,0.8,0.18,0.72,15,"conjunctive",0.782608695652174,4,"2","c4","B",-0.0604464864207106,"B","B=1",1,FALSE
"364","1","01","0","1","1","0","0",0.5,0.9,0.5,0.8,0.18,0.72,15,"conjunctive",0.782608695652174,4,"2","c4","Bu=1",-0.0364505257391561,"Bu","Bu=1",1,FALSE
"365","1","01","0","1","1","1","0",0.5,0.9,0.5,0.8,0.18,0.72,16,"conjunctive",0,5,"2","c5","A",0.0607603032602635,"A","A=1",1,TRUE
"366","1","01","0","1","1","1","0",0.5,0.9,0.5,0.8,0.18,0.72,16,"conjunctive",0,5,"2","c5","Au=0",-0.822063085650469,"Au","Au=0",1,FALSE
"367","1","01","0","1","1","1","0",0.5,0.9,0.5,0.8,0.18,0.72,16,"conjunctive",0,5,"2","c5","B",0.0608439771991572,"B","B=1",1,TRUE
"368","1","01","0","1","1","1","0",0.5,0.9,0.5,0.8,0.18,0.72,16,"conjunctive",0,5,"2","c5","Bu=1",0.0365968067912835,"Bu","Bu=1",1,TRUE
"369","1","10","1","1","0","0","0",0.5,0.1,0.5,0.2,0.005,0.02,17,"conjunctive",0.0217391304347826,4,"2","c4","A",-0.160046235830273,"A","A=1",1,FALSE
"370","1","10","1","1","0","0","0",0.5,0.1,0.5,0.2,0.005,0.02,17,"conjunctive",0.0217391304347826,4,"2","c4","Au=1",-0.231215248514153,"Au","Au=1",1,FALSE
"371","1","10","1","1","0","0","0",0.5,0.1,0.5,0.2,0.005,0.02,17,"conjunctive",0.0217391304347826,4,"2","c4","B",-0.15997361496314,"B","B=1",1,FALSE
"372","1","10","1","1","0","0","0",0.5,0.1,0.5,0.2,0.005,0.02,17,"conjunctive",0.0217391304347826,4,"2","c4","Bu=0",0.678149192697577,"Bu","Bu=0",1,TRUE
"373","1","10","1","1","0","1","0",0.5,0.1,0.5,0.2,0.005,0.02,18,"conjunctive",0,5,"2","c5","A",0.159608654360184,"A","A=1",1,TRUE
"374","1","10","1","1","0","1","0",0.5,0.1,0.5,0.2,0.005,0.02,18,"conjunctive",0,5,"2","c5","Au=1",0.230750043043793,"Au","Au=1",1,TRUE
"375","1","10","1","1","0","1","0",0.5,0.1,0.5,0.2,0.005,0.02,18,"conjunctive",0,5,"2","c5","B",0.159103971682707,"B","B=1",1,TRUE
"376","1","10","1","1","0","1","0",0.5,0.1,0.5,0.2,0.005,0.02,18,"conjunctive",0,5,"2","c5","Bu=0",-0.677971260796057,"Bu","Bu=0",1,FALSE
"377","1","11","1","1","1","0","1",0.5,0.1,0.5,0.8,0.02,0.08,19,"conjunctive",0,4,"2","c4","A",-0.41653596663922,"A","A=1",1,FALSE
"378","1","11","1","1","1","0","1",0.5,0.1,0.5,0.8,0.02,0.08,19,"conjunctive",0,4,"2","c4","Au=1",-0.60310434062689,"Au","Au=1",1,FALSE
"379","1","11","1","1","1","0","1",0.5,0.1,0.5,0.8,0.02,0.08,19,"conjunctive",0,4,"2","c4","B",-0.416045893301605,"B","B=1",1,FALSE
"380","1","11","1","1","1","0","1",0.5,0.1,0.5,0.8,0.02,0.08,19,"conjunctive",0,4,"2","c4","Bu=1",-0.250233109301285,"Bu","Bu=1",1,FALSE
"381","1","11","1","1","1","1","1",0.5,0.1,0.5,0.8,0.02,0.08,20,"conjunctive",1,5,"2","c5","A",0.416883194707475,"A","A=1",1,TRUE
"382","1","11","1","1","1","1","1",0.5,0.1,0.5,0.8,0.02,0.08,20,"conjunctive",1,5,"2","c5","Au=1",0.602677117034054,"Au","Au=1",1,TRUE
"383","1","11","1","1","1","1","1",0.5,0.1,0.5,0.8,0.02,0.08,20,"conjunctive",1,5,"2","c5","B",0.417340677948756,"B","B=1",1,TRUE
"384","1","11","1","1","1","1","1",0.5,0.1,0.5,0.8,0.02,0.08,20,"conjunctive",1,5,"2","c5","Bu=1",0.249479103010961,"Bu","Bu=1",1,TRUE
"385","0","00","0","0","0","0","0",0.9,0.3,0.2,0.5,0.027,0.15,1,"disjunctive",0.15,1,"3","d1","A",0.173965430731927,"A","A=0",1,TRUE
"386","0","00","0","0","0","0","0",0.9,0.3,0.2,0.5,0.027,0.15,1,"disjunctive",0.15,1,"3","d1","Au=0",0.0581921715581331,"Au","Au=0",1,TRUE
"387","0","00","0","0","0","0","0",0.9,0.3,0.2,0.5,0.027,0.15,1,"disjunctive",0.15,1,"3","d1","B",0.317108313502487,"B","B=0",1,TRUE
"388","0","00","0","0","0","0","0",0.9,0.3,0.2,0.5,0.027,0.15,1,"disjunctive",0.15,1,"3","d1","Bu=0",0.423992394819912,"Bu","Bu=0",1,TRUE
"389","0","01","0","0","1","0","0",0.9,0.3,0.2,0.5,0.027,0.15,2,"disjunctive",0.15,1,"3","d1","A",0.070335753641242,"A","A=0",1,TRUE
"390","0","01","0","0","1","0","0",0.9,0.3,0.2,0.5,0.027,0.15,2,"disjunctive",0.15,1,"3","d1","Au=0",0.0250605306573671,"Au","Au=0",1,TRUE
"391","0","01","0","0","1","0","0",0.9,0.3,0.2,0.5,0.027,0.15,2,"disjunctive",0.15,1,"3","d1","B",0.887126645572305,"B","B=0",1,TRUE
"392","0","01","0","0","1","0","0",0.9,0.3,0.2,0.5,0.027,0.15,2,"disjunctive",0.15,1,"3","d1","Bu=1",-0.209141634395977,"Bu","Bu=1",1,FALSE
"393","0","10","1","0","0","0","0",0.9,0.7,0.2,0.5,0.063,0.35,3,"disjunctive",0.35,1,"3","d1","A",0.623298429746011,"A","A=0",1,TRUE
"394","0","10","1","0","0","0","0",0.9,0.7,0.2,0.5,0.063,0.35,3,"disjunctive",0.35,1,"3","d1","Au=1",-0.0342935884666718,"Au","Au=1",1,FALSE
"395","0","10","1","0","0","0","0",0.9,0.7,0.2,0.5,0.063,0.35,3,"disjunctive",0.35,1,"3","d1","B",0.256035213643519,"B","B=0",1,TRUE
"396","0","10","1","0","0","0","0",0.9,0.7,0.2,0.5,0.063,0.35,3,"disjunctive",0.35,1,"3","d1","Bu=0",0.34301082402021,"Bu","Bu=0",1,TRUE
"397","0","11","1","0","1","0","0",0.9,0.7,0.2,0.5,0.063,0.35,4,"disjunctive",0.35,1,"3","d1","A",0.293477215698524,"A","A=0",1,TRUE
"398","0","11","1","0","1","0","0",0.9,0.7,0.2,0.5,0.063,0.35,4,"disjunctive",0.35,1,"3","d1","Au=1",-0.0165298868534307,"Au","Au=1",1,FALSE
"399","0","11","1","0","1","0","0",0.9,0.7,0.2,0.5,0.063,0.35,4,"disjunctive",0.35,1,"3","d1","B",0.845115067686661,"B","B=0",1,TRUE
"400","0","11","1","0","1","0","0",0.9,0.7,0.2,0.5,0.063,0.35,4,"disjunctive",0.35,1,"3","d1","Bu=1",-0.200147957732943,"Bu","Bu=1",1,FALSE
"401","0","00","0","1","0","0","0",0.9,0.3,0.8,0.5,0.108,0.15,5,"disjunctive",0.3,2,"3","d2","A",0.0866971756365112,"A","A=0",1,TRUE
"402","0","00","0","1","0","0","0",0.9,0.3,0.8,0.5,0.108,0.15,5,"disjunctive",0.3,2,"3","d2","Au=0",0.0288150659958826,"Au","Au=0",1,TRUE
"403","0","00","0","1","0","0","0",0.9,0.3,0.8,0.5,0.108,0.15,5,"disjunctive",0.3,2,"3","d2","B",-0.100535340382219,"B","B=1",1,FALSE
"404","0","00","0","1","0","0","0",0.9,0.3,0.8,0.5,0.108,0.15,5,"disjunctive",0.3,2,"3","d2","Bu=0",0.943365717078515,"Bu","Bu=0",1,TRUE
"405","0","00","0","1","0","1","0",0.9,0.3,0.8,0.5,0.108,0.15,6,"disjunctive",0,3,"3","d3","A",-0.0894898707873111,"A","A=0",1,FALSE
"406","0","00","0","1","0","1","0",0.9,0.3,0.8,0.5,0.108,0.15,6,"disjunctive",0,3,"3","d3","Au=0",-0.0299930113132362,"Au","Au=0",1,FALSE
"407","0","00","0","1","0","1","0",0.9,0.3,0.8,0.5,0.108,0.15,6,"disjunctive",0,3,"3","d3","B",0.100241041916761,"B","B=1",1,TRUE
"408","0","00","0","1","0","1","0",0.9,0.3,0.8,0.5,0.108,0.15,6,"disjunctive",0,3,"3","d3","Bu=0",-0.943210539551953,"Bu","Bu=0",1,FALSE
"409","0","01","0","1","1","0","1",0.9,0.3,0.8,0.5,0.108,0.15,7,"disjunctive",0,2,"3","d2","A",0.01791954336234,"A","A=0",1,TRUE
"410","0","01","0","1","1","0","1",0.9,0.3,0.8,0.5,0.108,0.15,7,"disjunctive",0,2,"3","d2","Au=0",0.00485116662686308,"Au","Au=0",1,TRUE
"411","0","01","0","1","1","0","1",0.9,0.3,0.8,0.5,0.108,0.15,7,"disjunctive",0,2,"3","d2","B",-0.502963929488824,"B","B=1",1,FALSE
"412","0","01","0","1","1","0","1",0.9,0.3,0.8,0.5,0.108,0.15,7,"disjunctive",0,2,"3","d2","Bu=1",-0.833996319455843,"Bu","Bu=1",1,FALSE
"413","0","01","0","1","1","1","1",0.9,0.3,0.8,0.5,0.108,0.15,8,"disjunctive",0.3,3,"3","d3","A",-0.0184241422790463,"A","A=0",1,FALSE
"414","0","01","0","1","1","1","1",0.9,0.3,0.8,0.5,0.108,0.15,8,"disjunctive",0.3,3,"3","d3","Au=0",-0.00728331006076403,"Au","Au=0",1,FALSE
"415","0","01","0","1","1","1","1",0.9,0.3,0.8,0.5,0.108,0.15,8,"disjunctive",0.3,3,"3","d3","B",0.500789539404164,"B","B=1",1,TRUE
"416","0","01","0","1","1","1","1",0.9,0.3,0.8,0.5,0.108,0.15,8,"disjunctive",0.3,3,"3","d3","Bu=1",0.834885934640685,"Bu","Bu=1",1,TRUE
"417","0","10","1","1","0","0","0",0.9,0.7,0.8,0.5,0.252,0.35,9,"disjunctive",0.7,2,"3","d2","A",0.358141607622757,"A","A=0",1,TRUE
"418","0","10","1","1","0","0","0",0.9,0.7,0.8,0.5,0.252,0.35,9,"disjunctive",0.7,2,"3","d2","Au=1",-0.0204607699029017,"Au","Au=1",1,FALSE
"419","0","10","1","1","0","0","0",0.9,0.7,0.8,0.5,0.252,0.35,9,"disjunctive",0.7,2,"3","d2","B",-0.0939969603622474,"B","B=1",1,FALSE
"420","0","10","1","1","0","0","0",0.9,0.7,0.8,0.5,0.252,0.35,9,"disjunctive",0.7,2,"3","d2","Bu=0",0.881115178119091,"Bu","Bu=0",1,TRUE
"421","0","10","1","1","0","1","0",0.9,0.7,0.8,0.5,0.252,0.35,10,"disjunctive",0,3,"3","d3","A",-0.360474853757996,"A","A=0",1,FALSE
"422","0","10","1","1","0","1","0",0.9,0.7,0.8,0.5,0.252,0.35,10,"disjunctive",0,3,"3","d3","Au=1",0.0195200670744658,"Au","Au=1",1,TRUE
"423","0","10","1","1","0","1","0",0.9,0.7,0.8,0.5,0.252,0.35,10,"disjunctive",0,3,"3","d3","B",0.0937533929191388,"B","B=1",1,TRUE
"424","0","10","1","1","0","1","0",0.9,0.7,0.8,0.5,0.252,0.35,10,"disjunctive",0,3,"3","d3","Bu=0",-0.880578595921308,"Bu","Bu=0",1,FALSE
"425","0","11","1","1","1","0","1",0.9,0.7,0.8,0.5,0.252,0.35,11,"disjunctive",0,2,"3","d2","A",0.0783242960532338,"A","A=0",1,TRUE
"426","0","11","1","1","1","0","1",0.9,0.7,0.8,0.5,0.252,0.35,11,"disjunctive",0,2,"3","d2","Au=1",-0.00253381800410215,"Au","Au=1",1,FALSE
"427","0","11","1","1","1","0","1",0.9,0.7,0.8,0.5,0.252,0.35,11,"disjunctive",0,2,"3","d2","B",-0.494814270192943,"B","B=1",1,FALSE
"428","0","11","1","1","1","0","1",0.9,0.7,0.8,0.5,0.252,0.35,11,"disjunctive",0,2,"3","d2","Bu=1",-0.823847024301127,"Bu","Bu=1",1,FALSE
"429","0","11","1","1","1","1","1",0.9,0.7,0.8,0.5,0.252,0.35,12,"disjunctive",0.7,3,"3","d3","A",-0.0787408294864525,"A","A=0",1,FALSE
"430","0","11","1","1","1","1","1",0.9,0.7,0.8,0.5,0.252,0.35,12,"disjunctive",0.7,3,"3","d3","Au=1",0.00444991915849245,"Au","Au=1",1,TRUE
"431","0","11","1","1","1","1","1",0.9,0.7,0.8,0.5,0.252,0.35,12,"disjunctive",0.7,3,"3","d3","B",0.495174700730261,"B","B=1",1,TRUE
"432","0","11","1","1","1","1","1",0.9,0.7,0.8,0.5,0.252,0.35,12,"disjunctive",0.7,3,"3","d3","Bu=1",0.823093615373712,"Bu","Bu=1",1,TRUE
"433","1","00","0","0","0","0","0",0.1,0.3,0.2,0.5,0.003,0.15,13,"disjunctive",0.5,4,"3","d4","A",-0.232346814238611,"A","A=1",1,FALSE
"434","1","00","0","0","0","0","0",0.1,0.3,0.2,0.5,0.003,0.15,13,"disjunctive",0.5,4,"3","d4","Au=0",0.741236686934275,"Au","Au=0",1,TRUE
"435","1","00","0","0","0","0","0",0.1,0.3,0.2,0.5,0.003,0.15,13,"disjunctive",0.5,4,"3","d4","B",0.138623487256283,"B","B=0",1,TRUE
"436","1","00","0","0","0","0","0",0.1,0.3,0.2,0.5,0.003,0.15,13,"disjunctive",0.5,4,"3","d4","Bu=0",0.188440894462286,"Bu","Bu=0",1,TRUE
"437","1","00","0","0","0","1","0",0.1,0.3,0.2,0.5,0.003,0.15,14,"disjunctive",0,5,"3","d5","A",0.230991626392768,"A","A=1",1,TRUE
"438","1","00","0","0","0","1","0",0.1,0.3,0.2,0.5,0.003,0.15,14,"disjunctive",0,5,"3","d5","Au=0",-0.739355414312372,"Au","Au=0",1,FALSE
"439","1","00","0","0","0","1","0",0.1,0.3,0.2,0.5,0.003,0.15,14,"disjunctive",0,5,"3","d5","B",-0.141790040385729,"B","B=0",1,FALSE
"440","1","00","0","0","0","1","0",0.1,0.3,0.2,0.5,0.003,0.15,14,"disjunctive",0,5,"3","d5","Bu=0",-0.188185546882819,"Bu","Bu=0",1,FALSE
"441","1","01","0","0","1","0","0",0.1,0.3,0.2,0.5,0.003,0.15,15,"disjunctive",0.5,4,"3","d4","A",-0.158935494309462,"A","A=1",1,FALSE
"442","1","01","0","0","1","0","0",0.1,0.3,0.2,0.5,0.003,0.15,15,"disjunctive",0.5,4,"3","d4","Au=0",0.505755811103154,"Au","Au=0",1,TRUE
"443","1","01","0","0","1","0","0",0.1,0.3,0.2,0.5,0.003,0.15,15,"disjunctive",0.5,4,"3","d4","B",0.655661864901049,"B","B=0",1,TRUE
"444","1","01","0","0","1","0","0",0.1,0.3,0.2,0.5,0.003,0.15,15,"disjunctive",0.5,4,"3","d4","Bu=1",-0.153584592253962,"Bu","Bu=1",1,FALSE
"445","1","01","0","0","1","1","0",0.1,0.3,0.2,0.5,0.003,0.15,16,"disjunctive",0,5,"3","d5","A",0.157970399832919,"A","A=1",1,TRUE
"446","1","01","0","0","1","1","0",0.1,0.3,0.2,0.5,0.003,0.15,16,"disjunctive",0,5,"3","d5","Au=0",-0.503282289997286,"Au","Au=0",1,FALSE
"447","1","01","0","0","1","1","0",0.1,0.3,0.2,0.5,0.003,0.15,16,"disjunctive",0,5,"3","d5","B",-0.655434805821983,"B","B=0",1,FALSE
"448","1","01","0","0","1","1","0",0.1,0.3,0.2,0.5,0.003,0.15,16,"disjunctive",0,5,"3","d5","Bu=1",0.155240602947222,"Bu","Bu=1",1,TRUE
"449","1","10","1","0","0","0","1",0.1,0.7,0.2,0.5,0.007,0.35,17,"disjunctive",0,4,"3","d4","A",-0.832028373749046,"A","A=1",1,FALSE
"450","1","10","1","0","0","0","1",0.1,0.7,0.2,0.5,0.007,0.35,17,"disjunctive",0,4,"3","d4","Au=1",-0.430708578411823,"Au","Au=1",1,FALSE
"451","1","10","1","0","0","0","1",0.1,0.7,0.2,0.5,0.007,0.35,17,"disjunctive",0,4,"3","d4","B",0.0458585706002293,"B","B=0",1,TRUE
"452","1","10","1","0","0","0","1",0.1,0.7,0.2,0.5,0.007,0.35,17,"disjunctive",0,4,"3","d4","Bu=0",0.0611320364158915,"Bu","Bu=0",1,TRUE
"453","1","10","1","0","0","1","1",0.1,0.7,0.2,0.5,0.007,0.35,18,"disjunctive",0.5,5,"3","d5","A",0.832165625402477,"A","A=1",1,TRUE
"454","1","10","1","0","0","1","1",0.1,0.7,0.2,0.5,0.007,0.35,18,"disjunctive",0.5,5,"3","d5","Au=1",0.430585928911022,"Au","Au=1",1,TRUE
"455","1","10","1","0","0","1","1",0.1,0.7,0.2,0.5,0.007,0.35,18,"disjunctive",0.5,5,"3","d5","B",-0.0448705115922629,"B","B=0",1,FALSE
"456","1","10","1","0","0","1","1",0.1,0.7,0.2,0.5,0.007,0.35,18,"disjunctive",0.5,5,"3","d5","Bu=0",-0.0615686723205029,"Bu","Bu=0",1,FALSE
"457","1","11","1","0","1","0","1",0.1,0.7,0.2,0.5,0.007,0.35,19,"disjunctive",0,4,"3","d4","A",-0.726654656249736,"A","A=1",1,FALSE
"458","1","11","1","0","1","0","1",0.1,0.7,0.2,0.5,0.007,0.35,19,"disjunctive",0,4,"3","d4","Au=1",-0.376820931430508,"Au","Au=1",1,FALSE
"459","1","11","1","0","1","0","1",0.1,0.7,0.2,0.5,0.007,0.35,19,"disjunctive",0,4,"3","d4","B",0.275303581445569,"B","B=0",1,TRUE
"460","1","11","1","0","1","0","1",0.1,0.7,0.2,0.5,0.007,0.35,19,"disjunctive",0,4,"3","d4","Bu=1",-0.0658691659592513,"Bu","Bu=1",1,FALSE
"461","1","11","1","0","1","1","1",0.1,0.7,0.2,0.5,0.007,0.35,20,"disjunctive",0.5,5,"3","d5","A",0.726196787919573,"A","A=1",1,TRUE
