"","A","uAuB","Au","B","Bu","E.x","E.y","pA","peA","pB","peB","Pr","PrUn","index","structure","posterior","groupPost","pgroup","trialtype","node","cesm","node2","node3","noSelect","Actual","logits","soft1"
"126","0","11","1","0","1","0","0",0.9,0.5,0.2,0.5,0.045,0.25,4,"conjunctive",0.25,1,"1","c1","Au=1",-0.0301266573920124,"Au","Au=1",1,FALSE,-0.0223183767242383,0.221766264557113
"127","0","11","1","0","1","0","0",0.9,0.5,0.2,0.5,0.045,0.25,4,"conjunctive",0.25,1,"1","c1","B",0.127854074251846,"B","B=0",1,TRUE,0.094716627794161,0.249300493329514
"128","0","11","1","0","1","0","0",0.9,0.5,0.2,0.5,0.045,0.25,4,"conjunctive",0.25,1,"1","c1","Bu=1",-0.0301295939761862,"Bu","Bu=1",1,FALSE,-0.0223205521993009,0.22176578211066
"129","0","00","0","1","0","0","0",0.9,0.5,0.8,0.5,0.18,0.25,5,"conjunctive",0.25,2,"1","c2","A",0.14466318914144,"A","A=0",1,TRUE,0.107169126377904,0.265003957273121
"130","0","00","0","1","0","0","0",0.9,0.5,0.8,0.5,0.18,0.25,5,"conjunctive",0.25,2,"1","c2","Au=0",0.0606440366908821,"Au","Au=0",1,TRUE,0.0449262073562961,0.249012187228377
"131","0","00","0","1","0","0","0",0.9,0.5,0.8,0.5,0.18,0.25,5,"conjunctive",0.25,2,"1","c2","B",-0.00642403753734289,"B","B=1",1,FALSE,-0.00475904405800692,0.236942285064718
"132","0","00","0","1","0","0","0",0.9,0.5,0.8,0.5,0.18,0.25,5,"conjunctive",0.25,2,"1","c2","Bu=0",0.0608033093719919,"Bu","Bu=0",1,TRUE,0.0450441994605191,0.249041570433784
"133","0","01","0","1","1","0","0",0.9,0.5,0.8,0.5,0.18,0.25,6,"conjunctive",0.25,2,"1","c2","A",0.343599259204331,"A","A=0",1,TRUE,0.254544591831309,0.29497795227894
"134","0","01","0","1","1","0","0",0.9,0.5,0.8,0.5,0.18,0.25,6,"conjunctive",0.25,2,"1","c2","Au=0",0.144401203483118,"Au","Au=0",1,TRUE,0.106975042628662,0.254507693731733
"135","0","01","0","1","1","0","0",0.9,0.5,0.8,0.5,0.18,0.25,6,"conjunctive",0.25,2,"1","c2","B",-0.0153047052586204,"B","B=1",1,FALSE,-0.0113380045177493,0.226109188862752
"136","0","01","0","1","1","0","0",0.9,0.5,0.8,0.5,0.18,0.25,6,"conjunctive",0.25,2,"1","c2","Bu=1",-0.0255161553381507,"Bu","Bu=1",1,FALSE,-0.0189028327962471,0.224405165126575
"137","0","10","1","1","0","0","0",0.9,0.5,0.8,0.5,0.18,0.25,7,"conjunctive",0.25,2,"1","c2","A",0.342686902140041,"A","A=0",1,TRUE,0.253868701094315,0.294856873838813
"138","0","10","1","1","0","0","0",0.9,0.5,0.8,0.5,0.18,0.25,7,"conjunctive",0.25,2,"1","c2","Au=1",-0.0252882879335965,"Au","Au=1",1,FALSE,-0.0187340244710539,0.224502611495652
"139","0","10","1","1","0","0","0",0.9,0.5,0.8,0.5,0.18,0.25,7,"conjunctive",0.25,2,"1","c2","B",-0.0152385863388066,"B","B=1",1,FALSE,-0.0112890224172195,0.22618027124034
"140","0","10","1","1","0","0","0",0.9,0.5,0.8,0.5,0.18,0.25,7,"conjunctive",0.25,2,"1","c2","Bu=0",0.143791340833183,"Bu","Bu=0",1,TRUE,0.106523245265477,0.254460243425195
"141","0","11","1","1","1","0","0",0.9,0.5,0.8,0.5,0.18,0.25,8,"conjunctive",0.25,2,"1","c2","A",0.815837154147256,"A","A=0",1,TRUE,0.604387028901406,0.388083166921879
"142","0","11","1","1","1","0","0",0.9,0.5,0.8,0.5,0.18,0.25,8,"conjunctive",0.25,2,"1","c2","Au=1",-0.0605324469230962,"Au","Au=1",1,FALSE,-0.0448435396230786,0.202753122956121
"143","0","11","1","1","1","0","0",0.9,0.5,0.8,0.5,0.18,0.25,8,"conjunctive",0.25,2,"1","c2","B",-0.0363918766644165,"B","B=1",1,FALSE,-0.0269597653178015,0.206411731400247
"144","0","11","1","1","1","0","0",0.9,0.5,0.8,0.5,0.18,0.25,8,"conjunctive",0.25,2,"1","c2","Bu=1",-0.0605400648535825,"Bu","Bu=1",1,FALSE,-0.0448491831247868,0.202751978721754
"145","1","00","0","0","0","0","0",0.1,0.5,0.2,0.5,0.005,0.25,9,"conjunctive",0.25,3,"1","c3","A",-0.0381870018660387,"A","A=1",1,FALSE,-0.0282896267755682,0.226426061063108
"146","1","00","0","0","0","0","0",0.1,0.5,0.2,0.5,0.005,0.25,9,"conjunctive",0.25,3,"1","c3","Au=0",0.149865996945695,"Au","Au=0",1,TRUE,0.111023461198002,0.260273119264806
"147","1","00","0","0","0","0","0",0.1,0.5,0.2,0.5,0.005,0.25,9,"conjunctive",0.25,3,"1","c3","B",0.112036748287811,"B","B=0",1,TRUE,0.0829988645175419,0.253080328351646
"148","1","00","0","0","0","0","0",0.1,0.5,0.2,0.5,0.005,0.25,9,"conjunctive",0.25,3,"1","c3","Bu=0",0.149593024163615,"Bu","Bu=0",1,TRUE,0.110821237987287,0.26022049132044
"149","1","01","0","0","1","0","0",0.1,0.5,0.2,0.5,0.005,0.25,10,"conjunctive",0.25,3,"1","c3","A",-0.091975023479138,"A","A=1",1,FALSE,-0.0681367732409742,0.211634675619587
"150","1","01","0","0","1","0","0",0.1,0.5,0.2,0.5,0.005,0.25,10,"conjunctive",0.25,3,"1","c3","Au=0",0.359754714237101,"Au","Au=0",1,TRUE,0.266512847282989,0.295749017420266
"151","1","01","0","0","1","0","0",0.1,0.5,0.2,0.5,0.005,0.25,10,"conjunctive",0.25,3,"1","c3","B",0.268825671835054,"B","B=0",1,TRUE,0.199150955882412,0.276482986969075
"152","1","01","0","0","1","0","0",0.1,0.5,0.2,0.5,0.005,0.25,10,"conjunctive",0.25,3,"1","c3","Bu=1",-0.0635822560259165,"Bu","Bu=1",1,FALSE,-0.0471028937760489,0.216133319991072
"153","1","10","1","0","0","0","0",0.1,0.5,0.2,0.5,0.005,0.25,11,"conjunctive",0.25,3,"1","c3","A",-0.092240757200037,"A","A=1",1,FALSE,-0.0683336336232658,0.211516601781783
"154","1","10","1","0","0","0","0",0.1,0.5,0.2,0.5,0.005,0.25,11,"conjunctive",0.25,3,"1","c3","Au=1",-0.0635375972872484,"Au","Au=1",1,FALSE,-0.0470698097687309,0.216062412926951
"155","1","10","1","0","0","0","0",0.1,0.5,0.2,0.5,0.005,0.25,11,"conjunctive",0.25,3,"1","c3","B",0.26959958642421,"B","B=0",1,TRUE,0.19972428591131,0.276541641104391
"156","1","10","1","0","0","0","0",0.1,0.5,0.2,0.5,0.005,0.25,11,"conjunctive",0.25,3,"1","c3","Bu=0",0.360837002006557,"Bu","Bu=0",1,TRUE,0.267314625782623,0.295879344186876
"157","1","11","1","0","1","0","0",0.1,0.5,0.2,0.5,0.005,0.25,12,"conjunctive",0.25,3,"1","c3","A",-0.231725224037501,"A","A=1",1,FALSE,-0.171666268158534,0.197188527951239
"158","1","11","1","0","1","0","0",0.1,0.5,0.2,0.5,0.005,0.25,12,"conjunctive",0.25,3,"1","c3","Au=1",-0.160485303505183,"Au","Au=1",1,FALSE,-0.118890436988275,0.207874825269501
"159","1","11","1","0","1","0","0",0.1,0.5,0.2,0.5,0.005,0.25,12,"conjunctive",0.25,3,"1","c3","B",0.678454050315623,"B","B=0",1,TRUE,0.502611122369125,0.387005016823711
"160","1","11","1","0","1","0","0",0.1,0.5,0.2,0.5,0.005,0.25,12,"conjunctive",0.25,3,"1","c3","Bu=1",-0.160116486209126,"Bu","Bu=1",1,FALSE,-0.118617210415253,0.207931629955549
"161","1","00","0","1","0","0","0",0.1,0.5,0.8,0.5,0.02,0.25,13,"conjunctive",0.333333333333333,4,"1","c4","A",-0.0766711677278618,"A","A=1",1,FALSE,-0.0567993980537442,0.213815966638617
"162","1","00","0","1","0","0","0",0.1,0.5,0.8,0.5,0.02,0.25,13,"conjunctive",0.333333333333333,4,"1","c4","Au=0",0.299363352763462,"Au","Au=0",1,TRUE,0.221773826331541,0.282502923849665
"163","1","00","0","1","0","0","0",0.1,0.5,0.8,0.5,0.02,0.25,13,"conjunctive",0.333333333333333,4,"1","c4","B",-0.0318680632792916,"B","B=1",1,FALSE,-0.0236084419351372,0.221031810964832
"164","1","00","0","1","0","0","0",0.1,0.5,0.8,0.5,0.02,0.25,13,"conjunctive",0.333333333333333,4,"1","c4","Bu=0",0.300062580938944,"Bu","Bu=0",1,TRUE,0.222291827304353,0.282649298546886
"165","1","00","0","1","0","1","0",0.1,0.5,0.8,0.5,0.02,0.25,14,"conjunctive",0,5,"1","c5","A",0.0758711917202182,"A","A=1",1,TRUE,0.0562067612511736,0.286956200240751
"166","1","00","0","1","0","1","0",0.1,0.5,0.8,0.5,0.02,0.25,14,"conjunctive",0,5,"1","c5","Au=0",-0.297043357332842,"Au","Au=0",1,FALSE,-0.22005513144464,0.217689056664838
"167","1","00","0","1","0","1","0",0.1,0.5,0.8,0.5,0.02,0.25,14,"conjunctive",0,5,"1","c5","B",0.0314905215830523,"B","B=1",1,TRUE,0.023328752167496,0.277675060415072
"168","1","00","0","1","0","1","0",0.1,0.5,0.8,0.5,0.02,0.25,14,"conjunctive",0,5,"1","c5","Bu=0",-0.297101485332151,"Bu","Bu=0",1,FALSE,-0.220098193725659,0.217679682679339
"169","1","01","0","1","1","0","0",0.1,0.5,0.8,0.5,0.02,0.25,15,"conjunctive",0.333333333333333,4,"1","c4","A",-0.18787396762471,"A","A=1",1,FALSE,-0.139180458408152,0.195666159672665
"170","1","01","0","1","1","0","0",0.1,0.5,0.8,0.5,0.02,0.25,15,"conjunctive",0.333333333333333,4,"1","c4","Au=0",0.735769429496297,"Au","Au=0",1,TRUE,0.54507139959145,0.387866728761237
"171","1","01","0","1","1","0","0",0.1,0.5,0.8,0.5,0.02,0.25,15,"conjunctive",0.333333333333333,4,"1","c4","B",-0.0780314000015248,"B","B=1",1,FALSE,-0.057807082906433,0.212253924614377
"172","1","01","0","1","1","0","0",0.1,0.5,0.8,0.5,0.02,0.25,15,"conjunctive",0.333333333333333,4,"1","c4","Bu=1",-0.130161372262152,"Bu","Bu=1",1,FALSE,-0.0964259162007384,0.204213186951722
"173","1","01","0","1","1","1","0",0.1,0.5,0.8,0.5,0.02,0.25,16,"conjunctive",0,5,"1","c5","A",0.188253569295369,"A","A=1",1,TRUE,0.139461674242377,0.295603700877264
"174","1","01","0","1","1","1","0",0.1,0.5,0.8,0.5,0.02,0.25,16,"conjunctive",0,5,"1","c5","Au=0",-0.736949165521414,"Au","Au=0",1,FALSE,-0.54594536953445,0.148950295806361
"175","1","01","0","1","1","1","0",0.1,0.5,0.8,0.5,0.02,0.25,16,"conjunctive",0,5,"1","c5","B",0.0781915237519949,"B","B=1",1,TRUE,0.0579257054983452,0.272457800111318
"176","1","01","0","1","1","1","0",0.1,0.5,0.8,0.5,0.02,0.25,16,"conjunctive",0,5,"1","c5","Bu=1",0.129380156528315,"Bu","Bu=1",1,TRUE,0.0958471773508285,0.282988203205056
"177","1","10","1","1","0","0","0",0.1,0.5,0.8,0.5,0.02,0.25,17,"conjunctive",0.333333333333333,4,"1","c4","A",-0.18755011931989,"A","A=1",1,FALSE,-0.138940545683205,0.195694486547785
"178","1","10","1","1","0","0","0",0.1,0.5,0.8,0.5,0.02,0.25,17,"conjunctive",0.333333333333333,4,"1","c4","Au=1",-0.129596840718844,"Au","Au=1",1,FALSE,-0.0960077009473057,0.204279171438216
"179","1","10","1","1","0","0","0",0.1,0.5,0.8,0.5,0.02,0.25,17,"conjunctive",0.333333333333333,4,"1","c4","B",-0.077900247864801,"B","B=1",1,FALSE,-0.0577099230138667,0.212254350851833
"180","1","10","1","1","0","0","0",0.1,0.5,0.8,0.5,0.02,0.25,17,"conjunctive",0.333333333333333,4,"1","c4","Bu=0",0.735568123627948,"Bu","Bu=0",1,TRUE,0.544922268536246,0.387771991162166
"181","1","10","1","1","0","1","0",0.1,0.5,0.8,0.5,0.02,0.25,18,"conjunctive",0,5,"1","c5","A",0.188746109596678,"A","A=1",1,TRUE,0.139826557072007,0.295602471691814
"182","1","10","1","1","0","1","0",0.1,0.5,0.8,0.5,0.02,0.25,18,"conjunctive",0,5,"1","c5","Au=1",0.130202016549453,"Au","Au=1",1,TRUE,0.0964560262293372,0.283056074126663
"183","1","10","1","1","0","1","0",0.1,0.5,0.8,0.5,0.02,0.25,18,"conjunctive",0,5,"1","c5","B",0.0784256143257295,"B","B=1",1,TRUE,0.0580991240606576,0.272404506449095
"184","1","10","1","1","0","1","0",0.1,0.5,0.8,0.5,0.02,0.25,18,"conjunctive",0,5,"1","c5","Bu=0",-0.736571984246927,"Bu","Bu=0",1,FALSE,-0.545665946773811,0.148936947732428
"185","1","11","1","1","1","0","1",0.1,0.5,0.8,0.5,0.02,0.25,19,"conjunctive",0,4,"1","c4","A",-0.602226963250444,"A","A=1",1,FALSE,-0.446140707361748,0.217793919847766
"186","1","11","1","1","1","0","1",0.1,0.5,0.8,0.5,0.02,0.25,19,"conjunctive",0,4,"1","c4","Au=1",-0.416775202739952,"Au","Au=1",1,FALSE,-0.308754664118074,0.249868639341549
"187","1","11","1","1","1","0","1",0.1,0.5,0.8,0.5,0.02,0.25,19,"conjunctive",0,4,"1","c4","B",-0.250667193630116,"B","B=1",1,FALSE,-0.185698824368342,0.282588330735812
"188","1","11","1","1","1","0","1",0.1,0.5,0.8,0.5,0.02,0.25,19,"conjunctive",0,4,"1","c4","Bu=1",-0.417421087065125,"Bu","Bu=1",1,FALSE,-0.309233146994615,0.249749110074873
"189","1","11","1","1","1","1","1",0.1,0.5,0.8,0.5,0.02,0.25,20,"conjunctive",1,5,"1","c5","A",0.602074907726985,"A","A=1",1,TRUE,0.446028061859415,0.284549969959483
"190","1","11","1","1","1","1","1",0.1,0.5,0.8,0.5,0.02,0.25,20,"conjunctive",1,5,"1","c5","Au=1",0.416229647199041,"Au","Au=1",1,TRUE,0.308350506632973,0.247951044197884
"191","1","11","1","1","1","1","1",0.1,0.5,0.8,0.5,0.02,0.25,20,"conjunctive",1,5,"1","c5","B",0.251042929223674,"B","B=1",1,TRUE,0.185977176142209,0.219391541397638
"192","1","11","1","1","1","1","1",0.1,0.5,0.8,0.5,0.02,0.25,20,"conjunctive",1,5,"1","c5","Bu=1",0.417080830125649,"Bu","Bu=1",1,TRUE,0.308981078454137,0.248107444444995
"193","0","00","0","0","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,1,"disjunctive",0.18,1,"2","d1","A",0.0520449679264038,"A","A=0",1,TRUE,0.0385558605346756,0.217213515151076
"194","0","00","0","0","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,1,"disjunctive",0.18,1,"2","d1","Au=0",0.122815360889296,"Au","Au=0",1,TRUE,0.0909838571263914,0.228905397573611
"195","0","00","0","0","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,1,"disjunctive",0.18,1,"2","d1","B",0.433230895954517,"B","B=0",1,TRUE,0.320945341485372,0.288089239503641
"196","0","00","0","0","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,1,"disjunctive",0.18,1,"2","d1","Bu=0",0.324490568024101,"Bu","Bu=0",1,TRUE,0.240388525231614,0.265791847771672
"197","0","01","0","0","1","0","0",0.5,0.9,0.5,0.8,0.18,0.72,2,"disjunctive",0.72,1,"2","d1","A",0.026381248890985,"A","A=0",1,TRUE,0.019543709862781,0.203331703977921
"198","0","01","0","0","1","0","0",0.5,0.9,0.5,0.8,0.18,0.72,2,"disjunctive",0.72,1,"2","d1","Au=0",0.060949791567803,"Au","Au=0",1,TRUE,0.0451527161401814,0.208606074302353
"199","0","01","0","0","1","0","0",0.5,0.9,0.5,0.8,0.18,0.72,2,"disjunctive",0.72,1,"2","d1","B",0.949755779595053,"B","B=0",1,TRUE,0.703596386721785,0.402981772785127
"200","0","01","0","0","1","0","0",0.5,0.9,0.5,0.8,0.18,0.72,2,"disjunctive",0.72,1,"2","d1","Bu=1",-0.100570360772188,"Bu","Bu=1",1,FALSE,-0.0745043557205705,0.185080448934599
"201","0","10","1","0","0","0","0",0.5,0.1,0.5,0.2,0.005,0.02,3,"disjunctive",0.02,1,"2","d1","A",0.72282717094627,"A","A=0",1,TRUE,0.535483538640816,0.349808711893914
"202","0","10","1","0","0","0","0",0.5,0.1,0.5,0.2,0.005,0.02,3,"disjunctive",0.02,1,"2","d1","Au=1",-0.184233806805912,"Au","Au=1",1,FALSE,-0.136483760947375,0.17864831776339
"203","0","10","1","0","0","0","0",0.5,0.1,0.5,0.2,0.005,0.02,3,"disjunctive",0.02,1,"2","d1","B",0.21764267248908,"B","B=0",1,TRUE,0.161233657377774,0.240600188348454
"204","0","10","1","0","0","0","0",0.5,0.1,0.5,0.2,0.005,0.02,3,"disjunctive",0.02,1,"2","d1","Bu=0",0.162343541906784,"Bu","Bu=0",1,TRUE,0.120267053854552,0.230942781994242
"205","0","11","1","0","1","0","0",0.5,0.1,0.5,0.8,0.02,0.08,4,"disjunctive",0.08,1,"2","d1","A",0.528172341075081,"A","A=0",1,TRUE,0.391279693928539,0.295059058564655
"206","0","11","1","0","1","0","0",0.5,0.1,0.5,0.8,0.02,0.08,4,"disjunctive",0.08,1,"2","d1","Au=1",-0.13555877124434,"Au","Au=1",1,FALSE,-0.100424407711032,0.180453194371976
"207","0","11","1","0","1","0","0",0.5,0.1,0.5,0.8,0.02,0.08,4,"disjunctive",0.08,1,"2","d1","B",0.703900331699271,"B","B=0",1,TRUE,0.521462191266725,0.336082959299625
"208","0","11","1","0","1","0","0",0.5,0.1,0.5,0.8,0.02,0.08,4,"disjunctive",0.08,1,"2","d1","Bu=1",-0.0773510487736851,"Bu","Bu=1",1,FALSE,-0.0573030663203862,0.188404787763745
"209","0","00","0","1","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,5,"disjunctive",0.9,2,"2","d2","A",0.0201815568535794,"A","A=0",1,TRUE,0.0149508650388556,0.209609286999461
"210","0","00","0","1","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,5,"disjunctive",0.9,2,"2","d2","Au=0",0.0492810810785921,"Au","Au=0",1,TRUE,0.0365083227979141,0.214176987462796
"211","0","00","0","1","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,5,"disjunctive",0.9,2,"2","d2","B",-0.210326903775764,"B","B=1",1,FALSE,-0.155814002616656,0.176704773206382
"212","0","00","0","1","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,5,"disjunctive",0.9,2,"2","d2","Bu=0",0.890828223092872,"Bu","Bu=0",1,TRUE,0.659941779164718,0.399508952331361
"213","0","00","0","1","0","1","0",0.5,0.9,0.5,0.2,0.045,0.18,6,"disjunctive",0,3,"2","d3","A",-0.0207674691166954,"A","A=0",1,FALSE,-0.0153849195190928,0.27096802966462
"214","0","00","0","1","0","1","0",0.5,0.9,0.5,0.2,0.045,0.18,6,"disjunctive",0,3,"2","d3","Au=0",-0.0501885754590872,"Au","Au=0",1,FALSE,-0.0371806111701511,0.265125990950899
"215","0","00","0","1","0","1","0",0.5,0.9,0.5,0.2,0.045,0.18,6,"disjunctive",0,3,"2","d3","B",0.210539446816922,"B","B=1",1,TRUE,0.155971458374226,0.321615656766924
"216","0","00","0","1","0","1","0",0.5,0.9,0.5,0.2,0.045,0.18,6,"disjunctive",0,3,"2","d3","Bu=0",-0.890253840187944,"Bu","Bu=0",1,FALSE,-0.659516265843099,0.142290322617558
"217","0","01","0","1","1","0","1",0.5,0.9,0.5,0.8,0.18,0.72,7,"disjunctive",0,2,"2","d2","A",0.0076601075814617,"A","A=0",1,TRUE,0.00567474726872899,0.310164387150749
"218","0","01","0","1","1","0","1",0.5,0.9,0.5,0.8,0.18,0.72,7,"disjunctive",0,2,"2","d2","Au=0",0.0120864450386276,"Au","Au=0",1,TRUE,0.00895385870788346,0.311183120097269
"219","0","01","0","1","1","0","1",0.5,0.9,0.5,0.8,0.18,0.72,7,"disjunctive",0,2,"2","d2","B",-0.835175971234952,"B","B=1",1,FALSE,-0.618713576966403,0.1661206138251
"220","0","01","0","1","1","0","1",0.5,0.9,0.5,0.8,0.18,0.72,7,"disjunctive",0,2,"2","d2","Bu=1",-0.502600617541041,"Bu","Bu=1",1,FALSE,-0.372335695200286,0.212531878926882
"221","0","01","0","1","1","1","1",0.5,0.9,0.5,0.8,0.18,0.72,8,"disjunctive",0.9,3,"2","d3","A",-0.00594382029712572,"A","A=0",1,FALSE,-0.00440329037656855,0.188044438307918
"222","0","01","0","1","1","1","1",0.5,0.9,0.5,0.8,0.18,0.72,8,"disjunctive",0.9,3,"2","d3","Au=0",-0.0124281152989063,"Au","Au=0",1,FALSE,-0.00920697426216299,0.187143298398319
"223","0","01","0","1","1","1","1",0.5,0.9,0.5,0.8,0.18,0.72,8,"disjunctive",0.9,3,"2","d3","B",0.834976402964678,"B","B=1",1,TRUE,0.618565733155514,0.350600476788717
"224","0","01","0","1","1","1","1",0.5,0.9,0.5,0.8,0.18,0.72,8,"disjunctive",0.9,3,"2","d3","Bu=1",0.503253215983593,"Bu","Bu=1",1,TRUE,0.372819152017318,0.274211786505046
"225","0","10","1","1","0","0","0",0.5,0.1,0.5,0.2,0.005,0.02,9,"disjunctive",0.1,2,"2","d2","A",0.456822172581082,"A","A=0",1,TRUE,0.338422189059474,0.286428737448728
"226","0","10","1","1","0","0","0",0.5,0.1,0.5,0.2,0.005,0.02,9,"disjunctive",0.1,2,"2","d2","Au=1",-0.115219525471551,"Au","Au=1",1,FALSE,-0.0853567238476262,0.187487252681297
"227","0","10","1","1","0","0","0",0.5,0.1,0.5,0.2,0.005,0.02,9,"disjunctive",0.1,2,"2","d2","B",-0.167417774643184,"B","B=1",1,FALSE,-0.124026137921657,0.180375618007568
"228","0","10","1","1","0","0","0",0.5,0.1,0.5,0.2,0.005,0.02,9,"disjunctive",0.1,2,"2","d2","Bu=0",0.710738512730538,"Bu","Bu=0",1,TRUE,0.526528040371007,0.345708391862407
"229","0","10","1","1","0","1","0",0.5,0.1,0.5,0.2,0.005,0.02,10,"disjunctive",0,3,"2","d3","A",-0.456771635145984,"A","A=0",1,FALSE,-0.338384750006726,0.202192493050689
"230","0","10","1","1","0","1","0",0.5,0.1,0.5,0.2,0.005,0.02,10,"disjunctive",0,3,"2","d3","Au=1",0.116950956753359,"Au","Au=1",1,TRUE,0.0866393996890477,0.309279169205848
"231","0","10","1","1","0","1","0",0.5,0.1,0.5,0.2,0.005,0.02,10,"disjunctive",0,3,"2","d3","B",0.167680712786906,"B","B=1",1,TRUE,0.124220927289438,0.321123523280108
"232","0","10","1","1","0","1","0",0.5,0.1,0.5,0.2,0.005,0.02,10,"disjunctive",0,3,"2","d3","Bu=0",-0.711632080519335,"Bu","Bu=0",1,FALSE,-0.527190011670363,0.167404814463355
"233","0","11","1","1","1","0","1",0.5,0.1,0.5,0.8,0.02,0.08,11,"disjunctive",0,2,"2","d2","A",0.13618487432348,"A","A=0",1,TRUE,0.100888236280084,0.330327823576518
"234","0","11","1","1","1","0","1",0.5,0.1,0.5,0.8,0.02,0.08,11,"disjunctive",0,2,"2","d2","Au=1",-0.0340624161537931,"Au","Au=1",1,FALSE,-0.0252340585271732,0.291186300820593
"235","0","11","1","1","1","0","1",0.5,0.1,0.5,0.8,0.02,0.08,11,"disjunctive",0,2,"2","d2","B",-0.779504245871679,"B","B=1",1,FALSE,-0.577470948440502,0.167624503799797
"236","0","11","1","1","1","0","1",0.5,0.1,0.5,0.8,0.02,0.08,11,"disjunctive",0,2,"2","d2","Bu=1",-0.46974602981125,"Bu","Bu=1",1,FALSE,-0.347996417977071,0.210861371803092
"237","0","11","1","1","1","1","1",0.5,0.1,0.5,0.8,0.02,0.08,12,"disjunctive",0.1,3,"2","d3","A",-0.135587784439843,"A","A=0",1,FALSE,-0.100445901214901,0.176328071159613
"238","0","11","1","1","1","1","1",0.5,0.1,0.5,0.8,0.02,0.08,12,"disjunctive",0.1,3,"2","d3","Au=1",0.036779760613243,"Au","Au=1",1,TRUE,0.0272471168146022,0.200344687088418
"239","0","11","1","1","1","1","1",0.5,0.1,0.5,0.8,0.02,0.08,12,"disjunctive",0.1,3,"2","d3","B",0.778970160095507,"B","B=1",1,TRUE,0.577075287966107,0.347188371405941
"240","0","11","1","1","1","1","1",0.5,0.1,0.5,0.8,0.02,0.08,12,"disjunctive",0.1,3,"2","d3","Bu=1",0.469901631901567,"Bu","Bu=1",1,TRUE,0.348111690840755,0.276138870346028
"241","1","00","0","0","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,13,"disjunctive",0.2,4,"2","d4","A",-0.0436257345818307,"A","A=1",1,FALSE,-0.0323187390688447,0.192808581473306
"242","1","00","0","0","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,13,"disjunctive",0.2,4,"2","d4","Au=0",0.588873051439723,"Au","Au=0",1,TRUE,0.436247886174989,0.308050741996458
"243","1","00","0","0","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,13,"disjunctive",0.2,4,"2","d4","B",0.348060459525878,"B","B=0",1,TRUE,0.257849530315622,0.257718050617483
"244","1","00","0","0","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,13,"disjunctive",0.2,4,"2","d4","Bu=0",0.259891558840766,"Bu","Bu=0",1,TRUE,0.192532402190614,0.241422625912754
"245","1","00","0","0","0","1","0",0.5,0.9,0.5,0.2,0.045,0.18,14,"disjunctive",0,5,"2","d5","A",0.0427744233997294,"A","A=1",1,TRUE,0.031688072233674,0.315125211266895
"246","1","00","0","0","0","1","0",0.5,0.9,0.5,0.2,0.045,0.18,14,"disjunctive",0,5,"2","d5","Au=0",-0.58395909951135,"Au","Au=0",1,FALSE,-0.432607541050897,0.198080684001048
"247","1","00","0","0","0","1","0",0.5,0.9,0.5,0.2,0.045,0.18,14,"disjunctive",0,5,"2","d5","B",-0.351336760851421,"B","B=0",1,FALSE,-0.260276674034028,0.235333888917757
"248","1","00","0","0","0","1","0",0.5,0.9,0.5,0.2,0.045,0.18,14,"disjunctive",0,5,"2","d5","Bu=0",-0.26186882135332,"Bu","Bu=0",1,FALSE,-0.193997194286985,0.2514602158143
"249","1","01","0","0","1","0","0",0.5,0.9,0.5,0.8,0.18,0.72,15,"disjunctive",0.8,4,"2","d4","A",-0.0251260069805976,"A","A=1",1,FALSE,-0.0186138037842027,0.191487488054878
"250","1","01","0","0","1","0","0",0.5,0.9,0.5,0.8,0.18,0.72,15,"disjunctive",0.8,4,"2","d4","Au=0",0.338068542024132,"Au","Au=0",1,TRUE,0.25044733577078,0.250606407184922
"251","1","01","0","0","1","0","0",0.5,0.9,0.5,0.8,0.18,0.72,15,"disjunctive",0.8,4,"2","d4","B",0.885345915127222,"B","B=0",1,TRUE,0.655880385532376,0.375897559929969
"252","1","01","0","0","1","0","0",0.5,0.9,0.5,0.8,0.18,0.72,15,"disjunctive",0.8,4,"2","d4","Bu=1",-0.0936567652009604,"Bu","Bu=1",1,FALSE,-0.0693826381509809,0.182008544830231
"253","1","01","0","0","1","1","0",0.5,0.9,0.5,0.8,0.18,0.72,16,"disjunctive",0,5,"2","d5","A",0.0265033293627571,"A","A=1",1,TRUE,0.0196341493006592,0.300864232615627
"254","1","01","0","0","1","1","0",0.5,0.9,0.5,0.8,0.18,0.72,16,"disjunctive",0,5,"2","d5","Au=0",-0.335894387815776,"Au","Au=0",1,FALSE,-0.248836682718658,0.230025063917597
"255","1","01","0","0","1","1","0",0.5,0.9,0.5,0.8,0.18,0.72,16,"disjunctive",0,5,"2","d5","B",-0.886753835131234,"B","B=0",1,FALSE,-0.65692339832461,0.1529485455041
