"","trial_id","pgroup","trialtype","node3","n","prop","ig","full","noAct","noInf","noSelect","noActnoInf","noActnoSelect","noInfnoSelect","noActnoInfnoSelect","Actual","baseline","A","B","E","Include","Observed","Known"
"17","1_c3","1","c3","A=0",1,0.0125,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,FALSE,0.125,1,0,0,FALSE,TRUE,FALSE
"18","1_c3","1","c3","A=1",8,0.1,0,-Inf,-0.113532001645679,0,-Inf,-0.113532001645679,0,-Inf,0,FALSE,0.125,1,0,0,TRUE,TRUE,FALSE
"19","1_c3","1","c3","Au=0",12,0.15,0,0.127405177795699,0.127405177795699,0.127405177795699,0.5,0.127405177795699,0.5,0.5,0.5,TRUE,0.125,1,0,0,TRUE,FALSE,FALSE
"20","1_c3","1","c3","Au=1",1,0.0125,0,-Inf,-0.056005725198108,0,-Inf,-0.056005725198108,0.5,-Inf,0.5,FALSE,0.125,1,0,0,TRUE,FALSE,FALSE
"21","1_c3","1","c3","B=0",41,0.5125,0,0.332229014215675,0.332229014215675,0.332229014215675,1,0.332229014215675,1,1,1,TRUE,0.125,1,0,0,TRUE,TRUE,TRUE
"22","1_c3","1","c3","B=1",5,0.0625,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,FALSE,0.125,1,0,0,FALSE,TRUE,FALSE
"23","1_c3","1","c3","Bu=0",5,0.0625,0,0.127607506542543,0.127607506542543,0.127607506542543,0.5,0.127607506542543,0.5,0.5,0.5,TRUE,0.125,1,0,0,TRUE,FALSE,FALSE
"24","1_c3","1","c3","Bu=1",7,0.0875,0,-Inf,-0.0559246855587605,0,-Inf,-0.0559246855587605,0.5,-Inf,0.5,FALSE,0.125,1,0,0,TRUE,FALSE,FALSE
"25","1_c4","1","c4","A=0",2,0.0277777777777778,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,FALSE,0.125,1,1,0,FALSE,TRUE,FALSE
"26","1_c4","1","c4","A=1",6,0.0833333333333333,0,-Inf,-0.150698418224154,0,-Inf,-0.263580554480726,0,-Inf,0,FALSE,0.125,1,1,0,TRUE,TRUE,FALSE
"27","1_c4","1","c4","Au=0",18,0.25,0.11,0.345044260753253,0.345044260753253,0.25878319556494,0.666666666666667,0.25878319556494,0.666666666666667,0.5,0.5,TRUE,0.125,1,1,0,TRUE,FALSE,FALSE
"28","1_c4","1","c4","Au=1",2,0.0277777777777778,-0.028,-Inf,-0.0431989469062812,0,-Inf,-0.136593010864699,0.333333333333333,-Inf,0.5,FALSE,0.125,1,1,0,TRUE,FALSE,FALSE
"29","1_c4","1","c4","B=0",0,0,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,FALSE,0.125,1,1,0,FALSE,TRUE,FALSE
"30","1_c4","1","c4","B=1",12,0.166666666666667,0,-Inf,-0.0625999037152058,0,-Inf,-0.109616726193933,0,-Inf,0,FALSE,0.125,1,1,0,TRUE,TRUE,FALSE
"31","1_c4","1","c4","Bu=0",26,0.361111111111111,0.11,0.345210234855631,0.345210234855631,0.258907676141723,0.666666666666667,0.258907676141723,0.666666666666667,0.5,0.5,TRUE,0.125,1,1,0,TRUE,FALSE,FALSE
"32","1_c4","1","c4","Bu=1",6,0.0833333333333333,-0.028,-Inf,-0.0433871240873841,0,-Inf,-0.136895614831819,0.333333333333333,-Inf,0.5,FALSE,0.125,1,1,0,TRUE,FALSE,FALSE
"33","1_c5","1","c5","A=0",0,0,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,FALSE,0.125,1,1,1,FALSE,TRUE,FALSE
"34","1_c5","1","c5","A=1",13,0.228070175438596,0,0.602074907726985,0.602074907726985,0.263736444584812,1,0.263736444584812,1,1,1,TRUE,0.125,1,1,1,TRUE,TRUE,TRUE
"35","1_c5","1","c5","Au=0",1,0.0175438596491228,0.5,-Inf,0,0,-Inf,-0.258498130713564,0,-Inf,0.5,FALSE,0.125,1,1,1,TRUE,FALSE,FALSE
"36","1_c5","1","c5","Au=1",23,0.403508771929825,0.5,0.416229647199041,0.416229647199041,0.136607915937124,1,0.136607915937124,1,0.5,0.5,TRUE,0.125,1,1,1,TRUE,FALSE,TRUE
"37","1_c5","1","c5","B=0",0,0,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,FALSE,0.125,1,1,1,FALSE,TRUE,FALSE
"38","1_c5","1","c5","B=1",4,0.0701754385964912,0,0.251042929223674,0.251042929223674,0.109787647221113,1,0.109787647221113,1,1,1,TRUE,0.125,1,1,1,TRUE,TRUE,TRUE
"39","1_c5","1","c5","Bu=0",1,0.0175438596491228,0.5,-Inf,0,0,-Inf,-0.258418367394769,0,-Inf,0.5,FALSE,0.125,1,1,1,TRUE,FALSE,FALSE
"40","1_c5","1","c5","Bu=1",15,0.263157894736842,0.5,0.417080830125649,0.417080830125649,0.136615246663491,1,0.136615246663491,1,0.5,0.5,TRUE,0.125,1,1,1,TRUE,FALSE,TRUE
"41","1_d1","1","d1","A=0",16,0.205128205128205,0,0.260013643067856,0.260013643067856,0.260013643067856,1,0.260013643067856,1,1,1,TRUE,0.125,0,0,0,TRUE,TRUE,TRUE
"42","1_d1","1","d1","A=1",1,0.0128205128205128,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,FALSE,0.125,0,0,0,FALSE,TRUE,FALSE
"43","1_d1","1","d1","Au=0",2,0.0256410256410256,0,0.0183101185045086,0.0183101185045086,0.0183101185045086,0.5,0.0183101185045086,0.5,0.5,0.5,TRUE,0.125,0,0,0,TRUE,FALSE,FALSE
"44","1_d1","1","d1","Au=1",4,0.0512820512820513,0,-Inf,-0.0156474252146609,0,-Inf,-0.0156474252146609,0.5,-Inf,0.5,FALSE,0.125,0,0,0,TRUE,FALSE,FALSE
"45","1_d1","1","d1","B=0",36,0.461538461538462,0,0.581648608299576,0.581648608299576,0.581648608299576,1,0.581648608299576,1,1,1,TRUE,0.125,0,0,0,TRUE,TRUE,TRUE
"46","1_d1","1","d1","B=1",4,0.0512820512820513,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,FALSE,0.125,0,0,0,FALSE,TRUE,FALSE
"47","1_d1","1","d1","Bu=0",11,0.141025641025641,0,0.195953100632344,0.195953100632344,0.195953100632344,0.5,0.195953100632344,0.5,0.5,0.5,TRUE,0.125,0,0,0,TRUE,FALSE,FALSE
"48","1_d1","1","d1","Bu=1",4,0.0512820512820513,0,-Inf,-0.102618950803494,0,-Inf,-0.102618950803494,0.5,-Inf,0.5,FALSE,0.125,0,0,0,TRUE,FALSE,FALSE
"49","1_d2","1","d2","A=0",13,0.178082191780822,0,0.199826927107515,0.199826927107515,0.121670068719212,1,0.121670068719212,1,1,1,TRUE,0.125,0,1,0,TRUE,TRUE,TRUE
"50","1_d2","1","d2","A=1",1,0.0136986301369863,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,FALSE,0.125,0,1,0,FALSE,TRUE,FALSE
"51","1_d2","1","d2","Au=0",3,0.0410958904109589,0,0.013670795310024,0.013670795310024,0.00847460776623755,0.5,0.00847460776623755,0.5,0.5,0.5,TRUE,0.125,0,1,0,TRUE,FALSE,FALSE
"52","1_d2","1","d2","Au=1",2,0.0273972602739726,0,-Inf,-0.0131343205555944,0,-Inf,-0.00781360242499626,0.5,-Inf,0.5,FALSE,0.125,0,1,0,TRUE,FALSE,FALSE
"53","1_d2","1","d2","B=0",6,0.0821917808219178,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,FALSE,0.125,0,1,0,FALSE,TRUE,FALSE
"54","1_d2","1","d2","B=1",13,0.178082191780822,0,-Inf,-0.0969850501775227,0,-Inf,-0.297866559361644,0,-Inf,0,FALSE,0.125,0,1,0,TRUE,TRUE,FALSE
"55","1_d2","1","d2","Bu=0",28,0.383561643835616,0.5,0.917993758962591,0.917993758962591,0.458996879481295,1,0.458996879481295,1,0.5,0.5,TRUE,0.125,0,1,0,TRUE,FALSE,TRUE
"56","1_d2","1","d2","Bu=1",7,0.0958904109589041,0.5,-Inf,0,0,-Inf,-0.415074108358603,0,-Inf,0.5,FALSE,0.125,0,1,0,TRUE,FALSE,FALSE
"57","1_d3","1","d3","A=0",3,0.0434782608695652,0,-Inf,-0.0435996711276823,0,-Inf,-0.120850860983616,0,-Inf,0,FALSE,0.125,0,1,1,TRUE,TRUE,FALSE
"58","1_d3","1","d3","A=1",5,0.072463768115942,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,FALSE,0.125,0,1,1,FALSE,TRUE,FALSE
"59","1_d3","1","d3","Au=0",3,0.0434782608695652,0,-Inf,-0.00249355468693723,0,-Inf,-0.00728655127134141,0.5,-Inf,0.5,FALSE,0.125,0,1,1,TRUE,FALSE,FALSE
"60","1_d3","1","d3","Au=1",2,0.0289855072463768,0,-Inf,0.00235562774172842,0,-Inf,0.00743391568031923,0.5,-Inf,0.5,FALSE,0.125,0,1,1,TRUE,FALSE,FALSE
"61","1_d3","1","d3","B=0",1,0.0144927536231884,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,FALSE,0.125,0,1,1,FALSE,TRUE,FALSE
"62","1_d3","1","d3","B=1",9,0.130434782608696,0,0.499378698326811,0.499378698326811,0.298416102474624,1,0.298416102474624,1,1,1,TRUE,0.125,0,1,1,TRUE,TRUE,TRUE
"63","1_d3","1","d3","Bu=0",1,0.0144927536231884,0.5,-Inf,0,0,-Inf,-0.458940513050895,0,-Inf,0.5,FALSE,0.125,0,1,1,TRUE,FALSE,FALSE
"64","1_d3","1","d3","Bu=1",45,0.652173913043478,0.5,0.829818391162731,0.829818391162731,0.414909195581366,1,0.414909195581366,1,0.5,0.5,TRUE,0.125,0,1,1,TRUE,FALSE,TRUE
"65","1_d4","1","d4","A=0",1,0.015625,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,FALSE,0.125,1,0,0,FALSE,TRUE,FALSE
"66","1_d4","1","d4","A=1",10,0.15625,0,-Inf,-0.151522008857227,0,-Inf,-0.428411661366293,0,-Inf,0,FALSE,0.125,1,0,0,TRUE,TRUE,FALSE
"67","1_d4","1","d4","Au=0",28,0.4375,0.5,0.58961190957223,0.58961190957223,0.294805954786115,1,0.294805954786115,1,0.5,0.5,TRUE,0.125,1,0,0,TRUE,FALSE,TRUE
"68","1_d4","1","d4","Au=1",4,0.0625,0.5,-Inf,0,0,-Inf,-0.243674907846581,0,-Inf,0.5,FALSE,0.125,1,0,0,TRUE,FALSE,FALSE
"69","1_d4","1","d4","B=0",14,0.21875,0,0.43684039932807,0.43684039932807,0.306602710152968,1,0.306602710152968,1,1,1,TRUE,0.125,1,0,0,TRUE,TRUE,TRUE
"70","1_d4","1","d4","B=1",0,0,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,FALSE,0.125,1,0,0,FALSE,TRUE,FALSE
"71","1_d4","1","d4","Bu=0",3,0.046875,0,0.109265901147866,0.109265901147866,0.0712789013399684,0.5,0.0712789013399684,0.5,0.5,0.5,TRUE,0.125,1,0,0,TRUE,FALSE,FALSE
"72","1_d4","1","d4","Bu=1",4,0.0625,0,-Inf,-0.0831176901904917,0,-Inf,-0.0595152793882181,0.5,-Inf,0.5,FALSE,0.125,1,0,0,TRUE,FALSE,FALSE
"73","1_d5","1","d5","A=0",0,0,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,FALSE,0.125,1,0,1,FALSE,TRUE,FALSE
"74","1_d5","1","d5","A=1",9,0.147540983606557,0,0.704536503069767,0.704536503069767,0.427568664741634,1,0.427568664741634,1,1,1,TRUE,0.125,1,0,1,TRUE,TRUE,TRUE
"75","1_d5","1","d5","Au=0",1,0.0163934426229508,0.5,-Inf,0,0,-Inf,-0.293866876965253,0,-Inf,0.5,FALSE,0.125,1,0,1,TRUE,FALSE,FALSE
"76","1_d5","1","d5","Au=1",37,0.60655737704918,0.5,0.48642893486572,0.48642893486572,0.24321446743286,1,0.24321446743286,1,0.5,0.5,TRUE,0.125,1,0,1,TRUE,FALSE,TRUE
"77","1_d5","1","d5","B=0",6,0.0983606557377049,0,-Inf,-0.176399788572018,0,-Inf,-0.307550006472154,0,-Inf,0,FALSE,0.125,1,0,1,TRUE,TRUE,FALSE
"78","1_d5","1","d5","B=1",3,0.0491803278688525,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,FALSE,0.125,1,0,1,FALSE,TRUE,FALSE
"79","1_d5","1","d5","Bu=0",2,0.0327868852459016,0,-Inf,-0.0343321987779178,0,-Inf,-0.0718895006717056,0.5,-Inf,0.5,FALSE,0.125,1,0,1,TRUE,FALSE,FALSE
"80","1_d5","1","d5","Bu=1",3,0.0491803278688525,0,-Inf,0.0352925952363168,0,-Inf,0.0597265661751877,0.5,-Inf,0.5,FALSE,0.125,1,0,1,TRUE,FALSE,FALSE
"81","1_d6","1","d6","A=0",2,0.03125,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,FALSE,0.125,1,1,0,FALSE,TRUE,FALSE
"82","1_d6","1","d6","A=1",4,0.0625,0,-Inf,-0.133858999830891,0,-Inf,-0.286243948562323,0,-Inf,0,FALSE,0.125,1,1,0,TRUE,TRUE,FALSE
"83","1_d6","1","d6","Au=0",14,0.21875,0.5,0.528596101343894,0.528596101343894,0.166326899094021,1,0.166326899094021,1,0.5,0.5,TRUE,0.125,1,1,0,TRUE,FALSE,TRUE
"84","1_d6","1","d6","Au=1",1,0.015625,0.5,-Inf,0,0,-Inf,-0.16870010246514,0,-Inf,0.5,FALSE,0.125,1,1,0,TRUE,FALSE,FALSE
"85","1_d6","1","d6","B=0",4,0.0625,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,FALSE,0.125,1,1,0,FALSE,TRUE,FALSE
"86","1_d6","1","d6","B=1",6,0.09375,0,-Inf,-0.0751147349458994,0,-Inf,-0.215677147049709,0,-Inf,0,FALSE,0.125,1,1,0,TRUE,TRUE,FALSE
"87","1_d6","1","d6","Bu=0",33,0.515625,0.5,0.704970939378135,0.704970939378135,0.244362432334391,1,0.244362432334391,1,0.5,0.5,TRUE,0.125,1,1,0,TRUE,FALSE,TRUE
"88","1_d6","1","d6","Bu=1",0,0,0.5,-Inf,0,0,-Inf,-0.314893588671656,0,-Inf,0.5,FALSE,0.125,1,1,0,TRUE,FALSE,FALSE
"89","1_d7","1","d7","A=0",2,0.0294117647058824,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,FALSE,0.125,1,1,1,FALSE,TRUE,FALSE
"90","1_d7","1","d7","A=1",10,0.147058823529412,0,0.33697585172057,0.33697585172057,0.286567570285695,1,0.286567570285695,1,1,1,TRUE,0.125,1,1,1,TRUE,TRUE,TRUE
"91","1_d7","1","d7","Au=0",1,0.0147058823529412,-0.028,-Inf,-0.0454486795108088,0,-Inf,-0.166209900713979,0.333333333333333,-Inf,0.5,FALSE,0.125,1,1,1,TRUE,FALSE,FALSE
"92","1_d7","1","d7","Au=1",15,0.220588235294118,0.11,0.225141006309801,0.225141006309801,0.168855754732351,0.666666666666667,0.168855754732351,0.666666666666667,0.5,0.5,TRUE,0.125,1,1,1,TRUE,FALSE,FALSE
"93","1_d7","1","d7","B=0",1,0.0147058823529412,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,FALSE,0.125,1,1,1,FALSE,TRUE,FALSE
"94","1_d7","1","d7","B=1",11,0.161764705882353,0,0.262507478985785,0.262507478985785,0.215577517277883,1,0.215577517277883,1,1,1,TRUE,0.125,1,1,1,TRUE,TRUE,TRUE
"95","1_d7","1","d7","Bu=0",2,0.0294117647058824,-0.028,-Inf,-0.0903211431056798,0,-Inf,-0.24399615359103,0.333333333333333,-Inf,0.5,FALSE,0.125,1,1,1,TRUE,FALSE,FALSE
"96","1_d7","1","d7","Bu=1",26,0.382352941176471,0.11,0.419411536876203,0.419411536876203,0.314558652657152,0.666666666666667,0.314558652657152,0.666666666666667,0.5,0.5,TRUE,0.125,1,1,1,TRUE,FALSE,FALSE
"97","2_c1","2","c1","A=0",16,0.231884057971014,0,0.0757310864174502,0.0757310864174502,0.0757310864174502,1,0.0757310864174502,1,1,1,TRUE,0.125,0,0,0,TRUE,TRUE,TRUE
"98","2_c1","2","c1","A=1",0,0,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,FALSE,0.125,0,0,0,FALSE,TRUE,FALSE
"99","2_c1","2","c1","Au=0",8,0.115942028985507,0,0.116974153283558,0.116974153283558,0.116974153283558,0.9,0.116974153283558,0.9,0.9,0.9,TRUE,0.125,0,0,0,TRUE,FALSE,FALSE
"100","2_c1","2","c1","Au=1",4,0.0579710144927536,0,-Inf,-0.00686140426746477,0,-Inf,-0.00686140426746477,0.1,-Inf,0.1,FALSE,0.125,0,0,0,TRUE,FALSE,FALSE
"101","2_c1","2","c1","B=0",25,0.36231884057971,0,0.075682567309363,0.075682567309363,0.075682567309363,1,0.075682567309363,1,1,1,TRUE,0.125,0,0,0,TRUE,TRUE,TRUE
"102","2_c1","2","c1","B=1",0,0,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,FALSE,0.125,0,0,0,FALSE,TRUE,FALSE
"103","2_c1","2","c1","Bu=0",8,0.115942028985507,0,0.00621878714245672,0.00621878714245672,0.00621878714245672,0.2,0.00621878714245672,0.2,0.2,0.2,TRUE,0.125,0,0,0,TRUE,FALSE,FALSE
"104","2_c1","2","c1","Bu=1",8,0.115942028985507,0,-Inf,-0.00715268621128485,0,-Inf,-0.00715268621128485,0.8,-Inf,0.8,FALSE,0.125,0,0,0,TRUE,FALSE,FALSE
"105","2_c2","2","c2","A=0",37,0.486842105263158,0,0.18134839755111,0.18134839755111,0.18134839755111,1,0.18134839755111,1,1,1,TRUE,0.125,0,1,0,TRUE,TRUE,TRUE
"106","2_c2","2","c2","A=1",4,0.0526315789473684,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,FALSE,0.125,0,1,0,FALSE,TRUE,FALSE
"107","2_c2","2","c2","Au=0",6,0.0789473684210526,0,0.27538328438534,0.27538328438534,0.27538328438534,0.9,0.27538328438534,0.9,0.9,0.9,TRUE,0.125,0,1,0,TRUE,FALSE,FALSE
"108","2_c2","2","c2","Au=1",7,0.0921052631578947,0,-Inf,-0.0168992376385438,0,-Inf,-0.0168992376385438,0.1,-Inf,0.1,FALSE,0.125,0,1,0,TRUE,FALSE,FALSE
"109","2_c2","2","c2","B=0",0,0,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,FALSE,0.125,0,1,0,FALSE,TRUE,FALSE
"110","2_c2","2","c2","B=1",7,0.0921052631578947,0,-Inf,-0.0319961448010802,0,-Inf,-0.0319961448010802,0,-Inf,0,FALSE,0.125,0,1,0,TRUE,TRUE,FALSE
"111","2_c2","2","c2","Bu=0",10,0.131578947368421,0,0.0150613315220932,0.0150613315220932,0.0150613315220932,0.2,0.0150613315220932,0.2,0.2,0.2,TRUE,0.125,0,1,0,TRUE,FALSE,FALSE
"112","2_c2","2","c2","Bu=1",5,0.0657894736842105,0,-Inf,-0.0171031568965488,0,-Inf,-0.0171031568965488,0.8,-Inf,0.8,FALSE,0.125,0,1,0,TRUE,FALSE,FALSE
"113","2_c3","2","c3","A=0",1,0.0133333333333333,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,FALSE,0.125,1,0,0,FALSE,TRUE,FALSE
"114","2_c3","2","c3","A=1",7,0.0933333333333333,0,-Inf,-0.0320558939473087,0,-Inf,-0.0320558939473087,0,-Inf,0,FALSE,0.125,1,0,0,TRUE,TRUE,FALSE
"115","2_c3","2","c3","Au=0",19,0.253333333333333,0,0.276232143463972,0.276232143463972,0.276232143463972,0.9,0.276232143463972,0.9,0.9,0.9,TRUE,0.125,1,0,0,TRUE,FALSE,FALSE
"116","2_c3","2","c3","Au=1",3,0.04,0,-Inf,-0.0169105569504544,0,-Inf,-0.0169105569504544,0.1,-Inf,0.1,FALSE,0.125,1,0,0,TRUE,FALSE,FALSE
"117","2_c3","2","c3","B=0",33,0.44,0,0.181756513075607,0.181756513075607,0.181756513075607,1,0.181756513075607,1,1,1,TRUE,0.125,1,0,0,TRUE,TRUE,TRUE
"118","2_c3","2","c3","B=1",2,0.0266666666666667,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,FALSE,0.125,1,0,0,FALSE,TRUE,FALSE
"119","2_c3","2","c3","Bu=0",3,0.04,0,0.0150970743416019,0.0150970743416019,0.0150970743416019,0.2,0.0150970743416019,0.2,0.2,0.2,TRUE,0.125,1,0,0,TRUE,FALSE,FALSE
"120","2_c3","2","c3","Bu=1",7,0.0933333333333333,0,-Inf,-0.0171262075580562,0,-Inf,-0.0171262075580562,0.8,-Inf,0.8,FALSE,0.125,1,0,0,TRUE,FALSE,FALSE
"121","2_c4","2","c4","A=0",2,0.0303030303030303,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,FALSE,0.125,1,1,0,FALSE,TRUE,FALSE
"122","2_c4","2","c4","A=1",8,0.121212121212121,0,-Inf,-0.0566305039922647,0,-Inf,-0.0854229410040211,0,-Inf,0,FALSE,0.125,1,1,0,TRUE,TRUE,FALSE
"123","2_c4","2","c4","Au=0",32,0.484848484848485,0.106,0.72162473598217,0.72162473598217,0.663894757103597,0.978260869565217,0.663894757103597,0.978260869565217,0.9,0.9,TRUE,0.125,1,1,0,TRUE,FALSE,FALSE
"124","2_c4","2","c4","Au=1",2,0.0303030303030303,0.212,-Inf,-0.00502641844595985,0,-Inf,-0.0528726522204343,0.0217391304347826,-Inf,0.1,FALSE,0.125,1,1,0,TRUE,FALSE,FALSE
"125","2_c4","2","c4","B=0",1,0.0151515151515152,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,FALSE,0.125,1,1,0,FALSE,TRUE,FALSE
"126","2_c4","2","c4","B=1",4,0.0606060606060606,0,-Inf,-0.056644869616616,0,-Inf,-0.0853969515114152,0,-Inf,0,FALSE,0.125,1,1,0,TRUE,TRUE,FALSE
"127","2_c4","2","c4","Bu=0",11,0.166666666666667,-0.015,0.0395575093914354,0.0395575093914354,0.0363929086401206,0.217391304347826,0.0363929086401206,0.217391304347826,0.2,0.2,TRUE,0.125,1,1,0,TRUE,FALSE,FALSE
"128","2_c4","2","c4","Bu=1",6,0.0909090909090909,-0.019,-Inf,-0.028526498404557,0,-Inf,-0.0462630272762952,0.782608695652174,-Inf,0.8,FALSE,0.125,1,1,0,TRUE,FALSE,FALSE
"129","2_c5","2","c5","A=0",1,0.0119047619047619,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,FALSE,0.125,1,1,1,FALSE,TRUE,FALSE
"130","2_c5","2","c5","A=1",8,0.0952380952380952,0,0.416883194707475,0.416883194707475,0.085834077392469,1,0.085834077392469,1,1,1,TRUE,0.125,1,1,1,TRUE,TRUE,TRUE
"131","2_c5","2","c5","Au=0",2,0.0238095238095238,0.137,-Inf,0,0,-Inf,-0.667086808958757,0,-Inf,0.9,FALSE,0.125,1,1,1,TRUE,FALSE,FALSE
"132","2_c5","2","c5","Au=1",29,0.345238095238095,0.332,0.602677117034054,0.602677117034054,0.0528291702236002,1,0.0528291702236002,1,0.1,0.1,TRUE,0.125,1,1,1,TRUE,FALSE,TRUE
"133","2_c5","2","c5","B=0",1,0.0119047619047619,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,FALSE,0.125,1,1,1,FALSE,TRUE,FALSE
"134","2_c5","2","c5","B=1",13,0.154761904761905,0,0.417340677948756,0.417340677948756,0.0859424021834553,1,0.0859424021834553,1,1,1,TRUE,0.125,1,1,1,TRUE,TRUE,TRUE
