"","trial_id","node3","full_ig","noAct_ig","noInf_ig","noSelect_ig","noActnoInf_ig","noActnoSelect_ig","noInfnoSelect_ig","noActnoInfnoSelect_ig","full_known","noAct_known","noInf_known","noSelect_known","noActnoInf_known","noActnoSelect_known","noInfnoSelect_known","noActnoInfnoSelect_known","full_none","noAct_none","noInf_none","noSelect_none","noActnoInf_none","noActnoSelect_none","noInfnoSelect_none","noActnoInfnoSelect_none","baseline","n","prop","pgroup","Actual","A","B","E","Include","Observed","Known","structure","trial_type","trial_structure_type","Response","Variable","SE"
"1","1_c1","A=0",0.242027815275099,0.227103422812314,0.263038175271277,0.303878206122249,0.246803001968977,0.314668532331659,0.28332967918114,0.266870875181249,0.312832522953614,0.320091608883855,0.348906441391593,0.308190406247363,0.33435032005759,0.319031209828366,0.299008797279964,0.330958265721862,0.251669043385165,0.230910880638125,0.266350077326662,0.30794205683319,0.248961698072952,0.327663248973856,0.219173198271288,0.218528254819714,0.125,18,0.253521126760563,"A=.1,Au=.5,B=.8,Bu=.5","TRUE",0,0,0,"TRUE","TRUE","TRUE","conjunctive","A=0,B=0,E=0","Conjunctive: A=0,B=0,E=0","A=0","A",0.0516281620177655
"2","1_c1","A=1",0.0476312827810749,0.0263365791115213,0.026466908511733,0.0477607714080559,0.030274300534098,0.0429317542596698,0.0476575755918184,0.0379692641487804,0.0471562991061013,0.0244174377484421,0.0238444495128416,0.0477023169240025,0.0251002708177674,0.0274199526275294,0.0477094164355346,0.0252595282049735,0.047013221445129,0.0238988450750771,0.023451505018702,0.0478787735825762,0.0258124147534712,0.04515061555205,0.0473089991793863,0.0260943942195984,0.125,0,0,"A=.1,Au=.5,B=.8,Bu=.5","FALSE",0,0,0,"FALSE","TRUE","FALSE","conjunctive","A=0,B=0,E=0","Conjunctive: A=0,B=0,E=0","A=1","A",0
"3","1_c1","Au=0",0.185692597331549,0.146015133289995,0.13747773460036,0.10060025106164,0.140750926585857,0.0711998567043355,0.121355169635223,0.0975799303349854,0.117559326008542,0.095729016784285,0.0841492338763794,0.0964049599046321,0.0897520228336303,0.0767744187720522,0.105572369848967,0.0718911030365822,0.182646107840525,0.146298714568255,0.138042382353517,0.0963003960016581,0.142167175132018,0.063593067737047,0.186208803369939,0.127688675480344,0.125,1,0.0140845070422535,"A=.1,Au=.5,B=.8,Bu=.5","TRUE",0,0,0,"TRUE","FALSE","FALSE","conjunctive","A=0,B=0,E=0","Conjunctive: A=0,B=0,E=0","Au=0","A",0.0139849686427412
"4","1_c1","Au=1",0.0476312827810749,0.134177437503171,0.126147198995085,0.0477607714080559,0.12675355558403,0.0711998567043355,0.0476575755918184,0.0975799303349854,0.0471562991061013,0.0914584720449927,0.0812957331279991,0.0477023169240025,0.0856595111066595,0.0767744187720522,0.0477094164355346,0.0718911030365822,0.047013221445129,0.134011052334991,0.126424742203826,0.0478787735825762,0.127870389935862,0.063593067737047,0.0473089991793863,0.127688675480344,0.125,3,0.0422535211267606,"A=.1,Au=.5,B=.8,Bu=.5","FALSE",0,0,0,"TRUE","FALSE","FALSE","conjunctive","A=0,B=0,E=0","Conjunctive: A=0,B=0,E=0","Au=1","A",0.0238741303445037
"5","1_c1","B=0",0.196200593930449,0.160050711173852,0.157024637218278,0.303878206122249,0.157893321159608,0.314668532331659,0.28332967918114,0.266870875181249,0.263477715065268,0.256774079408666,0.272575053606054,0.308190406247363,0.264698551988941,0.319031209828366,0.299008797279964,0.330958265721862,0.195149684981262,0.160892527318095,0.158065313798138,0.30794205683319,0.159597274578269,0.327663248973856,0.219173198271288,0.218528254819714,0.125,38,0.535211267605634,"A=.1,Au=.5,B=.8,Bu=.5","TRUE",0,0,0,"TRUE","TRUE","TRUE","conjunctive","A=0,B=0,E=0","Conjunctive: A=0,B=0,E=0","B=0","B",0.0591917588755661
"6","1_c1","B=1",0.0476312827810749,0.0263365791115213,0.026466908511733,0.0477607714080559,0.030274300534098,0.0429317542596698,0.0476575755918184,0.0379692641487804,0.0471562991061013,0.0244174377484421,0.0238444495128416,0.0477023169240025,0.0251002708177674,0.0274199526275294,0.0477094164355346,0.0252595282049735,0.047013221445129,0.0238988450750771,0.023451505018702,0.0478787735825762,0.0258124147534712,0.04515061555205,0.0473089991793863,0.0260943942195984,0.125,2,0.028169014084507,"A=.1,Au=.5,B=.8,Bu=.5","FALSE",0,0,0,"FALSE","TRUE","FALSE","conjunctive","A=0,B=0,E=0","Conjunctive: A=0,B=0,E=0","B=1","B",0.0196359546370233
"7","1_c1","Bu=0",0.185553862338602,0.14583336940247,0.137231237896448,0.10060025106164,0.140532727155784,0.0711998567043355,0.121355169635223,0.0975799303349854,0.11750523954817,0.0956647807853584,0.0840889058442925,0.0964049599046321,0.0896903554530175,0.0767744187720522,0.105572369848967,0.0718911030365822,0.182482278012532,0.146109891735847,0.137789732076627,0.0963003960016581,0.141944777147508,0.063593067737047,0.186208803369939,0.127688675480344,0.125,5,0.0704225352112676,"A=.1,Au=.5,B=.8,Bu=.5","TRUE",0,0,0,"TRUE","FALSE","FALSE","conjunctive","A=0,B=0,E=0","Conjunctive: A=0,B=0,E=0","Bu=0","B",0.0303647316140876
"8","1_c1","Bu=1",0.0476312827810749,0.134146767595156,0.126147198995085,0.0477607714080559,0.126717866477548,0.0711998567043355,0.0476575755918184,0.0975799303349854,0.0471562991061013,0.0914471665959588,0.0812957331279991,0.0477023169240025,0.0856486969246279,0.0767744187720522,0.0477094164355346,0.0718911030365822,0.047013221445129,0.133979243254533,0.126424742203826,0.0478787735825762,0.12783385562645,0.063593067737047,0.0473089991793863,0.127688675480344,0.125,4,0.0563380281690141,"A=.1,Au=.5,B=.8,Bu=.5","FALSE",0,0,0,"TRUE","FALSE","FALSE","conjunctive","A=0,B=0,E=0","Conjunctive: A=0,B=0,E=0","Bu=1","B",0.0273640184098717
"9","1_c2","A=0",0.355055754488451,0.331020900868818,0.423834094538556,0.485184989297943,0.386158405180677,0.503042019123606,0.428320759383243,0.368021716619057,0.489007145922697,0.464126556261659,0.521441569085317,0.497783311188319,0.494154329092027,0.472888241684819,0.471071543183597,0.477929657179683,0.378305665244234,0.339560755768878,0.430654235977625,0.4974396030318,0.389037012236867,0.549974562871606,0.284860724015227,0.259465511063018,0.125,36,0.580645161290323,"A=.1,Au=.5,B=.8,Bu=.5","TRUE",0,1,0,"TRUE","TRUE","TRUE","conjunctive","A=0,B=1,E=0","Conjunctive: A=0,B=1,E=0","A=0","A",0.0626686573357484
"10","1_c2","A=1",0.0476312827810749,0.0263365791115213,0.026466908511733,0.0477607714080559,0.030274300534098,0.0429317542596698,0.0476575755918184,0.0379692641487804,0.0471562991061013,0.0244174377484421,0.0238444495128416,0.0477023169240025,0.0251002708177674,0.0274199526275294,0.0477094164355346,0.0252595282049735,0.047013221445129,0.0238988450750771,0.023451505018702,0.0478787735825762,0.0258124147534712,0.04515061555205,0.0473089991793863,0.0260943942195984,0.125,1,0.0161290322580645,"A=.1,Au=.5,B=.8,Bu=.5","FALSE",0,1,0,"FALSE","TRUE","FALSE","conjunctive","A=0,B=1,E=0","Conjunctive: A=0,B=1,E=0","A=1","A",0.0159984306571507
"11","1_c2","Au=0",0.203410462153297,0.135362156587482,0.114862292967702,0.138005576830889,0.123763014523887,0.0907958829039358,0.166695681328833,0.123921680470364,0.137613024011614,0.102777495603768,0.0898084420706868,0.131852552095834,0.0962758919546543,0.102814331437791,0.145190687319365,0.0943102582301571,0.193332796652172,0.135038801767379,0.115001947879341,0.131583264527659,0.125436901196901,0.0781055719287505,0.239297140043921,0.149301249857095,0.125,2,0.032258064516129,"A=.1,Au=.5,B=.8,Bu=.5","TRUE",0,1,0,"TRUE","FALSE","FALSE","conjunctive","A=0,B=1,E=0","Conjunctive: A=0,B=1,E=0","Au=0","A",0.0224389788271049
"12","1_c2","Au=1",0.0476312827810749,0.114946967246961,0.0978496721045961,0.0477607714080559,0.101663989125667,0.0907958829039358,0.0476575755918184,0.123921680470364,0.0471562991061013,0.0937131568000454,0.0837555326695898,0.0477023169240025,0.0875882688966917,0.102814331437791,0.0477094164355346,0.0943102582301571,0.047013221445129,0.113933175724018,0.0974938500174039,0.0478787735825762,0.102552658372827,0.0781055719287505,0.0473089991793863,0.149301249857095,0.125,1,0.0161290322580645,"A=.1,Au=.5,B=.8,Bu=.5","FALSE",0,1,0,"TRUE","FALSE","FALSE","conjunctive","A=0,B=1,E=0","Conjunctive: A=0,B=1,E=0","Au=1","A",0.0159984306571507
"13","1_c2","B=0",0.0476312827810749,0.0263365791115213,0.026466908511733,0.0477607714080559,0.030274300534098,0.0429317542596698,0.0476575755918184,0.0379692641487804,0.0471562991061013,0.0244174377484421,0.0238444495128416,0.0477023169240025,0.0251002708177674,0.0274199526275294,0.0477094164355346,0.0252595282049735,0.047013221445129,0.0238988450750771,0.023451505018702,0.0478787735825762,0.0258124147534712,0.04515061555205,0.0473089991793863,0.0260943942195984,0.125,1,0.0161290322580645,"A=.1,Au=.5,B=.8,Bu=.5","FALSE",0,1,0,"FALSE","TRUE","FALSE","conjunctive","A=0,B=1,E=0","Conjunctive: A=0,B=1,E=0","B=0","B",0.0159984306571507
"14","1_c2","B=1",0.0476312827810749,0.115737577861553,0.0978496721045961,0.0477607714080559,0.102493621591861,0.0479109407413109,0.0476575755918184,0.0603530332019256,0.0471562991061013,0.0940790809737573,0.0837555326695898,0.0477023169240025,0.0879377446670722,0.0610145273089583,0.0477094164355346,0.0943102534897414,0.047013221445129,0.114749201828176,0.0974938500174039,0.0478787735825762,0.103415521498765,0.0473019183092917,0.0473089991793863,0.0911407010694042,0.125,8,0.129032258064516,"A=.1,Au=.5,B=.8,Bu=.5","FALSE",0,1,0,"TRUE","TRUE","FALSE","conjunctive","A=0,B=1,E=0","Conjunctive: A=0,B=1,E=0","B=1","B",0.0425749688771671
"15","1_c2","Bu=0",0.203377369452878,0.135327144617652,0.114820779156488,0.138005576830889,0.123723964839117,0.0907958829039358,0.166695681328833,0.123921680470364,0.137598334535183,0.102762574391139,0.089794491809544,0.131852552095834,0.0962615401503147,0.102814331437791,0.145190687319365,0.0943102582301571,0.19329543087795,0.135002548700157,0.114959256053419,0.131583264527659,0.125396631626318,0.0781055719287505,0.239297140043921,0.149301249857095,0.125,12,0.193548387096774,"A=.1,Au=.5,B=.8,Bu=.5","TRUE",0,1,0,"TRUE","FALSE","FALSE","conjunctive","A=0,B=1,E=0","Conjunctive: A=0,B=1,E=0","Bu=0","B",0.0501750820030851
