"","pgroup","trialtype","node3","A","uAuB","Au","B","Bu","E.x","E.y","pA","peA","pB","peB","Pr","PrUn","index","structure","posterior","groupPost","node","cesm","node2","Actual","cesmActual","post","prior","ig","Act1","noSelect","full","noAct"
"125","1","d3","Bu=0","0","00","0","1","0","1","0",0.9,0.5,0.8,0.5,0.18,0.25,6,"disjunctive",0,3,"Bu=0",-0.949484037713988,"Bu",FALSE,0,0,0.5,0.5,0,0,0,0
"126","1","d3","Bu=0","0","10","1","1","0","1","0",0.9,0.5,0.8,0.5,0.18,0.25,10,"disjunctive",0,3,"Bu=0",-0.886278014489594,"Bu",FALSE,0,0,0.5,0.5,0,0,0,0
"127","1","d3","Bu=1","0","01","0","1","1","1","1",0.9,0.5,0.8,0.5,0.18,0.25,8,"disjunctive",0.5,3,"Bu=1",0.834443606041303,"Bu",TRUE,0.834443606041303,1,0.5,0.5,1,1,0.834443606041303,0.834443606041303
"128","1","d3","Bu=1","0","11","1","1","1","1","1",0.9,0.5,0.8,0.5,0.18,0.25,12,"disjunctive",0.5,3,"Bu=1",0.82519317628416,"Bu",TRUE,0.82519317628416,1,0.5,0.5,1,1,0.82519317628416,0.82519317628416
"129","1","d4","A=1","1","00","0","0","0","0","0",0.1,0.5,0.2,0.5,0.005,0.25,13,"disjunctive",0.5,4,"A",-0.185290938837516,"A",FALSE,0,0,0,0,0,0,0,-0.0926454694187582
"130","1","d4","A=1","1","10","1","0","0","0","1",0.1,0.5,0.2,0.5,0.005,0.25,17,"disjunctive",0,4,"A",-0.755728234267497,"A",FALSE,0,0,0,0,0,0,0,0
"131","1","d4","A=1","1","01","0","0","1","0","0",0.1,0.5,0.2,0.5,0.005,0.25,15,"disjunctive",0.5,4,"A",-0.117753078876938,"A",FALSE,0,0,0,0,0,0,0,-0.0588765394384692
"132","1","d4","A=1","1","11","1","0","1","0","1",0.1,0.5,0.2,0.5,0.005,0.25,19,"disjunctive",0,4,"A",-0.654874393483219,"A",FALSE,0,0,0,0,0,0,0,0
"133","1","d4","Au=0","1","00","0","0","0","0","0",0.1,0.5,0.2,0.5,0.005,0.25,13,"disjunctive",0.5,4,"Au=0",0.7202288295543,"Au",TRUE,0.7202288295543,1,0.5,0.5,1,1,0.7202288295543,0.7202288295543
"134","1","d4","Au=0","1","01","0","0","1","0","0",0.1,0.5,0.2,0.5,0.005,0.25,15,"disjunctive",0.5,4,"Au=0",0.458994989590159,"Au",TRUE,0.458994989590159,1,0.5,0.5,1,1,0.458994989590159,0.458994989590159
"135","1","d4","Au=1","1","11","1","0","1","0","1",0.1,0.5,0.2,0.5,0.005,0.25,19,"disjunctive",0,4,"Au=1",-0.452290051447733,"Au",FALSE,0,0,0.5,0.5,0,0,0,0
"136","1","d4","Au=1","1","10","1","0","0","0","1",0.1,0.5,0.2,0.5,0.005,0.25,17,"disjunctive",0,4,"Au=1",-0.522409579938592,"Au",FALSE,0,0,0.5,0.5,0,0,0,0
"137","1","d4","B=0","1","00","0","0","0","0","0",0.1,0.5,0.2,0.5,0.005,0.25,13,"disjunctive",0.5,4,"B",0.162957337577656,"B",TRUE,0.162957337577656,0,0,0,1,1,0.0814786687888278,0.0814786687888278
"138","1","d4","B=0","1","01","0","0","1","0","0",0.1,0.5,0.2,0.5,0.005,0.25,15,"disjunctive",0.5,4,"B",0.710723461078484,"B",TRUE,0.710723461078484,0,0,0,1,1,0.355361730539242,0.355361730539242
"139","1","d4","B=0","1","10","1","0","0","0","1",0.1,0.5,0.2,0.5,0.005,0.25,17,"disjunctive",0,4,"B",0.0523493791241952,"B",TRUE,0.0523493791241952,0,0,0,1,1,0,0
"140","1","d4","B=0","1","11","1","0","1","0","1",0.1,0.5,0.2,0.5,0.005,0.25,19,"disjunctive",0,4,"B",0.300380662831539,"B",TRUE,0.300380662831539,0,0,0,1,1,0,0
"141","1","d4","Bu=0","1","00","0","0","0","0","0",0.1,0.5,0.2,0.5,0.005,0.25,13,"disjunctive",0.5,4,"Bu=0",0.218531802295733,"Bu",TRUE,0.218531802295733,0.5,0.5,0,0.5,0.5,0.109265901147866,0.109265901147866
"142","1","d4","Bu=0","1","10","1","0","0","0","1",0.1,0.5,0.2,0.5,0.005,0.25,17,"disjunctive",0,4,"Bu=0",0.0665838030641407,"Bu",TRUE,0.0665838030641407,0.5,0.5,0,0.5,0.5,0.0332919015320703,0.0332919015320703
"143","1","d4","Bu=1","1","01","0","0","1","0","0",0.1,0.5,0.2,0.5,0.005,0.25,15,"disjunctive",0.5,4,"Bu=1",-0.166235380380983,"Bu",FALSE,0,0.5,0.5,0,0.5,0,0,-0.0831176901904917
"144","1","d4","Bu=1","1","11","1","0","1","0","1",0.1,0.5,0.2,0.5,0.005,0.25,19,"disjunctive",0,4,"Bu=1",-0.0718257371718888,"Bu",FALSE,0,0.5,0.5,0,0.5,0,0,-0.0359128685859444
"145","1","d5","A=1","1","10","1","0","0","1","1",0.1,0.5,0.2,0.5,0.005,0.25,18,"disjunctive",0.5,5,"A",0.754565556984801,"A",TRUE,0.754565556984801,0,0,0,1,1,0.377282778492401,0.377282778492401
"146","1","d5","A=1","1","00","0","0","0","1","0",0.1,0.5,0.2,0.5,0.005,0.25,14,"disjunctive",0,5,"A",0.184814614379104,"A",TRUE,0.184814614379104,0,0,0,1,1,0,0
"147","1","d5","A=1","1","11","1","0","1","1","1",0.1,0.5,0.2,0.5,0.005,0.25,20,"disjunctive",0.5,5,"A",0.654507449154734,"A",TRUE,0.654507449154734,0,0,0,1,1,0.327253724577367,0.327253724577367
"148","1","d5","A=1","1","01","0","0","1","1","0",0.1,0.5,0.2,0.5,0.005,0.25,16,"disjunctive",0,5,"A",0.116387038447897,"A",TRUE,0.116387038447897,0,0,0,1,1,0,0
"149","1","d5","Au=0","1","00","0","0","0","1","0",0.1,0.5,0.2,0.5,0.005,0.25,14,"disjunctive",0,5,"Au=0",-0.720463897632459,"Au",FALSE,0,0,0.5,0.5,0,0,0,0
"150","1","d5","Au=0","1","01","0","0","1","1","0",0.1,0.5,0.2,0.5,0.005,0.25,16,"disjunctive",0,5,"Au=0",-0.455003610228553,"Au",FALSE,0,0,0.5,0.5,0,0,0,0
"151","1","d5","Au=1","1","10","1","0","0","1","1",0.1,0.5,0.2,0.5,0.005,0.25,18,"disjunctive",0.5,5,"Au=1",0.521615351299232,"Au",TRUE,0.521615351299232,1,0.5,0.5,1,1,0.521615351299232,0.521615351299232
"152","1","d5","Au=1","1","11","1","0","1","1","1",0.1,0.5,0.2,0.5,0.005,0.25,20,"disjunctive",0.5,5,"Au=1",0.451242518432209,"Au",TRUE,0.451242518432209,1,0.5,0.5,1,1,0.451242518432209,0.451242518432209
"153","1","d5","B=0","1","11","1","0","1","1","1",0.1,0.5,0.2,0.5,0.005,0.25,20,"disjunctive",0.5,5,"B",-0.300990252296827,"B",FALSE,0,0,0,0,0,0,0,-0.150495126148414
"154","1","d5","B=0","1","00","0","0","0","1","0",0.1,0.5,0.2,0.5,0.005,0.25,14,"disjunctive",0,5,"B",-0.164500135543697,"B",FALSE,0,0,0,0,0,0,0,0
"155","1","d5","B=0","1","01","0","0","1","1","0",0.1,0.5,0.2,0.5,0.005,0.25,16,"disjunctive",0,5,"B",-0.712900313200885,"B",FALSE,0,0,0,0,0,0,0,0
"156","1","d5","B=0","1","10","1","0","0","1","1",0.1,0.5,0.2,0.5,0.005,0.25,18,"disjunctive",0.5,5,"B",-0.0518093248472086,"B",FALSE,0,0,0,0,0,0,0,-0.0259046624236043
"157","1","d5","Bu=0","1","00","0","0","0","1","0",0.1,0.5,0.2,0.5,0.005,0.25,14,"disjunctive",0,5,"Bu=0",-0.218893605130987,"Bu",FALSE,0,0.5,0.5,0,0.5,0,0,-0.109446802565493
"158","1","d5","Bu=0","1","10","1","0","0","1","1",0.1,0.5,0.2,0.5,0.005,0.25,18,"disjunctive",0.5,5,"Bu=0",-0.0686643975558355,"Bu",FALSE,0,0.5,0.5,0,0.5,0,0,-0.0343321987779178
"159","1","d5","Bu=1","1","01","0","0","1","1","0",0.1,0.5,0.2,0.5,0.005,0.25,16,"disjunctive",0,5,"Bu=1",0.168321074228117,"Bu",FALSE,0,0.5,0.5,0,0.5,0,0,0.0841605371140587
"160","1","d5","Bu=1","1","11","1","0","1","1","1",0.1,0.5,0.2,0.5,0.005,0.25,20,"disjunctive",0.5,5,"Bu=1",0.0705851904726336,"Bu",FALSE,0,0.5,0.5,0,0.5,0,0,0.0352925952363168
"161","1","d6","A=1","1","00","0","1","0","0","0",0.1,0.5,0.8,0.5,0.02,0.25,21,"disjunctive",1,6,"A",-0.133858999830891,"A",FALSE,0,0,0,0,0,0,0,-0.133858999830891
"162","1","d6","A=1","1","10","1","1","0","0","1",0.1,0.5,0.8,0.5,0.02,0.25,25,"disjunctive",0,6,"A",-0.691549525329079,"A",FALSE,0,0,0,0,0,0,0,0
"163","1","d6","A=1","1","01","0","1","1","0","1",0.1,0.5,0.8,0.5,0.02,0.25,23,"disjunctive",0,6,"A",-0.0345013291935347,"A",FALSE,0,0,0,0,0,0,0,0
"164","1","d6","A=1","1","11","1","1","1","0","1",0.1,0.5,0.8,0.5,0.02,0.25,27,"disjunctive",0,6,"A",-0.285065939895786,"A",FALSE,0,0,0,0,0,0,0,0
"165","1","d6","Au=0","1","00","0","1","0","0","0",0.1,0.5,0.8,0.5,0.02,0.25,21,"disjunctive",1,6,"Au=0",0.528596101343894,"Au",TRUE,0.528596101343894,1,0.5,0.5,1,1,0.528596101343894,0.528596101343894
"166","1","d6","Au=0","1","01","0","1","1","0","1",0.1,0.5,0.8,0.5,0.02,0.25,23,"disjunctive",0,6,"Au=0",0.136711495032189,"Au",TRUE,0.136711495032189,1,0.5,0.5,1,1,0.136711495032189,0.136711495032189
"167","1","d6","Au=1","1","11","1","1","1","0","1",0.1,0.5,0.8,0.5,0.02,0.25,27,"disjunctive",0,6,"Au=1",-0.198222023391939,"Au",FALSE,0,0,0.5,0.5,0,0,0,0
"168","1","d6","Au=1","1","10","1","1","0","0","1",0.1,0.5,0.8,0.5,0.02,0.25,25,"disjunctive",0,6,"Au=1",-0.476578386468621,"Au",FALSE,0,0,0.5,0.5,0,0,0,0
"169","1","d6","B=1","1","00","0","1","0","0","0",0.1,0.5,0.8,0.5,0.02,0.25,21,"disjunctive",1,6,"B",-0.0751147349458994,"B",FALSE,0,0,0,0,0,0,0,-0.0751147349458994
"170","1","d6","B=1","1","01","0","1","1","0","1",0.1,0.5,0.8,0.5,0.02,0.25,23,"disjunctive",0,6,"B",-0.469753252056487,"B",FALSE,0,0,0,0,0,0,0,0
"171","1","d6","B=1","1","10","1","1","0","0","1",0.1,0.5,0.8,0.5,0.02,0.25,25,"disjunctive",0,6,"B",-0.0299343926807807,"B",FALSE,0,0,0,0,0,0,0,0
"172","1","d6","B=1","1","11","1","1","1","0","1",0.1,0.5,0.8,0.5,0.02,0.25,27,"disjunctive",0,6,"B",-0.287906208515671,"B",FALSE,0,0,0,0,0,0,0,0
"173","1","d6","Bu=0","1","00","0","1","0","0","0",0.1,0.5,0.8,0.5,0.02,0.25,21,"disjunctive",1,6,"Bu=0",0.704970939378135,"Bu",TRUE,0.704970939378135,1,0.5,0.5,1,1,0.704970939378135,0.704970939378135
"174","1","d6","Bu=0","1","10","1","1","0","0","1",0.1,0.5,0.8,0.5,0.02,0.25,25,"disjunctive",0,6,"Bu=0",0.272478789959427,"Bu",TRUE,0.272478789959427,1,0.5,0.5,1,1,0.272478789959427,0.272478789959427
"175","1","d6","Bu=1","1","01","0","1","1","0","1",0.1,0.5,0.8,0.5,0.02,0.25,23,"disjunctive",0,6,"Bu=1",-0.779768987813569,"Bu",FALSE,0,0,0.5,0.5,0,0,0,0
"176","1","d6","Bu=1","1","11","1","1","1","0","1",0.1,0.5,0.8,0.5,0.02,0.25,27,"disjunctive",0,6,"Bu=1",-0.479805366873055,"Bu",FALSE,0,0,0.5,0.5,0,0,0,0
"177","1","d7","A=1","1","10","1","1","0","1","1",0.1,0.5,0.8,0.5,0.02,0.25,26,"disjunctive",0.333333333333333,7,"A",0.691565096045171,"A",TRUE,0.691565096045171,0,0,0,1,1,0.230521698681724,0.230521698681724
"178","1","d7","A=1","1","00","0","1","0","1","0",0.1,0.5,0.8,0.5,0.02,0.25,22,"disjunctive",0,7,"A",0.135342725981068,"A",TRUE,0.135342725981068,0,0,0,1,1,0,0
"179","1","d7","A=1","1","11","1","1","1","1","1",0.1,0.5,0.8,0.5,0.02,0.25,28,"disjunctive",0.333333333333333,7,"A",0.285376502214326,"A",TRUE,0.285376502214326,0,0,0,1,1,0.0951255007381087,0.0951255007381087
"180","1","d7","A=1","1","01","0","1","1","1","1",0.1,0.5,0.8,0.5,0.02,0.25,24,"disjunctive",0.333333333333333,7,"A",0.033985956902214,"A",TRUE,0.033985956902214,0,0,0,1,1,0.011328652300738,0.011328652300738
"181","1","d7","Au=0","1","00","0","1","0","1","0",0.1,0.5,0.8,0.5,0.02,0.25,22,"disjunctive",0,7,"Au=0",-0.52849356432349,"Au",FALSE,0,0.333333333333333,0.5,-0.028,0.333333333333333,0,0,-0.176164521441163
"182","1","d7","Au=0","1","01","0","1","1","1","1",0.1,0.5,0.8,0.5,0.02,0.25,24,"disjunctive",0.333333333333333,7,"Au=0",-0.136346038532426,"Au",FALSE,0,0.333333333333333,0.5,-0.028,0.333333333333333,0,0,-0.0454486795108088
"183","1","d7","Au=1","1","10","1","1","0","1","1",0.1,0.5,0.8,0.5,0.02,0.25,26,"disjunctive",0.333333333333333,7,"Au=1",0.477065390376797,"Au",TRUE,0.477065390376797,0.666666666666667,0.5,0.11,0.666666666666667,0.666666666666667,0.318043593584531,0.318043593584531
"184","1","d7","Au=1","1","11","1","1","1","1","1",0.1,0.5,0.8,0.5,0.02,0.25,28,"disjunctive",0.333333333333333,7,"Au=1",0.198357628552606,"Au",TRUE,0.198357628552606,0.666666666666667,0.5,0.11,0.666666666666667,0.666666666666667,0.13223841903507,0.13223841903507
"185","1","d7","B=1","1","11","1","1","1","1","1",0.1,0.5,0.8,0.5,0.02,0.25,28,"disjunctive",0.333333333333333,7,"B",0.287829415689019,"B",TRUE,0.287829415689019,0,0,0,1,1,0.0959431385630063,0.0959431385630063
"186","1","d7","B=1","1","00","0","1","0","1","0",0.1,0.5,0.8,0.5,0.02,0.25,22,"disjunctive",0,7,"B",0.0747876321541773,"B",TRUE,0.0747876321541773,0,0,0,1,1,0,0
"187","1","d7","B=1","1","01","0","1","1","1","1",0.1,0.5,0.8,0.5,0.02,0.25,24,"disjunctive",0.333333333333333,7,"B",0.470295342870476,"B",TRUE,0.470295342870476,0,0,0,1,1,0.156765114290159,0.156765114290159
"188","1","d7","B=1","1","10","1","1","0","1","1",0.1,0.5,0.8,0.5,0.02,0.25,26,"disjunctive",0.333333333333333,7,"B",0.0293976783978591,"B",TRUE,0.0293976783978591,0,0,0,1,1,0.0097992261326197,0.0097992261326197
"189","1","d7","Bu=0","1","00","0","1","0","1","0",0.1,0.5,0.8,0.5,0.02,0.25,22,"disjunctive",0,7,"Bu=0",-0.705021185047079,"Bu",FALSE,0,0.333333333333333,0.5,-0.028,0.333333333333333,0,0,-0.23500706168236
"190","1","d7","Bu=0","1","10","1","1","0","1","1",0.1,0.5,0.8,0.5,0.02,0.25,26,"disjunctive",0.333333333333333,7,"Bu=0",-0.270963429317039,"Bu",FALSE,0,0.333333333333333,0.5,-0.028,0.333333333333333,0,0,-0.0903211431056798
"191","1","d7","Bu=1","1","01","0","1","1","1","1",0.1,0.5,0.8,0.5,0.02,0.25,24,"disjunctive",0.333333333333333,7,"Bu=1",0.778176719914435,"Bu",TRUE,0.778176719914435,0.666666666666667,0.5,0.11,0.666666666666667,0.666666666666667,0.518784479942957,0.518784479942957
"192","1","d7","Bu=1","1","11","1","1","1","1","1",0.1,0.5,0.8,0.5,0.02,0.25,28,"disjunctive",0.333333333333333,7,"Bu=1",0.480057890714172,"Bu",TRUE,0.480057890714172,0.666666666666667,0.5,0.11,0.666666666666667,0.666666666666667,0.320038593809448,0.320038593809448
"193","2","c1","A=0","0","00","0","0","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,1,"conjunctive",0.18,1,"A",0.0296613208821836,"A",TRUE,0.0296613208821836,0,0,0,1,1,0.00533903775879304,0.00533903775879304
"194","2","c1","A=0","0","01","0","0","1","0","0",0.5,0.9,0.5,0.8,0.18,0.72,2,"conjunctive",0.72,1,"A",0.0604316621319997,"A",TRUE,0.0604316621319997,0,0,0,1,1,0.0435107967350398,0.0435107967350398
"195","2","c1","A=0","0","10","1","0","0","0","0",0.5,0.1,0.5,0.2,0.005,0.02,3,"conjunctive",0.02,1,"A",0.1489785880952,"A",TRUE,0.1489785880952,0,0,0,1,1,0.00297957176190399,0.00297957176190399
"196","2","c1","A=0","0","11","1","0","1","0","0",0.5,0.1,0.5,0.8,0.02,0.08,4,"conjunctive",0.08,1,"A",0.298771002021417,"A",TRUE,0.298771002021417,0,0,0,1,1,0.0239016801617133,0.0239016801617133
"197","2","c1","Au=0","0","00","0","0","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,1,"conjunctive",0.18,1,"Au=0",0.0708527553636911,"Au",TRUE,0.0708527553636911,0.9,0.9,0,0.9,0.9,0.063767479827322,0.063767479827322
"198","2","c1","Au=0","0","01","0","0","1","0","0",0.5,0.9,0.5,0.8,0.18,0.72,2,"conjunctive",0.72,1,"Au=0",0.144750912941797,"Au",TRUE,0.144750912941797,0.9,0.9,0,0.9,0.9,0.130275821647618,0.130275821647618
"199","2","c1","Au=1","0","10","1","0","0","0","0",0.5,0.1,0.5,0.2,0.005,0.02,3,"conjunctive",0.02,1,"Au=1",-0.0380942174963504,"Au",FALSE,0,0.1,0.1,0,0.1,0,0,-0.00380942174963504
"200","2","c1","Au=1","0","11","1","0","1","0","0",0.5,0.1,0.5,0.8,0.02,0.08,4,"conjunctive",0.08,1,"Au=1",-0.076243998969222,"Au",FALSE,0,0.1,0.1,0,0.1,0,0,-0.0076243998969222
"201","2","c1","B=0","0","00","0","0","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,1,"conjunctive",0.18,1,"B",0.0296573898413086,"B",TRUE,0.0296573898413086,0,0,0,1,1,0.00533833017143555,0.00533833017143555
"202","2","c1","B=0","0","01","0","0","1","0","0",0.5,0.9,0.5,0.8,0.18,0.72,2,"conjunctive",0.72,1,"B",0.0603711343369564,"B",TRUE,0.0603711343369564,0,0,0,1,1,0.0434672167226086,0.0434672167226086
"203","2","c1","B=0","0","10","1","0","0","0","0",0.5,0.1,0.5,0.2,0.005,0.02,3,"conjunctive",0.02,1,"B",0.1492980086469,"B",TRUE,0.1492980086469,0,0,0,1,1,0.00298596017293799,0.00298596017293799
"204","2","c1","B=0","0","11","1","0","1","0","0",0.5,0.1,0.5,0.8,0.02,0.08,4,"conjunctive",0.08,1,"B",0.298638253029761,"B",TRUE,0.298638253029761,0,0,0,1,1,0.0238910602423809,0.0238910602423809
"205","2","c1","Bu=0","0","00","0","0","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,1,"conjunctive",0.18,1,"Bu=0",0.0221712722323385,"Bu",TRUE,0.0221712722323385,0.2,0.2,0,0.2,0.2,0.00443425444646769,0.00443425444646769
"206","2","c1","Bu=0","0","10","1","0","0","0","0",0.5,0.1,0.5,0.2,0.005,0.02,3,"conjunctive",0.02,1,"Bu=0",0.11139790703179,"Bu",TRUE,0.11139790703179,0.2,0.2,0,0.2,0.2,0.022279581406358,0.022279581406358
"207","2","c1","Bu=1","0","01","0","0","1","0","0",0.5,0.9,0.5,0.8,0.18,0.72,2,"conjunctive",0.72,1,"Bu=1",-0.00639583248513041,"Bu",FALSE,0,0.8,0.8,0,0.8,0,0,-0.00511666598810433
"208","2","c1","Bu=1","0","11","1","0","1","0","0",0.5,0.1,0.5,0.8,0.02,0.08,4,"conjunctive",0.08,1,"Bu=1",-0.031846085274887,"Bu",FALSE,0,0.8,0.8,0,0.8,0,0,-0.0254768682199096
"209","2","c2","A=0","0","00","0","1","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,5,"conjunctive",0.18,2,"A",0.0721989380488944,"A",TRUE,0.0721989380488944,0,0,0,1,1,0.012995808848801,0.012995808848801
"210","2","c2","A=0","0","01","0","1","1","0","0",0.5,0.9,0.5,0.8,0.18,0.72,6,"conjunctive",0.72,2,"A",0.142227714716344,"A",TRUE,0.142227714716344,0,0,0,1,1,0.102403954595767,0.102403954595767
"211","2","c2","A=0","0","10","1","1","0","0","0",0.5,0.1,0.5,0.2,0.005,0.02,7,"conjunctive",0.02,2,"A",0.358022952273876,"A",TRUE,0.358022952273876,0,0,0,1,1,0.00716045904547753,0.00716045904547753
"212","2","c2","A=0","0","11","1","1","1","0","0",0.5,0.1,0.5,0.8,0.02,0.08,8,"conjunctive",0.08,2,"A",0.734852188263301,"A",TRUE,0.734852188263301,0,0,0,1,1,0.0587881750610641,0.0587881750610641
"213","2","c2","Au=0","0","00","0","1","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,5,"conjunctive",0.18,2,"Au=0",0.172728437340371,"Au",TRUE,0.172728437340371,0.9,0.9,0,0.9,0.9,0.155455593606334,0.155455593606334
"214","2","c2","Au=0","0","01","0","1","1","0","0",0.5,0.9,0.5,0.8,0.18,0.72,6,"conjunctive",0.72,2,"Au=0",0.339294674533435,"Au",TRUE,0.339294674533435,0.9,0.9,0,0.9,0.9,0.305365207080091,0.305365207080091
"215","2","c2","Au=1","0","10","1","1","0","0","0",0.5,0.1,0.5,0.2,0.005,0.02,7,"conjunctive",0.02,2,"Au=1",-0.0915078767461088,"Au",FALSE,0,0.1,0.1,0,0.1,0,0,-0.00915078767461088
"216","2","c2","Au=1","0","11","1","1","1","0","0",0.5,0.1,0.5,0.8,0.02,0.08,8,"conjunctive",0.08,2,"Au=1",-0.18836350129527,"Au",FALSE,0,0.1,0.1,0,0.1,0,0,-0.018836350129527
"217","2","c2","B=1","0","00","0","1","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,5,"conjunctive",0.18,2,"B",-0.0127273987167075,"B",FALSE,0,0,0,0,0,0,0,-0.00229093176900736
"218","2","c2","B=1","0","01","0","1","1","0","0",0.5,0.9,0.5,0.8,0.18,0.72,6,"conjunctive",0.72,2,"B",-0.0250746800996688,"B",FALSE,0,0,0,0,0,0,0,-0.0180537696717615
"219","2","c2","B=1","0","10","1","1","0","0","0",0.5,0.1,0.5,0.2,0.005,0.02,7,"conjunctive",0.02,2,"B",-0.0631669173178904,"B",FALSE,0,0,0,0,0,0,0,-0.00126333834635781
"220","2","c2","B=1","0","11","1","1","1","0","0",0.5,0.1,0.5,0.8,0.02,0.08,8,"conjunctive",0.08,2,"B",-0.12985131267442,"B",FALSE,0,0,0,0,0,0,0,-0.0103881050139536
"221","2","c2","Bu=0","0","00","0","1","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,5,"conjunctive",0.18,2,"Bu=0",0.0539896007098237,"Bu",TRUE,0.0539896007098237,0.2,0.2,0,0.2,0.2,0.0107979201419647,0.0107979201419647
"222","2","c2","Bu=0","0","10","1","1","0","0","0",0.5,0.1,0.5,0.2,0.005,0.02,7,"conjunctive",0.02,2,"Bu=0",0.267160169716245,"Bu",TRUE,0.267160169716245,0.2,0.2,0,0.2,0.2,0.0534320339432489,0.0534320339432489
"223","2","c2","Bu=1","0","01","0","1","1","0","0",0.5,0.9,0.5,0.8,0.18,0.72,6,"conjunctive",0.72,2,"Bu=1",-0.015100015003148,"Bu",FALSE,0,0.8,0.8,0,0.8,0,0,-0.0120800120025184
"224","2","c2","Bu=1","0","11","1","1","1","0","0",0.5,0.1,0.5,0.8,0.02,0.08,8,"conjunctive",0.08,2,"Bu=1",-0.0778893261785283,"Bu",FALSE,0,0.8,0.8,0,0.8,0,0,-0.0623114609428226
"225","2","c3","A=1","1","00","0","0","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,9,"conjunctive",0.18,3,"A",-0.0127391758753455,"A",FALSE,0,0,0,0,0,0,0,-0.00229305165756219
"226","2","c3","A=1","1","01","0","0","1","0","0",0.5,0.9,0.5,0.8,0.18,0.72,10,"conjunctive",0.72,3,"A",-0.0250924538332862,"A",FALSE,0,0,0,0,0,0,0,-0.0180665667599661
"227","2","c3","A=1","1","10","1","0","0","0","0",0.5,0.1,0.5,0.2,0.005,0.02,11,"conjunctive",0.02,3,"A",-0.0636874546908193,"A",FALSE,0,0,0,0,0,0,0,-0.00127374909381639
"228","2","c3","A=1","1","11","1","0","1","0","0",0.5,0.1,0.5,0.8,0.02,0.08,12,"conjunctive",0.08,3,"A",-0.130281580449551,"A",FALSE,0,0,0,0,0,0,0,-0.0104225264359641
"229","2","c3","Au=0","1","00","0","0","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,9,"conjunctive",0.18,3,"Au=0",0.172031410125611,"Au",TRUE,0.172031410125611,0.9,0.9,0,0.9,0.9,0.15482826911305,0.15482826911305
"230","2","c3","Au=0","1","01","0","0","1","0","0",0.5,0.9,0.5,0.8,0.18,0.72,10,"conjunctive",0.72,3,"Au=0",0.340647902279669,"Au",TRUE,0.340647902279669,0.9,0.9,0,0.9,0.9,0.306583112051702,0.306583112051702
"231","2","c3","Au=1","1","10","1","0","0","0","0",0.5,0.1,0.5,0.2,0.005,0.02,11,"conjunctive",0.02,3,"Au=1",-0.0922165718108539,"Au",FALSE,0,0.1,0.1,0,0.1,0,0,-0.00922165718108539
"232","2","c3","Au=1","1","11","1","0","1","0","0",0.5,0.1,0.5,0.8,0.02,0.08,12,"conjunctive",0.08,3,"Au=1",-0.188327818927966,"Au",FALSE,0,0.1,0.1,0,0.1,0,0,-0.0188327818927966
"233","2","c3","B=0","1","00","0","0","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,9,"conjunctive",0.18,3,"B",0.0723382704334881,"B",TRUE,0.0723382704334881,0,0,0,1,1,0.0130208886780279,0.0130208886780279
"234","2","c3","B=0","1","01","0","0","1","0","0",0.5,0.9,0.5,0.8,0.18,0.72,10,"conjunctive",0.72,3,"B",0.14238839283232,"B",TRUE,0.14238839283232,0,0,0,1,1,0.102519642839271,0.102519642839271
"235","2","c3","B=0","1","10","1","0","0","0","0",0.5,0.1,0.5,0.2,0.005,0.02,11,"conjunctive",0.02,3,"B",0.360583995605678,"B",TRUE,0.360583995605678,0,0,0,1,1,0.00721167991211356,0.00721167991211356
"236","2","c3","B=0","1","11","1","0","1","0","0",0.5,0.1,0.5,0.8,0.02,0.08,12,"conjunctive",0.08,3,"B",0.73755377057744,"B",TRUE,0.73755377057744,0,0,0,1,1,0.0590043016461952,0.0590043016461952
"237","2","c3","Bu=0","1","00","0","0","0","0","0",0.5,0.9,0.5,0.2,0.045,0.18,9,"conjunctive",0.18,3,"Bu=0",0.0539367495628891,"Bu",TRUE,0.0539367495628891,0.2,0.2,0,0.2,0.2,0.0107873499125778,0.0107873499125778
"238","2","c3","Bu=0","1","10","1","0","0","0","0",0.5,0.1,0.5,0.2,0.005,0.02,11,"conjunctive",0.02,3,"Bu=0",0.269422971014092,"Bu",TRUE,0.269422971014092,0.2,0.2,0,0.2,0.2,0.0538845942028183,0.0538845942028183
"239","2","c3","Bu=1","1","01","0","0","1","0","0",0.5,0.9,0.5,0.8,0.18,0.72,10,"conjunctive",0.72,3,"Bu=1",-0.0150890386253102,"Bu",FALSE,0,0.8,0.8,0,0.8,0,0,-0.0120712309002482
"240","2","c3","Bu=1","1","11","1","0","1","0","0",0.5,0.1,0.5,0.8,0.02,0.08,12,"conjunctive",0.08,3,"Bu=1",-0.0782762468479107,"Bu",FALSE,0,0.8,0.8,0,0.8,0,0,-0.0626209974783286
