"","pgroup","trialtype","node3","A","uAuB","Au","B","Bu","E.x","E.y","pA","peA","pB","peB","Pr","PrUn","index","structure","posterior","groupPost","node","cesm","node2","Actual","cesmActual","post","prior","ig","Act1","noSelect","full","noAct"
"112","1","d2","Bu=1","0","11","1","1","1","0","1",0.9,0.5,0.8,0.5,0.18,0.25,11,"disjunctive",0,2,"Bu=1",-0.825089515269173,"Bu",FALSE,0,0,0.5,0.5,0,0,0,0
"113","1","d3","A=0","0","10","1","1","0","1","0",0.9,0.5,0.8,0.5,0.18,0.25,10,"disjunctive",0,3,"A",-0.336853040432788,"A",FALSE,0,0,0,0,0,0,0,0
"114","1","d3","A=0","0","00","0","1","0","1","0",0.9,0.5,0.8,0.5,0.18,0.25,6,"disjunctive",0,3,"A",-0.0593510612463115,"A",FALSE,0,0,0,0,0,0,0,0
"115","1","d3","A=0","0","11","1","1","1","1","1",0.9,0.5,0.8,0.5,0.18,0.25,12,"disjunctive",0.5,3,"A",-0.0733514980243343,"A",FALSE,0,0,0,0,0,0,0,-0.0366757490121671
"116","1","d3","A=0","0","01","0","1","1","1","1",0.9,0.5,0.8,0.5,0.18,0.25,8,"disjunctive",0.5,3,"A",-0.0138478442310303,"A",FALSE,0,0,0,0,0,0,0,-0.00692392211551517
"117","1","d3","Au=0","0","00","0","1","0","1","0",0.9,0.5,0.8,0.5,0.18,0.25,6,"disjunctive",0,3,"Au=0",-0.0241590957114912,"Au",FALSE,0,0.5,0.5,0,0.5,0,0,-0.0120795478557456
"118","1","d3","Au=0","0","01","0","1","1","1","1",0.9,0.5,0.8,0.5,0.18,0.25,8,"disjunctive",0.5,3,"Au=0",-0.00498710937387446,"Au",FALSE,0,0.5,0.5,0,0.5,0,0,-0.00249355468693723
"119","1","d3","Au=1","0","10","1","1","0","1","0",0.9,0.5,0.8,0.5,0.18,0.25,10,"disjunctive",0,3,"Au=1",0.0250244072378201,"Au",FALSE,0,0.5,0.5,0,0.5,0,0,0.01251220361891
"120","1","d3","Au=1","0","11","1","1","1","1","1",0.9,0.5,0.8,0.5,0.18,0.25,12,"disjunctive",0.5,3,"Au=1",0.00471125548345684,"Au",FALSE,0,0.5,0.5,0,0.5,0,0,0.00235562774172842
"121","1","d3","B=1","0","11","1","1","1","1","1",0.9,0.5,0.8,0.5,0.18,0.25,12,"disjunctive",0.5,3,"B",0.494470280257981,"B",TRUE,0.494470280257981,0,0,0,1,1,0.247235140128991,0.247235140128991
"122","1","d3","B=1","0","00","0","1","0","1","0",0.9,0.5,0.8,0.5,0.18,0.25,6,"disjunctive",0,3,"B",0.101124766776097,"B",TRUE,0.101124766776097,0,0,0,1,1,0,0
"123","1","d3","B=1","0","01","0","1","1","1","1",0.9,0.5,0.8,0.5,0.18,0.25,8,"disjunctive",0.5,3,"B",0.504287116395641,"B",TRUE,0.504287116395641,0,0,0,1,1,0.252143558197821,0.252143558197821
"124","1","d3","B=1","0","10","1","1","0","1","0",0.9,0.5,0.8,0.5,0.18,0.25,10,"disjunctive",0,3,"B",0.0937822464687759,"B",TRUE,0.0937822464687759,0,0,0,1,1,0,0
