3jnuzxxsfk,26530.700000000186,665959,682b873bfd01f422295de4fe,0,6851b6145b9a58eb29d70934,6851bde3d360f182ba9146b4,50%,10%,50%,80%,group,1,1,0,1,,,stim,d6
3jnuzxxsfk,38610.10000000056,757663,682b873bfd01f422295de4fe,,6851b6145b9a58eb29d70934,6851bde3d360f182ba9146b4,,,,,,,,,,The first student had not had a good morning,,ans,d6
3jnuzxxsfk,33162.299999999814,805708,682b873bfd01f422295de4fe,0,6851b6145b9a58eb29d70934,6851bde3d360f182ba9146b4,10%,50%,80%,50%,group,0,1,0,0,,,stim,c2
3jnuzxxsfk,27752.599999999627,868714,682b873bfd01f422295de4fe,,6851b6145b9a58eb29d70934,6851bde3d360f182ba9146b4,,,,,,,,,,The first student did not attend,,ans,c2
3jnuzxxsfk,39400.699999999255,952017,682b873bfd01f422295de4fe,0,6851b6145b9a58eb29d70934,6851bde3d360f182ba9146b4,50%,10%,50%,80%,job,1,0,1,1,,,stim,d5
3jnuzxxsfk,21413.10000000149,996540,682b873bfd01f422295de4fe,,6851b6145b9a58eb29d70934,6851bde3d360f182ba9146b4,,,,,,,,,,The files underlying Feature A were fine,,ans,d5
3jnuzxxsfk,38440.59999999963,1069208,682b873bfd01f422295de4fe,0,6851b6145b9a58eb29d70934,6851bde3d360f182ba9146b4,10%,70%,80%,50%,cook,0,1,1,1,,,stim,d3
3jnuzxxsfk,13595.799999998882,1111111,682b873bfd01f422295de4fe,,6851b6145b9a58eb29d70934,6851bde3d360f182ba9146b4,,,,,,,,,,The person wanted to eat the dessert,,ans,d3
3jnuzxxsfk,11000.199999999255,1138100,682b873bfd01f422295de4fe,0,6851b6145b9a58eb29d70934,6851bde3d360f182ba9146b4,50%,10%,50%,80%,group,0,0,0,1,,,stim,d1
3jnuzxxsfk,39687.59999999963,1197969,682b873bfd01f422295de4fe,,6851b6145b9a58eb29d70934,6851bde3d360f182ba9146b4,,,,,,,,,,The second student had not had a good morning,,ans,d1
3jnuzxxsfk,11956.900000000373,1219247,682b873bfd01f422295de4fe,0,6851b6145b9a58eb29d70934,6851bde3d360f182ba9146b4,50%,10%,50%,80%,job,1,1,0,0,,,stim,c4
3jnuzxxsfk,23764.5,1261263,682b873bfd01f422295de4fe,,6851b6145b9a58eb29d70934,6851bde3d360f182ba9146b4,,,,,,,,,,The files underlying Feature B were corrupted,,ans,c4
3jnuzxxsfk,15565.599999999627,1283786,682b873bfd01f422295de4fe,1,6851b6145b9a58eb29d70934,6851bde3d360f182ba9146b4,80%,50%,10%,50%,cook,0,1,0,1,,,stim,d2
3jnuzxxsfk,6412.5,1338910,682b873bfd01f422295de4fe,,6851b6145b9a58eb29d70934,6851bde3d360f182ba9146b4,,,,,,,,,,The dessert was not on the menu,,ans,d2
3jnuzxxsfk,31272.900000000373,1377954,682b873bfd01f422295de4fe,0,6851b6145b9a58eb29d70934,6851bde3d360f182ba9146b4,10%,70%,80%,50%,job,1,0,0,0,,,stim,c3
3jnuzxxsfk,7402,1406741,682b873bfd01f422295de4fe,,6851b6145b9a58eb29d70934,6851bde3d360f182ba9146b4,,,,,,,,,,The presented did not present Feature B,,ans,c3
3jnuzxxsfk,5582.200000001118,1417838,682b873bfd01f422295de4fe,0,6851b6145b9a58eb29d70934,6851bde3d360f182ba9146b4,50%,10%,50%,80%,group,0,0,0,0,,,stim,c1
3jnuzxxsfk,7846.10000000149,1439903,682b873bfd01f422295de4fe,,6851b6145b9a58eb29d70934,6851bde3d360f182ba9146b4,,,,,,,,,,The second student did not attend,,ans,c1
3jnuzxxsfk,16268.599999999627,1460495,682b873bfd01f422295de4fe,0,6851b6145b9a58eb29d70934,6851bde3d360f182ba9146b4,50%,10%,50%,80%,job,1,1,1,0,,,stim,c5
3jnuzxxsfk,16060.300000000745,1485880,682b873bfd01f422295de4fe,,6851b6145b9a58eb29d70934,6851bde3d360f182ba9146b4,,,,,,,,,,The files underlying Feature A were fine,,ans,c5
3jnuzxxsfk,7945,1503911,682b873bfd01f422295de4fe,0,6851b6145b9a58eb29d70934,6851bde3d360f182ba9146b4,10%,70%,80%,50%,job,1,0,0,1,,,stim,d4
3jnuzxxsfk,4691.5999999996275,1532738,682b873bfd01f422295de4fe,,6851b6145b9a58eb29d70934,6851bde3d360f182ba9146b4,,,,,,,,,,The files underlying Feature A were corrupted,,ans,d4
3jnuzxxsfk,23243.60000000149,1617318,682b873bfd01f422295de4fe,0,6851b6145b9a58eb29d70934,6851bde3d360f182ba9146b4,50%,10%,50%,80%,job,1,1,1,1,,,stim,d7
3jnuzxxsfk,38744.59999999963,1669150,682b873bfd01f422295de4fe,,6851b6145b9a58eb29d70934,6851bde3d360f182ba9146b4,,,,,,,,,,The files underlying Feature A were fine,,ans,d7
