"","X","A","uAuB","Au","B","Bu","E.x","E.y","pA","peA","pB","peB","Pr","PrUn","index","structure","posterior","groupPost","pgroup","trialtype","node","cesm","node2","node3"
"161",41,1,"00",0,1,0,0,0,0.1,0.5,0.8,0.5,0.02,0.25,13,"conjunctive",0.333333333333333,4,"1","c4","A",0.0375781312822255,"A","A=1"
"162",41,1,"00",0,1,0,0,0,0.1,0.5,0.8,0.5,0.02,0.25,13,"conjunctive",0.333333333333333,4,"1","c4","Au=0",0.147999519992262,"Au","Au=0"
"163",41,1,"00",0,1,0,0,0,0.1,0.5,0.8,0.5,0.02,0.25,13,"conjunctive",0.333333333333333,4,"1","c4","B",0.0158547212962469,"B","B=1"
"164",41,1,"00",0,1,0,0,0,0.1,0.5,0.8,0.5,0.02,0.25,13,"conjunctive",0.333333333333333,4,"1","c4","Bu=0",0.14888502762188,"Bu","Bu=0"
"165",42,1,"00",0,1,0,1,0,0.1,0.5,0.8,0.5,0.02,0.25,14,"conjunctive",0,5,"1","c5","A",0.0375503018027948,"A","A=1"
"166",42,1,"00",0,1,0,1,0,0.1,0.5,0.8,0.5,0.02,0.25,14,"conjunctive",0,5,"1","c5","Au=0",0.14896211201371,"Au","Au=0"
"167",42,1,"00",0,1,0,1,0,0.1,0.5,0.8,0.5,0.02,0.25,14,"conjunctive",0,5,"1","c5","B",0.0159489054548446,"B","B=1"
"168",42,1,"00",0,1,0,1,0,0.1,0.5,0.8,0.5,0.02,0.25,14,"conjunctive",0,5,"1","c5","Bu=0",0.149767171486683,"Bu","Bu=0"
"169",43,1,"01",0,1,1,0,0,0.1,0.5,0.8,0.5,0.02,0.25,15,"conjunctive",0.333333333333333,4,"1","c4","A",0.0938652723442357,"A","A=1"
"170",43,1,"01",0,1,1,0,0,0.1,0.5,0.8,0.5,0.02,0.25,15,"conjunctive",0.333333333333333,4,"1","c4","Au=0",0.369543416029818,"Au","Au=0"
"171",43,1,"01",0,1,1,0,0,0.1,0.5,0.8,0.5,0.02,0.25,15,"conjunctive",0.333333333333333,4,"1","c4","B",0.0392707745501788,"B","B=1"
"172",43,1,"01",0,1,1,0,0,0.1,0.5,0.8,0.5,0.02,0.25,15,"conjunctive",0.333333333333333,4,"1","c4","Bu=1",0.0649717273364069,"Bu","Bu=1"
"173",44,1,"01",0,1,1,1,0,0.1,0.5,0.8,0.5,0.02,0.25,16,"conjunctive",0,5,"1","c5","A",0.0934716103772392,"A","A=1"
"174",44,1,"01",0,1,1,1,0,0.1,0.5,0.8,0.5,0.02,0.25,16,"conjunctive",0,5,"1","c5","Au=0",0.369492172451312,"Au","Au=0"
"175",44,1,"01",0,1,1,1,0,0.1,0.5,0.8,0.5,0.02,0.25,16,"conjunctive",0,5,"1","c5","B",0.0391530122478718,"B","B=1"
"176",44,1,"01",0,1,1,1,0,0.1,0.5,0.8,0.5,0.02,0.25,16,"conjunctive",0,5,"1","c5","Bu=1",0.0647304990941484,"Bu","Bu=1"
"177",45,1,"10",1,1,0,0,0,0.1,0.5,0.8,0.5,0.02,0.25,17,"conjunctive",0.333333333333333,4,"1","c4","A",0.0945739684726334,"A","A=1"
"178",45,1,"10",1,1,0,0,0,0.1,0.5,0.8,0.5,0.02,0.25,17,"conjunctive",0.333333333333333,4,"1","c4","Au=1",0.0649909255890223,"Au","Au=1"
"179",45,1,"10",1,1,0,0,0,0.1,0.5,0.8,0.5,0.02,0.25,17,"conjunctive",0.333333333333333,4,"1","c4","B",0.0393028217033584,"B","B=1"
"180",45,1,"10",1,1,0,0,0,0.1,0.5,0.8,0.5,0.02,0.25,17,"conjunctive",0.333333333333333,4,"1","c4","Bu=0",0.367981607794046,"Bu","Bu=0"
"181",46,1,"10",1,1,0,1,0,0.1,0.5,0.8,0.5,0.02,0.25,18,"conjunctive",0,5,"1","c5","A",0.0943097648605632,"A","A=1"
"182",46,1,"10",1,1,0,1,0,0.1,0.5,0.8,0.5,0.02,0.25,18,"conjunctive",0,5,"1","c5","Au=1",0.0652340077848027,"Au","Au=1"
"183",46,1,"10",1,1,0,1,0,0.1,0.5,0.8,0.5,0.02,0.25,18,"conjunctive",0,5,"1","c5","B",0.03925370546163,"B","B=1"
"184",46,1,"10",1,1,0,1,0,0.1,0.5,0.8,0.5,0.02,0.25,18,"conjunctive",0,5,"1","c5","Bu=0",0.367971106300903,"Bu","Bu=0"
"185",47,1,"11",1,1,1,0,1,0.1,0.5,0.8,0.5,0.02,0.25,19,"conjunctive",0,4,"1","c4","A",0.301861938147605,"A","A=1"
"186",47,1,"11",1,1,1,0,1,0.1,0.5,0.8,0.5,0.02,0.25,19,"conjunctive",0,4,"1","c4","Au=1",0.208182679672559,"Au","Au=1"
"187",47,1,"11",1,1,1,0,1,0.1,0.5,0.8,0.5,0.02,0.25,19,"conjunctive",0,4,"1","c4","B",0.124904330768754,"B","B=1"
"188",47,1,"11",1,1,1,0,1,0.1,0.5,0.8,0.5,0.02,0.25,19,"conjunctive",0,4,"1","c4","Bu=1",0.208648347556957,"Bu","Bu=1"
"189",48,1,"11",1,1,1,1,1,0.1,0.5,0.8,0.5,0.02,0.25,20,"conjunctive",1,5,"1","c5","A",0.301180270389289,"A","A=1"
"190",48,1,"11",1,1,1,1,1,0.1,0.5,0.8,0.5,0.02,0.25,20,"conjunctive",1,5,"1","c5","Au=1",0.20842745950501,"Au","Au=1"
"191",48,1,"11",1,1,1,1,1,0.1,0.5,0.8,0.5,0.02,0.25,20,"conjunctive",1,5,"1","c5","B",0.124506874137086,"B","B=1"
"192",48,1,"11",1,1,1,1,1,0.1,0.5,0.8,0.5,0.02,0.25,20,"conjunctive",1,5,"1","c5","Bu=1",0.208070158732191,"Bu","Bu=1"
"193",481,0,"00",0,0,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,1,"disjunctive",0.18,1,"2","d1","A",0.0265923191550447,"A","A=0"
"194",481,0,"00",0,0,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,1,"disjunctive",0.18,1,"2","d1","Au=0",0.0627974703407897,"Au","Au=0"
"195",481,0,"00",0,0,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,1,"disjunctive",0.18,1,"2","d1","B",0.216948411727253,"B","B=0"
"196",481,0,"00",0,0,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,1,"disjunctive",0.18,1,"2","d1","Bu=0",0.161023267836024,"Bu","Bu=0"
"197",482,0,"01",0,0,1,0,0,0.5,0.9,0.5,0.8,0.18,0.72,2,"disjunctive",0.72,1,"2","d1","A",0.0129683888301522,"A","A=0"
"198",482,0,"01",0,0,1,0,0,0.5,0.9,0.5,0.8,0.18,0.72,2,"disjunctive",0.72,1,"2","d1","Au=0",0.0310751534855056,"Au","Au=0"
"199",482,0,"01",0,0,1,0,0,0.5,0.9,0.5,0.8,0.18,0.72,2,"disjunctive",0.72,1,"2","d1","B",0.474254017793192,"B","B=0"
"200",482,0,"01",0,0,1,0,0,0.5,0.9,0.5,0.8,0.18,0.72,2,"disjunctive",0.72,1,"2","d1","Bu=1",0.0501223154030967,"Bu","Bu=1"
"201",483,0,"10",1,0,0,0,0,0.5,0.1,0.5,0.2,0.005,0.02,3,"disjunctive",0.02,1,"2","d1","A",0.359496614034827,"A","A=0"
"202",483,0,"10",1,0,0,0,0,0.5,0.1,0.5,0.2,0.005,0.02,3,"disjunctive",0.02,1,"2","d1","Au=1",0.0924071129806226,"Au","Au=1"
"203",483,0,"10",1,0,0,0,0,0.5,0.1,0.5,0.2,0.005,0.02,3,"disjunctive",0.02,1,"2","d1","B",0.108923436481084,"B","B=0"
"204",483,0,"10",1,0,0,0,0,0.5,0.1,0.5,0.2,0.005,0.02,3,"disjunctive",0.02,1,"2","d1","Bu=0",0.0819648553461058,"Bu","Bu=0"
"205",484,0,"11",1,0,1,0,0,0.5,0.1,0.5,0.8,0.02,0.08,4,"disjunctive",0.08,1,"2","d1","A",0.264229839517079,"A","A=0"
"206",484,0,"11",1,0,1,0,0,0.5,0.1,0.5,0.8,0.02,0.08,4,"disjunctive",0.08,1,"2","d1","Au=1",0.0675552988086945,"Au","Au=1"
"207",484,0,"11",1,0,1,0,0,0.5,0.1,0.5,0.8,0.02,0.08,4,"disjunctive",0.08,1,"2","d1","B",0.351932111496463,"B","B=0"
"208",484,0,"11",1,0,1,0,0,0.5,0.1,0.5,0.8,0.02,0.08,4,"disjunctive",0.08,1,"2","d1","Bu=1",0.0371762511872551,"Bu","Bu=1"
"209",485,0,"00",0,1,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,5,"disjunctive",0.9,2,"2","d2","A",0.0105966442076966,"A","A=0"
"210",485,0,"00",0,1,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,5,"disjunctive",0.9,2,"2","d2","Au=0",0.0252620471805699,"Au","Au=0"
"211",485,0,"00",0,1,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,5,"disjunctive",0.9,2,"2","d2","B",0.104366726396581,"B","B=1"
"212",485,0,"00",0,1,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,5,"disjunctive",0.9,2,"2","d2","Bu=0",0.445400871363395,"Bu","Bu=0"
"213",486,0,"00",0,1,0,1,0,0.5,0.9,0.5,0.2,0.045,0.18,6,"disjunctive",0,3,"2","d3","A",0.010384550061032,"A","A=0"
"214",486,0,"00",0,1,0,1,0,0.5,0.9,0.5,0.2,0.045,0.18,6,"disjunctive",0,3,"2","d3","Au=0",0.0249260035500186,"Au","Au=0"
"215",486,0,"00",0,1,0,1,0,0.5,0.9,0.5,0.2,0.045,0.18,6,"disjunctive",0,3,"2","d3","B",0.105099005638991,"B","B=1"
"216",486,0,"00",0,1,0,1,0,0.5,0.9,0.5,0.2,0.045,0.18,6,"disjunctive",0,3,"2","d3","Bu=0",0.445371537939824,"Bu","Bu=0"
"217",487,0,"01",0,1,1,0,1,0.5,0.9,0.5,0.8,0.18,0.72,7,"disjunctive",0,2,"2","d2","A",0.00267564315916799,"A","A=0"
"218",487,0,"01",0,1,1,0,1,0.5,0.9,0.5,0.8,0.18,0.72,7,"disjunctive",0,2,"2","d2","Au=0",0.00638865820587159,"Au","Au=0"
"219",487,0,"01",0,1,1,0,1,0.5,0.9,0.5,0.8,0.18,0.72,7,"disjunctive",0,2,"2","d2","B",0.417697854011223,"B","B=1"
"220",487,0,"01",0,1,1,0,1,0.5,0.9,0.5,0.8,0.18,0.72,7,"disjunctive",0,2,"2","d2","Bu=1",0.251461595865332,"Bu","Bu=1"
"221",488,0,"01",0,1,1,1,1,0.5,0.9,0.5,0.8,0.18,0.72,8,"disjunctive",0.9,3,"2","d3","A",0.00266273931582363,"A","A=0"
"222",488,0,"01",0,1,1,1,1,0.5,0.9,0.5,0.8,0.18,0.72,8,"disjunctive",0.9,3,"2","d3","Au=0",0.00649378312016066,"Au","Au=0"
"223",488,0,"01",0,1,1,1,1,0.5,0.9,0.5,0.8,0.18,0.72,8,"disjunctive",0.9,3,"2","d3","B",0.417020059012125,"B","B=1"
"224",488,0,"01",0,1,1,1,1,0.5,0.9,0.5,0.8,0.18,0.72,8,"disjunctive",0.9,3,"2","d3","Bu=1",0.251161113883229,"Bu","Bu=1"
"225",489,0,"10",1,1,0,0,0,0.5,0.1,0.5,0.2,0.005,0.02,9,"disjunctive",0.1,2,"2","d2","A",0.228728923714375,"A","A=0"
"226",489,0,"10",1,1,0,0,0,0.5,0.1,0.5,0.2,0.005,0.02,9,"disjunctive",0.1,2,"2","d2","Au=1",0.0581930393854928,"Au","Au=1"
"227",489,0,"10",1,1,0,0,0,0.5,0.1,0.5,0.2,0.005,0.02,9,"disjunctive",0.1,2,"2","d2","B",0.0838913879624743,"B","B=1"
"228",489,0,"10",1,1,0,0,0,0.5,0.1,0.5,0.2,0.005,0.02,9,"disjunctive",0.1,2,"2","d2","Bu=0",0.355813160685202,"Bu","Bu=0"
"229",490,0,"10",1,1,0,1,0,0.5,0.1,0.5,0.2,0.005,0.02,10,"disjunctive",0,3,"2","d3","A",0.228292974726245,"A","A=0"
"230",490,0,"10",1,1,0,1,0,0.5,0.1,0.5,0.2,0.005,0.02,10,"disjunctive",0,3,"2","d3","Au=1",0.0587319412285883,"Au","Au=1"
"231",490,0,"10",1,1,0,1,0,0.5,0.1,0.5,0.2,0.005,0.02,10,"disjunctive",0,3,"2","d3","B",0.0841477601694272,"B","B=1"
"232",490,0,"10",1,1,0,1,0,0.5,0.1,0.5,0.2,0.005,0.02,10,"disjunctive",0,3,"2","d3","Bu=0",0.35582579551857,"Bu","Bu=0"
"233",491,0,"11",1,1,1,0,1,0.5,0.1,0.5,0.8,0.02,0.08,11,"disjunctive",0,2,"2","d2","A",0.0686023734004361,"A","A=0"
"234",491,0,"11",1,1,1,0,1,0.5,0.1,0.5,0.8,0.02,0.08,11,"disjunctive",0,2,"2","d2","Au=1",0.0174319550262376,"Au","Au=1"
"235",491,0,"11",1,1,1,0,1,0.5,0.1,0.5,0.8,0.02,0.08,11,"disjunctive",0,2,"2","d2","B",0.389834059474728,"B","B=1"
"236",491,0,"11",1,1,1,0,1,0.5,0.1,0.5,0.8,0.02,0.08,11,"disjunctive",0,2,"2","d2","Bu=1",0.234132076698842,"Bu","Bu=1"
"237",492,0,"11",1,1,1,1,1,0.5,0.1,0.5,0.8,0.02,0.08,12,"disjunctive",0.1,3,"2","d3","A",0.0681825921788296,"A","A=0"
"238",492,0,"11",1,1,1,1,1,0.5,0.1,0.5,0.8,0.02,0.08,12,"disjunctive",0.1,3,"2","d3","Au=1",0.0172447492164957,"Au","Au=1"
"239",492,0,"11",1,1,1,1,1,0.5,0.1,0.5,0.8,0.02,0.08,12,"disjunctive",0.1,3,"2","d3","B",0.389398080061727,"B","B=1"
"240",492,0,"11",1,1,1,1,1,0.5,0.1,0.5,0.8,0.02,0.08,12,"disjunctive",0.1,3,"2","d3","Bu=1",0.234065212784123,"Bu","Bu=1"
"241",493,1,"00",0,0,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,13,"disjunctive",0.2,4,"2","d4","A",0.0216821952589345,"A","A=1"
"242",493,1,"00",0,0,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,13,"disjunctive",0.2,4,"2","d4","Au=0",0.293220920827306,"Au","Au=0"
"243",493,1,"00",0,0,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,13,"disjunctive",0.2,4,"2","d4","B",0.175054685242228,"B","B=0"
"244",493,1,"00",0,0,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,13,"disjunctive",0.2,4,"2","d4","Bu=0",0.131225123100193,"Bu","Bu=0"
"245",494,1,"00",0,0,0,1,0,0.5,0.9,0.5,0.2,0.045,0.18,14,"disjunctive",0,5,"2","d5","A",0.0217948708552441,"A","A=1"
"246",494,1,"00",0,0,0,1,0,0.5,0.9,0.5,0.2,0.045,0.18,14,"disjunctive",0,5,"2","d5","Au=0",0.293150821983613,"Au","Au=0"
"247",494,1,"00",0,0,0,1,0,0.5,0.9,0.5,0.2,0.045,0.18,14,"disjunctive",0,5,"2","d5","B",0.174536042009392,"B","B=0"
"248",494,1,"00",0,0,0,1,0,0.5,0.9,0.5,0.2,0.045,0.18,14,"disjunctive",0,5,"2","d5","Bu=0",0.130582771339616,"Bu","Bu=0"
"249",495,1,"01",0,0,1,0,0,0.5,0.9,0.5,0.8,0.18,0.72,15,"disjunctive",0.8,4,"2","d4","A",0.0123402925435533,"A","A=1"
"250",495,1,"01",0,0,1,0,0,0.5,0.9,0.5,0.8,0.18,0.72,15,"disjunctive",0.8,4,"2","d4","Au=0",0.167750169135615,"Au","Au=0"
"251",495,1,"01",0,0,1,0,0,0.5,0.9,0.5,0.8,0.18,0.72,15,"disjunctive",0.8,4,"2","d4","B",0.442788938004057,"B","B=0"
"252",495,1,"01",0,0,1,0,0,0.5,0.9,0.5,0.8,0.18,0.72,15,"disjunctive",0.8,4,"2","d4","Bu=1",0.0469825561972724,"Bu","Bu=1"
"253",496,1,"01",0,0,1,1,0,0.5,0.9,0.5,0.8,0.18,0.72,16,"disjunctive",0,5,"2","d5","A",0.0126113003872904,"A","A=1"
"254",496,1,"01",0,0,1,1,0,0.5,0.9,0.5,0.8,0.18,0.72,16,"disjunctive",0,5,"2","d5","Au=0",0.169250515290413,"Au","Au=0"
"255",496,1,"01",0,0,1,1,0,0.5,0.9,0.5,0.8,0.18,0.72,16,"disjunctive",0,5,"2","d5","B",0.442845017266926,"B","B=0"
"256",496,1,"01",0,0,1,1,0,0.5,0.9,0.5,0.8,0.18,0.72,16,"disjunctive",0,5,"2","d5","Bu=1",0.04682120734148,"Bu","Bu=1"
"257",497,1,"10",1,0,0,0,1,0.5,0.1,0.5,0.2,0.005,0.02,17,"disjunctive",0,4,"2","d4","A",0.26079031897878,"A","A=1"
"258",497,1,"10",1,0,0,0,1,0.5,0.1,0.5,0.2,0.005,0.02,17,"disjunctive",0,4,"2","d4","Au=1",0.3768409211262,"Au","Au=1"
"259",497,1,"10",1,0,0,0,1,0.5,0.1,0.5,0.2,0.005,0.02,17,"disjunctive",0,4,"2","d4","B",0.0335785112827056,"B","B=0"
"260",497,1,"10",1,0,0,0,1,0.5,0.1,0.5,0.2,0.005,0.02,17,"disjunctive",0,4,"2","d4","Bu=0",0.025415521688072,"Bu","Bu=0"
"261",498,1,"10",1,0,0,1,1,0.5,0.1,0.5,0.2,0.005,0.02,18,"disjunctive",0.2,5,"2","d5","A",0.260950523531299,"A","A=1"
"262",498,1,"10",1,0,0,1,1,0.5,0.1,0.5,0.2,0.005,0.02,18,"disjunctive",0.2,5,"2","d5","Au=1",0.377573529857468,"Au","Au=1"
"263",498,1,"10",1,0,0,1,1,0.5,0.1,0.5,0.2,0.005,0.02,18,"disjunctive",0.2,5,"2","d5","B",0.0338491625803999,"B","B=0"
"264",498,1,"10",1,0,0,1,1,0.5,0.1,0.5,0.2,0.005,0.02,18,"disjunctive",0.2,5,"2","d5","Bu=0",0.0250681274986986,"Bu","Bu=0"
"265",499,1,"11",1,0,1,0,1,0.5,0.1,0.5,0.8,0.02,0.08,19,"disjunctive",0,4,"2","d4","A",0.239086116200739,"A","A=1"
"266",499,1,"11",1,0,1,0,1,0.5,0.1,0.5,0.8,0.02,0.08,19,"disjunctive",0,4,"2","d4","Au=1",0.345460371557924,"Au","Au=1"
"267",499,1,"11",1,0,1,0,1,0.5,0.1,0.5,0.8,0.02,0.08,19,"disjunctive",0,4,"2","d4","B",0.13588596591507,"B","B=0"
"268",499,1,"11",1,0,1,0,1,0.5,0.1,0.5,0.8,0.02,0.08,19,"disjunctive",0,4,"2","d4","Bu=1",0.0144231344450011,"Bu","Bu=1"
"269",500,1,"11",1,0,1,1,1,0.5,0.1,0.5,0.8,0.02,0.08,20,"disjunctive",0.8,5,"2","d5","A",0.238687484652054,"A","A=1"
"270",500,1,"11",1,0,1,1,1,0.5,0.1,0.5,0.8,0.02,0.08,20,"disjunctive",0.8,5,"2","d5","Au=1",0.345933353024415,"Au","Au=1"
"271",500,1,"11",1,0,1,1,1,0.5,0.1,0.5,0.8,0.02,0.08,20,"disjunctive",0.8,5,"2","d5","B",0.135813883190745,"B","B=0"
"272",500,1,"11",1,0,1,1,1,0.5,0.1,0.5,0.8,0.02,0.08,20,"disjunctive",0.8,5,"2","d5","Bu=1",0.0144192864659292,"Bu","Bu=1"
"273",501,1,"00",0,1,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,21,"disjunctive",1,6,"2","d6","A",0.0101507607444261,"A","A=1"
"274",501,1,"00",0,1,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,21,"disjunctive",1,6,"2","d6","Au=0",0.138627002515844,"Au","Au=0"
"275",501,1,"00",0,1,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,21,"disjunctive",1,6,"2","d6","B",0.10036320388501,"B","B=1"
"276",501,1,"00",0,1,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,21,"disjunctive",1,6,"2","d6","Bu=0",0.424459765482651,"Bu","Bu=0"
"277",502,1,"00",0,1,0,1,0,0.5,0.9,0.5,0.2,0.045,0.18,22,"disjunctive",0,7,"2","d7","A",0.0102150105442861,"A","A=1"
"278",502,1,"00",0,1,0,1,0,0.5,0.9,0.5,0.2,0.045,0.18,22,"disjunctive",0,7,"2","d7","Au=0",0.138699969211649,"Au","Au=0"
"279",502,1,"00",0,1,0,1,0,0.5,0.9,0.5,0.2,0.045,0.18,22,"disjunctive",0,7,"2","d7","B",0.100158669091044,"B","B=1"
"280",502,1,"00",0,1,0,1,0,0.5,0.9,0.5,0.2,0.045,0.18,22,"disjunctive",0,7,"2","d7","Bu=0",0.424501353088544,"Bu","Bu=0"
"281",503,1,"01",0,1,1,0,1,0.5,0.9,0.5,0.8,0.18,0.72,23,"disjunctive",0,6,"2","d6","A",0.00274664074876869,"A","A=1"
"282",503,1,"01",0,1,1,0,1,0.5,0.9,0.5,0.8,0.18,0.72,23,"disjunctive",0,6,"2","d6","Au=0",0.0364986683634038,"Au","Au=0"
"283",503,1,"01",0,1,1,0,1,0.5,0.9,0.5,0.8,0.18,0.72,23,"disjunctive",0,6,"2","d6","B",0.411949346724062,"B","B=1"
"284",503,1,"01",0,1,1,0,1,0.5,0.9,0.5,0.8,0.18,0.72,23,"disjunctive",0,6,"2","d6","Bu=1",0.247927273084479,"Bu","Bu=1"
"285",504,1,"01",0,1,1,1,1,0.5,0.9,0.5,0.8,0.18,0.72,24,"disjunctive",0.878048780487805,7,"2","d7","A",0.00268464918266993,"A","A=1"
"286",504,1,"01",0,1,1,1,1,0.5,0.9,0.5,0.8,0.18,0.72,24,"disjunctive",0.878048780487805,7,"2","d7","Au=0",0.0362756507923773,"Au","Au=0"
"287",504,1,"01",0,1,1,1,1,0.5,0.9,0.5,0.8,0.18,0.72,24,"disjunctive",0.878048780487805,7,"2","d7","B",0.41260314023225,"B","B=1"
"288",504,1,"01",0,1,1,1,1,0.5,0.9,0.5,0.8,0.18,0.72,24,"disjunctive",0.878048780487805,7,"2","d7","Bu=1",0.248031398393509,"Bu","Bu=1"
"289",505,1,"10",1,1,0,0,1,0.5,0.1,0.5,0.2,0.005,0.02,25,"disjunctive",0,6,"2","d6","A",0.226712981110604,"A","A=1"
"290",505,1,"10",1,1,0,0,1,0.5,0.1,0.5,0.2,0.005,0.02,25,"disjunctive",0,6,"2","d6","Au=1",0.326702660642988,"Au","Au=1"
"291",505,1,"10",1,1,0,0,1,0.5,0.1,0.5,0.2,0.005,0.02,25,"disjunctive",0,6,"2","d6","B",0.0356461517014556,"B","B=1"
"292",505,1,"10",1,1,0,0,1,0.5,0.1,0.5,0.2,0.005,0.02,25,"disjunctive",0,6,"2","d6","Bu=0",0.150022175409062,"Bu","Bu=0"
"293",506,1,"10",1,1,0,1,1,0.5,0.1,0.5,0.2,0.005,0.02,26,"disjunctive",0.024390243902439,7,"2","d7","A",0.226026830668115,"A","A=1"
"294",506,1,"10",1,1,0,1,1,0.5,0.1,0.5,0.2,0.005,0.02,26,"disjunctive",0.024390243902439,7,"2","d7","Au=1",0.32742843453083,"Au","Au=1"
"295",506,1,"10",1,1,0,1,1,0.5,0.1,0.5,0.2,0.005,0.02,26,"disjunctive",0.024390243902439,7,"2","d7","B",0.0349711477823049,"B","B=1"
"296",506,1,"10",1,1,0,1,1,0.5,0.1,0.5,0.2,0.005,0.02,26,"disjunctive",0.024390243902439,7,"2","d7","Bu=0",0.149073614312497,"Bu","Bu=0"
"297",507,1,"11",1,1,1,0,1,0.5,0.1,0.5,0.8,0.02,0.08,27,"disjunctive",0,6,"2","d6","A",0.0985403090658866,"A","A=1"
"298",507,1,"11",1,1,1,0,1,0.5,0.1,0.5,0.8,0.02,0.08,27,"disjunctive",0,6,"2","d6","Au=1",0.142633690133067,"Au","Au=1"
"299",507,1,"11",1,1,1,0,1,0.5,0.1,0.5,0.8,0.02,0.08,27,"disjunctive",0,6,"2","d6","B",0.240003114658654,"B","B=1"
"300",507,1,"11",1,1,1,0,1,0.5,0.1,0.5,0.8,0.02,0.08,27,"disjunctive",0,6,"2","d6","Bu=1",0.143975880230956,"Bu","Bu=1"
"301",508,1,"11",1,1,1,1,1,0.5,0.1,0.5,0.8,0.02,0.08,28,"disjunctive",0.0975609756097561,7,"2","d7","A",0.0985944259954962,"A","A=1"
"302",508,1,"11",1,1,1,1,1,0.5,0.1,0.5,0.8,0.02,0.08,28,"disjunctive",0.0975609756097561,7,"2","d7","Au=1",0.142517243478573,"Au","Au=1"
"303",508,1,"11",1,1,1,1,1,0.5,0.1,0.5,0.8,0.02,0.08,28,"disjunctive",0.0975609756097561,7,"2","d7","B",0.24094572542711,"B","B=1"
"304",508,1,"11",1,1,1,1,1,0.5,0.1,0.5,0.8,0.02,0.08,28,"disjunctive",0.0975609756097561,7,"2","d7","Bu=1",0.144077572547578,"Bu","Bu=1"
"305",509,0,"00",0,0,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,1,"conjunctive",0.18,1,"2","c1","A",0.0170769663514869,"A","A=0"
"306",509,0,"00",0,0,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,1,"conjunctive",0.18,1,"2","c1","Au=0",0.0387592222117808,"Au","Au=0"
"307",509,0,"00",0,0,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,1,"conjunctive",0.18,1,"2","c1","B",0.0157913115384174,"B","B=0"
"308",509,0,"00",0,0,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,1,"conjunctive",0.18,1,"2","c1","Bu=0",0.0123459078127282,"Bu","Bu=0"
"309",510,0,"01",0,0,1,0,0,0.5,0.9,0.5,0.8,0.18,0.72,2,"conjunctive",0.72,1,"2","c1","A",0.0297860111803243,"A","A=0"
"310",510,0,"01",0,0,1,0,0,0.5,0.9,0.5,0.8,0.18,0.72,2,"conjunctive",0.72,1,"2","c1","Au=0",0.0707814665176008,"Au","Au=0"
"311",510,0,"01",0,0,1,0,0,0.5,0.9,0.5,0.8,0.18,0.72,2,"conjunctive",0.72,1,"2","c1","B",0.0302389365357801,"B","B=0"
"312",510,0,"01",0,0,1,0,0,0.5,0.9,0.5,0.8,0.18,0.72,2,"conjunctive",0.72,1,"2","c1","Bu=1",0.00329251893763142,"Bu","Bu=1"
"313",511,0,"10",1,0,0,0,0,0.5,0.1,0.5,0.2,0.005,0.02,3,"conjunctive",0.02,1,"2","c1","A",0.075482985700916,"A","A=0"
"314",511,0,"10",1,0,0,0,0,0.5,0.1,0.5,0.2,0.005,0.02,3,"conjunctive",0.02,1,"2","c1","Au=1",0.0190111046745215,"Au","Au=1"
"315",511,0,"10",1,0,0,0,0,0.5,0.1,0.5,0.2,0.005,0.02,3,"conjunctive",0.02,1,"2","c1","B",0.0748620623100076,"B","B=0"
"316",511,0,"10",1,0,0,0,0,0.5,0.1,0.5,0.2,0.005,0.02,3,"conjunctive",0.02,1,"2","c1","Bu=0",0.0566865728789204,"Bu","Bu=0"
"317",512,0,"11",1,0,1,0,0,0.5,0.1,0.5,0.8,0.02,0.08,4,"conjunctive",0.08,1,"2","c1","A",0.150165707053582,"A","A=0"
"318",512,0,"11",1,0,1,0,0,0.5,0.1,0.5,0.8,0.02,0.08,4,"conjunctive",0.08,1,"2","c1","Au=1",0.0381843759890375,"Au","Au=1"
"319",512,0,"11",1,0,1,0,0,0.5,0.1,0.5,0.8,0.02,0.08,4,"conjunctive",0.08,1,"2","c1","B",0.148698957460582,"B","B=0"
"320",512,0,"11",1,0,1,0,0,0.5,0.1,0.5,0.8,0.02,0.08,4,"conjunctive",0.08,1,"2","c1","Bu=1",0.015792880169147,"Bu","Bu=1"
"321",513,0,"00",0,1,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,5,"conjunctive",0.18,2,"2","c2","A",0.0362079522301162,"A","A=0"
