"","X","A","B","uAuB","Au","Bu","E.x","E.y","pA","peA","pB","peB","Pr","PrUn","index","structure","posterior","groupPost","pgroup","trialtype","node","cesm","node2","node3"
"149",38,1,0,"01",0,1,0,0,0.1,0.5,0.2,0.5,0.005,0.25,10,"conjunctive",0.25,3,"1","c3","A",0.0462149666914165,"A","A=1"
"150",38,1,0,"01",0,1,0,0,0.1,0.5,0.2,0.5,0.005,0.25,10,"conjunctive",0.25,3,"1","c3","Au=0",0.179492211694833,"Au","Au=0"
"151",38,1,0,"01",0,1,0,0,0.1,0.5,0.2,0.5,0.005,0.25,10,"conjunctive",0.25,3,"1","c3","B",0.133868109945436,"B","B=0"
"152",38,1,0,"01",0,1,0,0,0.1,0.5,0.2,0.5,0.005,0.25,10,"conjunctive",0.25,3,"1","c3","Bu=1",0.0318556170367285,"Bu","Bu=1"
"153",39,1,0,"10",1,0,0,0,0.1,0.5,0.2,0.5,0.005,0.25,11,"conjunctive",0.25,3,"1","c3","A",0.0376328767888979,"A","A=1"
"154",39,1,0,"10",1,0,0,0,0.1,0.5,0.2,0.5,0.005,0.25,11,"conjunctive",0.25,3,"1","c3","Au=1",0.148445510767363,"Au","Au=1"
"155",39,1,0,"10",1,0,0,0,0.1,0.5,0.2,0.5,0.005,0.25,11,"conjunctive",0.25,3,"1","c3","B",0.0161300867619252,"B","B=0"
"156",39,1,0,"10",1,0,0,0,0.1,0.5,0.2,0.5,0.005,0.25,11,"conjunctive",0.25,3,"1","c3","Bu=0",0.148309638909075,"Bu","Bu=0"
"157",40,1,0,"11",1,1,0,0,0.1,0.5,0.2,0.5,0.005,0.25,12,"conjunctive",0.25,3,"1","c3","A",0.0946871328943885,"A","A=1"
"158",40,1,0,"11",1,1,0,0,0.1,0.5,0.2,0.5,0.005,0.25,12,"conjunctive",0.25,3,"1","c3","Au=1",0.36932100676046,"Au","Au=1"
"159",40,1,0,"11",1,1,0,0,0.1,0.5,0.2,0.5,0.005,0.25,12,"conjunctive",0.25,3,"1","c3","B",0.0390983887567797,"B","B=0"
"160",40,1,0,"11",1,1,0,0,0.1,0.5,0.2,0.5,0.005,0.25,12,"conjunctive",0.25,3,"1","c3","Bu=1",0.0655287757708141,"Bu","Bu=1"
