"","trial_id","node3","full","noAct","noInf","noSelect","noActnoInf","noActnoSelect","noInfnoSelect","noActnoInfnoSelect","noKind","noActnoKind","noInfnoKind","noKindnoSelect","noActnoInfnoKind","noActnoKindnoSelect","noInfnoKindnoSelect","noActnoInfnoKindnoSelect","baseline","n","prop","pgroup","Actual","A","B","E","include"
"1","1_c1","A=0",0.230523750433245,0.228566394905427,0.262246275923021,0.306851184036336,0.246469554999913,0.320564827002333,0.328334672352406,0.22574606755703,0.233131477281708,0.230910880638125,0.266350077326662,0.308551423990416,0.248961698072952,0.327663248973856,0.273798977441278,0.218528254819714,0.125,18,0.253521126760563,1,TRUE,0,0,0,TRUE
"2","1_c1","A=1",0.0235018985793402,0.0247206490174946,0.0245749355564134,0.0302719034930605,0.0284572100755716,0.0438151033791275,0.0451837077574647,0.025698207330913,0.0228847818395591,0.0238988450750771,0.023451505018702,0.0265061818869882,0.0258124147534712,0.04515061555205,0.0233815474814938,0.0260943942195984,0.125,0,0,1,NA,0,0,0,FALSE
"3","1_c1","Au=0",0.145140850684531,0.146397675765124,0.138406589414422,0.109760226516877,0.141556400087399,0.0678100348092697,0.0775892272739224,0.124277862556029,0.144875987564728,0.146298714568255,0.138042382353517,0.112324280629176,0.142167175132018,0.063593067737047,0.132173815285758,0.127688675480344,0.125,1,0.0140845070422535,1,TRUE,0,0,0,TRUE
"4","1_c1","Au=1",0.136276604241915,0.134391921453992,0.127086049621689,0.0531166859537263,0.127558043241285,0.0678100348092697,0.048892392616207,0.124277862556029,0.135784032581723,0.134011052334991,0.126424742203826,0.052618113493419,0.127870389935862,0.063593067737047,0.0706456597914696,0.127688675480344,0.125,3,0.0422535211267606,1,FALSE,0,0,0,TRUE
"5","1_c1","B=0",0.159827433603302,0.160628542505132,0.157864509737723,0.306851184036336,0.158640754319095,0.320564827002333,0.328334672352406,0.22574606755703,0.159973856172084,0.160892527318095,0.158065313798138,0.308551423990416,0.159597274578269,0.327663248973856,0.273798977441278,0.218528254819714,0.125,38,0.535211267605634,1,TRUE,0,0,0,TRUE
"6","1_c1","B=1",0.0235018985793402,0.0247206490174946,0.0245749355564134,0.0302719034930605,0.0284572100755716,0.0438151033791275,0.0451837077574647,0.025698207330913,0.0228847818395591,0.0238988450750771,0.023451505018702,0.0265061818869882,0.0258124147534712,0.04515061555205,0.0233815474814938,0.0260943942195984,0.125,2,0.028169014084507,1,NA,0,0,0,FALSE
"7","1_c1","Bu=0",0.14495095963641,0.146213355491747,0.138160654568629,0.109760226516877,0.141338536886194,0.0678100348092697,0.0775892272739224,0.124277862556029,0.144681050138916,0.146109891735847,0.137789732076627,0.112324280629176,0.141944777147508,0.063593067737047,0.132173815285758,0.127688675480344,0.125,5,0.0704225352112676,1,TRUE,0,0,0,TRUE
"8","1_c1","Bu=1",0.136276604241915,0.134360811843589,0.127086049621689,0.0531166859537263,0.127522290314971,0.0678100348092697,0.048892392616207,0.124277862556029,0.135784032581723,0.133979243254533,0.126424742203826,0.052618113493419,0.12783385562645,0.063593067737047,0.0706456597914696,0.127688675480344,0.125,4,0.0563380281690141,1,FALSE,0,0,0,TRUE
"9","1_c2","A=0",0.336651731052589,0.333833175311128,0.420774472260192,0.446067726294935,0.384142778721129,0.523373392681213,0.548682715814616,0.272874852882872,0.343172955703314,0.339560755768878,0.430654235977625,0.444232691161965,0.389037012236867,0.549974562871606,0.357225686226928,0.259465511063018,0.125,36,0.580645161290323,1,TRUE,0,1,0,TRUE
"10","1_c2","A=1",0.0235018985793402,0.0247206490174946,0.0245749355564134,0.0302719034930605,0.0284572100755716,0.0438151033791275,0.0451837077574647,0.025698207330913,0.0228847818395591,0.0238988450750771,0.023451505018702,0.0265061818869882,0.0258124147534712,0.04515061555205,0.0233815474814938,0.0260943942195984,0.125,1,0.0161290322580645,1,NA,0,1,0,FALSE
