"","A","B","Au","Bu","E.x","E.y","pA","peA","pB","peB","Pr","PrUn","index","structure","posterior","groupPost","pgroup","mA","mAu","mB","mBu","cfsA","cfaAu","cfsB","cfsBu","Sum","run"
"30",0,0,0,1,0,0,0.9,0.5,0.2,0.5,0.045,0.25,2,"conjunctive",0.25,1,1,0.15963631305575,0.0678701747519729,0.0504437443750167,-0.0120098553991531,3083,14965,24161,15105,99919,1
"31",0,0,1,0,0,0,0.9,0.5,0.2,0.5,0.045,0.25,3,"conjunctive",0.25,1,1,0.152162838393866,-0.0640310246501263,0.0067497127906581,0.0640461390584142,3018,85053,94053,14941,99928,1
"32",0,0,1,1,0,0,0.9,0.5,0.2,0.5,0.045,0.25,4,"conjunctive",0.25,1,1,0.347357532464903,-0.146438307433389,0.0155349544456079,-0.0258420542529511,3041,85000,94005,15000,99623,1
"33",0,1,0,0,0,0,0.9,0.5,0.8,0.5,0.18,0.25,5,"conjunctive",0.25,2,1,0.171140488616608,0.0127411907269187,-0.0538014659232962,0.0718990304062715,3016,84873,76065,14980,99909,1
"34",0,1,0,1,0,0,0.9,0.5,0.8,0.5,0.18,0.25,6,"conjunctive",0.25,2,1,0.414168072241591,0.0304769882197621,-0.129514430857843,-0.0306700484642861,2996,85083,75997,15078,99473,1
"35",0,1,1,0,0,0,0.9,0.5,0.8,0.5,0.18,0.25,7,"conjunctive",0.25,2,1,0.345666443627124,-0.0252757894614559,-0.0151478403408109,0.143145357375374,2943,14990,5956,15025,99639,1
"36",0,1,1,1,0,0,0.9,0.5,0.8,0.5,0.18,0.25,8,"conjunctive",0.25,2,1,0.821650093058405,-0.0602835330593118,-0.0363603193631502,-0.0605950101150685,2988,14877,5978,15008,97963,1
"37",1,0,0,0,0,0,0.1,0.5,0.2,0.5,0.005,0.25,9,"conjunctive",0.25,3,1,-0.0391626560334678,0.154298423770289,0.114033236983646,0.153657653047062,26855,14927,24314,15033,99584,1
"38",1,0,0,1,0,0,0.1,0.5,0.2,0.5,0.005,0.25,10,"conjunctive",0.25,3,1,-0.091236656700623,0.357332899968718,0.265472516681918,-0.0627251687654934,27074,14937,24136,14928,97807,1
"39",1,0,1,0,0,0,0.1,0.5,0.2,0.5,0.005,0.25,11,"conjunctive",0.25,3,1,-0.0761630981454388,-0.298517206872609,0.0321424884538455,0.297722525247915,26989,85027,93823,15041,98455,1
"40",1,0,1,1,0,0,0.1,0.5,0.2,0.5,0.005,0.25,12,"conjunctive",0.25,3,1,-0.186287773566776,-0.733089651932783,0.0789367253163945,-0.129327395147019,26877,85057,93809,15049,91373,1
"41",1,1,0,0,0,0,0.1,0.5,0.8,0.5,0.02,0.25,13,"conjunctive",0.333333333333333,4,1,-0.0932838024322552,0.064930964435903,-0.272574052749641,0.363543731860101,26892,84874,75849,15182,97689,1
"42",1,1,0,0,1,0,0.1,0.5,0.8,0.5,0.02,0.25,14,"conjunctive",0,5,1,0.0911511239263617,-0.062682138624069,0.266472359778939,-0.358688147284721,27120,85036,76078,14788,2184,1
"43",1,1,0,1,0,0,0.1,0.5,0.8,0.5,0.02,0.25,15,"conjunctive",0.333333333333333,4,1,-0.232250577389456,0.160081145179936,-0.678810428877448,-0.158857597082152,27142,84963,76090,14842,87352,1
"44",1,1,0,1,1,0,0.1,0.5,0.8,0.5,0.02,0.25,16,"conjunctive",0,5,1,0.232812175890696,-0.159983966131332,0.675344212604135,0.160298417647747,27125,85051,75799,14999,12711,1
"45",1,1,1,0,0,0,0.1,0.5,0.8,0.5,0.02,0.25,17,"conjunctive",0.333333333333333,4,1,-0.1890675116426,-0.130083166454471,-0.0793721850747258,0.739346053569448,27005,14903,6121,15021,91189,1
"46",1,1,1,0,1,0,0.1,0.5,0.8,0.5,0.02,0.25,18,"conjunctive",0,5,1,0.186999621490849,0.130015605455636,0.0781826771402319,-0.732703023247037,26915,15112,6048,15029,8672,1
"47",1,1,1,1,0,1,0.1,0.5,0.8,0.5,0.02,0.25,19,"conjunctive",0,4,1,-0.606331412397493,-0.415883704907788,-0.249870377425456,-0.414701880031153,27113,14894,5942,14822,50294,1
"48",1,1,1,1,1,1,0.1,0.5,0.8,0.5,0.02,0.25,20,"conjunctive",1,5,1,0.602488067424203,0.415947283698147,0.248646191853967,0.416470044181819,26971,14968,5918,15000,49568,1
"49",0,0,0,0,0,0,0.9,0.5,0.2,0.5,0.045,0.25,1,"disjunctive",0.25,1,1,0.129807406891673,0.0581745843026871,0.324855207772758,0.432541592486871,3067,15070,23976,15067,95943,2
"50",0,0,0,1,0,0,0.9,0.5,0.2,0.5,0.045,0.25,2,"disjunctive",0.25,1,1,0.0553903255425978,0.0252559720906573,0.889687614322828,-0.209762702142375,3063,14954,23859,15078,79373,2
"51",0,0,1,0,0,0,0.9,0.5,0.2,0.5,0.045,0.25,3,"disjunctive",0.25,1,1,0.0566919510660881,-0.0234785735935269,0.101283905134077,0.951612168890356,3056,85112,94014,15084,85443,2
"52",0,0,1,1,0,0,0.9,0.5,0.2,0.5,0.045,0.25,4,"disjunctive",0.25,1,1,0.01758889841221,-0.00495100493933584,0.500226929890383,-0.837006060180004,3087,85084,93985,15174,20185,2
"53",0,1,0,0,0,0,0.9,0.5,0.8,0.5,0.18,0.25,5,"disjunctive",0.5,2,1,0.584564395966303,0.0464573176836081,-0.264897097347041,0.348686920370992,3091,84921,75934,15072,93858,2
"54",0,1,0,0,1,0,0.9,0.5,0.8,0.5,0.18,0.25,6,"disjunctive",0,3,1,-0.579050715875404,-0.039873488969435,0.259945599536297,-0.355147933767917,2954,85017,75865,14987,6097,2
"55",0,1,0,1,0,1,0.9,0.5,0.8,0.5,0.18,0.25,7,"disjunctive",0,2,1,0.280229120472557,0.021103724258678,-0.848048050053792,-0.196043637336595,2961,84904,76367,14844,77905,2
"56",0,1,0,1,1,1,0.9,0.5,0.8,0.5,0.18,0.25,8,"disjunctive",0.5,3,1,-0.282565494521397,-0.015807894919102,0.845197244029635,0.197691519255336,3141,84931,76150,14889,22409,2
"57",0,1,1,0,0,0,0.9,0.5,0.8,0.5,0.18,0.25,9,"disjunctive",0.5,2,1,0.337514927743745,-0.0295396339738991,-0.0966838462090114,0.887519767714043,3036,15275,6038,14882,83842,2
"58",0,1,1,0,1,0,0.9,0.5,0.8,0.5,0.18,0.25,10,"disjunctive",0,3,1,-0.346757346310801,0.0292645254523833,0.092191719969082,-0.882456627232618,3056,15008,6022,14816,16163,2
"59",0,1,1,1,0,1,0.9,0.5,0.8,0.5,0.18,0.25,11,"disjunctive",0,2,1,0.0745378610062778,-0.0116191136397585,-0.496792285396659,-0.823854048231629,3084,14801,5918,14776,19317,2
"60",0,1,1,1,1,1,0.9,0.5,0.8,0.5,0.18,0.25,12,"disjunctive",0.5,3,1,-0.07678756998079,0.00290762947346812,0.495470079135234,0.823816219059458,3020,14863,5913,14910,80562,2
"61",1,0,0,0,0,0,0.1,0.5,0.2,0.5,0.005,0.25,13,"disjunctive",0.5,4,1,-0.180572878313602,0.715787025928406,0.166172209527162,0.225024333423418,27088,14897,24148,15135,85903,2
"62",1,0,0,0,1,0,0.1,0.5,0.2,0.5,0.005,0.25,14,"disjunctive",0,5,1,0.184628499160389,-0.727045860015159,-0.158203441461143,-0.21935533733032,27024,14902,23759,14756,13933,2
"63",1,0,0,1,0,0,0.1,0.5,0.2,0.5,0.005,0.25,15,"disjunctive",0.5,4,1,-0.117964575234373,0.45811312520705,0.7119959276636,-0.168757114287703,26972,14906,24071,14901,70773,2
"64",1,0,0,1,1,0,0.1,0.5,0.2,0.5,0.005,0.25,16,"disjunctive",0,5,1,0.116721347972047,-0.462008077366896,-0.709677932431017,0.166446377517808,27104,15096,23824,15285,29065,2
"65",1,0,1,0,0,1,0.1,0.5,0.2,0.5,0.005,0.25,17,"disjunctive",0,4,1,-0.134829542072001,-0.521294369969863,0.0768018141200636,0.708761882720377,27185,85088,93957,15243,76483,2
"66",1,0,1,0,1,1,0.1,0.5,0.2,0.5,0.005,0.25,18,"disjunctive",0.5,5,1,0.136484287720507,0.527313983235587,-0.072312822790476,-0.706943639962913,27128,85033,94039,15019,23461,2
"67",1,0,1,1,0,1,0.1,0.5,0.2,0.5,0.005,0.25,19,"disjunctive",0,4,1,-0.0372571256164972,-0.133132044265846,0.468910361034689,-0.778773053432709,27390,84830,93982,14921,17814,2
"68",1,0,1,1,1,1,0.1,0.5,0.2,0.5,0.005,0.25,20,"disjunctive",0.5,5,1,0.0329337992772132,0.138214236154639,-0.466385370785292,0.779335943321942,26965,84908,94018,15022,82171,2
"69",1,1,0,0,0,0,0.1,0.5,0.8,0.5,0.02,0.25,21,"disjunctive",1,6,1,-0.75632623221339,0.522007605625052,-0.0540721913458488,0.0691765820041006,26958,85019,75788,14970,36431,2
"70",1,1,0,0,1,0,0.1,0.5,0.8,0.5,0.02,0.25,22,"disjunctive",0,7,1,0.755048596323351,-0.524347537236961,0.0493862406349202,-0.0661131605080891,26786,85000,76090,15108,63573,2
"71",1,1,0,1,0,1,0.1,0.5,0.8,0.5,0.02,0.25,23,"disjunctive",0,6,1,-0.656372802368532,0.445432556343308,-0.296136224404798,-0.0705783290084482,26955,84909,76082,14923,30204,2
"72",1,1,0,1,1,1,0.1,0.5,0.8,0.5,0.02,0.25,24,"disjunctive",0.333333333333333,7,1,0.654950437475764,-0.450931685963099,0.30003404406536,0.0747532086047717,26960,85005,75792,15025,69855,2
"73",1,1,1,0,0,1,0.1,0.5,0.8,0.5,0.02,0.25,25,"disjunctive",0,6,1,-0.688041730881992,-0.473100825911423,-0.0356750046231723,0.272448491053749,27078,15198,6112,14988,32754,2
"74",1,1,1,0,1,1,0.1,0.5,0.8,0.5,0.02,0.25,26,"disjunctive",0.333333333333333,7,1,0.694334056060422,0.478856870484589,0.0273615157532829,-0.271886945039548,26899,15126,6051,14875,67375,2
"75",1,1,1,1,0,1,0.1,0.5,0.8,0.5,0.02,0.25,27,"disjunctive",0,6,1,-0.283231250092584,-0.201966506445977,-0.301158852273708,-0.47094620191863,26862,15177,6091,15026,7642,2
"76",1,1,1,1,1,1,0.1,0.5,0.8,0.5,0.02,0.25,28,"disjunctive",0.333333333333333,7,1,0.283650726725183,0.19735304275486,0.298366331962285,0.473657013447102,27084,15006,6101,14941,92355,2
"77",0,0,0,0,0,0,0.9,0.5,0.2,0.5,0.045,0.25,1,"conjunctive",0.25,1,1,0.0598470479755842,0.0249660596018951,0.0186091171259095,0.0248241063700905,2980,15002,24109,15148,99989,2
"78",0,0,0,1,0,0,0.9,0.5,0.2,0.5,0.045,0.25,2,"conjunctive",0.25,1,1,0.149272500312987,0.0618050774294961,0.046073202490596,-0.0108478013271557,2921,14931,24003,14931,99933,2
"79",0,0,1,0,0,0,0.9,0.5,0.2,0.5,0.045,0.25,3,"conjunctive",0.25,1,1,0.127211903536575,-0.0518372363031104,0.00560102053787587,0.0521109759571094,2882,84838,93868,15027,99952,2
"80",0,0,1,1,0,0,0.9,0.5,0.2,0.5,0.045,0.25,4,"conjunctive",0.25,1,1,0.331114045664863,-0.141037927703842,0.014957264896121,-0.0245957418144174,3061,85176,93930,14875,99655,2
"81",0,1,0,0,0,0,0.9,0.5,0.8,0.5,0.18,0.25,5,"conjunctive",0.25,2,1,0.158667296300563,0.0116864902197829,-0.0493930891087047,0.0661069045799344,2970,84945,75996,14990,99923,2
"82",0,1,0,1,0,0,0.9,0.5,0.8,0.5,0.18,0.25,6,"conjunctive",0.25,2,1,0.40807712103098,0.030375968505891,-0.129137828869057,-0.0302261628865138,3032,84947,76206,14927,99482,2
"83",0,1,1,0,0,0,0.9,0.5,0.8,0.5,0.18,0.25,7,"conjunctive",0.25,2,1,0.340065947695982,-0.025279671490552,-0.0152000649708211,0.143883201205124,3005,15137,6058,14753,99643,2
"84",0,1,1,1,0,0,0.9,0.5,0.8,0.5,0.18,0.25,8,"conjunctive",0.25,2,1,0.823267522281205,-0.0601055269810373,-0.0359707120825059,-0.0592971412205595,2897,15158,6014,14813,98018,2
"85",1,0,0,0,0,0,0.1,0.5,0.2,0.5,0.005,0.25,9,"conjunctive",0.25,3,1,-0.037813028574685,0.14904409452775,0.110734860542074,0.148996711305276,27108,14754,23870,14762,99617,2
"86",1,0,0,1,0,0,0.1,0.5,0.2,0.5,0.005,0.25,10,"conjunctive",0.25,3,1,-0.0913267258360519,0.358487963264,0.26740117275095,-0.0631999476780147,27012,14920,23965,15055,97796,2
"87",1,0,1,0,0,0,0.1,0.5,0.2,0.5,0.005,0.25,11,"conjunctive",0.25,3,1,-0.077121500886528,-0.30069200907699,0.0321826857851654,0.299217955498581,27097,84963,93921,15163,98425,2
"88",1,0,1,1,0,0,0.1,0.5,0.2,0.5,0.005,0.25,12,"conjunctive",0.25,3,1,-0.187332743433202,-0.739244162704627,0.0783092208955442,-0.130804186800877,26807,85082,93985,15151,91256,2
"89",1,1,0,0,0,0,0.1,0.5,0.8,0.5,0.02,0.25,13,"conjunctive",0.333333333333333,4,1,-0.0925292935669214,0.0632602145678776,-0.267886255323702,0.361833382826228,27265,85091,75857,14854,97767,2
"90",1,1,0,0,1,0,0.1,0.5,0.8,0.5,0.02,0.25,14,"conjunctive",0,5,1,0.0916471641315628,-0.0633832802217536,0.26849181256383,-0.359468275369814,26968,84989,76015,14968,2224,2
"91",1,1,0,1,0,0,0.1,0.5,0.8,0.5,0.02,0.25,15,"conjunctive",0.333333333333333,4,1,-0.231434401947938,0.161190304650526,-0.67583733650545,-0.159879747417449,26946,84823,75877,14968,87320,2
"92",1,1,0,1,1,0,0.1,0.5,0.8,0.5,0.02,0.25,16,"conjunctive",0,5,1,0.233378419722417,-0.160846959090122,0.678043350821695,0.160758636400756,27086,85001,75820,14985,12787,2
"93",1,1,1,0,0,0,0.1,0.5,0.8,0.5,0.02,0.25,17,"conjunctive",0.333333333333333,4,1,-0.188703531295515,-0.131244846396006,-0.0786122381900902,0.735519719124496,27171,15288,6081,14997,91287,2
"94",1,1,1,0,1,0,0.1,0.5,0.8,0.5,0.02,0.25,18,"conjunctive",0,5,1,0.188199705131998,0.129388175312003,0.0783078698994366,-0.737827496113795,27125,14961,6054,14879,8689,2
"95",1,1,1,1,0,1,0.1,0.5,0.8,0.5,0.02,0.25,19,"conjunctive",0,4,1,-0.605378762612303,-0.417702197229002,-0.250945276103289,-0.415512007231965,26924,14923,5954,14790,50133,2
"96",1,1,1,1,1,1,0.1,0.5,0.8,0.5,0.02,0.25,20,"conjunctive",1,5,1,0.599969788599382,0.41594260055235,0.248809241893672,0.414502037895154,27093,15154,6007,15065,49204,2
"97",0,0,0,0,0,0,0.9,0.5,0.2,0.5,0.045,0.25,1,"disjunctive",0.25,1,1,0.127227699655976,0.0466098024805426,0.329106799672608,0.43548159224215,3008,15051,23958,15081,95903,3
"98",0,0,0,1,0,0,0.9,0.5,0.2,0.5,0.045,0.25,2,"disjunctive",0.25,1,1,0.051503777816754,0.021702958170105,0.891106508275883,-0.210775388775886,3002,15079,24081,15009,79121,3
"99",0,0,1,0,0,0,0.9,0.5,0.2,0.5,0.045,0.25,3,"disjunctive",0.25,1,1,0.0577923213471361,-0.0332400682506813,0.100373531679326,0.950184012498958,3002,85108,94123,15093,85413,3
"100",0,0,1,1,0,0,0.9,0.5,0.2,0.5,0.045,0.25,4,"disjunctive",0.25,1,1,0.0161749051761989,-0.00764824086872351,0.500339233363559,-0.83609622065302,3036,85065,93976,15128,20170,3
"101",0,1,0,0,0,0,0.9,0.5,0.8,0.5,0.18,0.25,5,"disjunctive",0.5,2,1,0.567313805621762,0.0427583432885709,-0.266912938800406,0.350122088527662,2922,84928,76058,15097,94041,3
"102",0,1,0,0,1,0,0.9,0.5,0.8,0.5,0.18,0.25,6,"disjunctive",0,3,1,-0.581981400894623,-0.0401765706897544,0.262263137142699,-0.354566415727939,3037,84870,76022,15222,6225,3
"103",0,1,0,1,0,1,0.9,0.5,0.8,0.5,0.18,0.25,7,"disjunctive",0,2,1,0.27794010023119,0.0141877103317552,-0.849739479967395,-0.197829179830047,2973,85015,76297,14750,77781,3
"104",0,1,0,1,1,1,0.9,0.5,0.8,0.5,0.18,0.25,8,"disjunctive",0.5,3,1,-0.273551443703095,-0.0224902925614827,0.847891722149305,0.198832976877069,2981,84854,76185,14866,22362,3
"105",0,1,1,0,0,0,0.9,0.5,0.8,0.5,0.18,0.25,9,"disjunctive",0.5,2,1,0.338315745026153,-0.0295791656227242,-0.0929893639605627,0.887167561492592,3036,15004,5997,14988,83675,3
"106",0,1,1,0,1,0,0.9,0.5,0.8,0.5,0.18,0.25,10,"disjunctive",0,3,1,-0.336120977351984,0.0206981889235372,0.0938336513417768,-0.886821283384155,2968,15246,6000,15034,16353,3
"107",0,1,1,1,0,1,0.9,0.5,0.8,0.5,0.18,0.25,11,"disjunctive",0,2,1,0.0741484311709467,-0.00269785930140493,-0.49392143637825,-0.823779871081746,2965,15112,6045,15131,19756,3
"108",0,1,1,1,1,1,0.9,0.5,0.8,0.5,0.18,0.25,12,"disjunctive",0.5,3,1,-0.0753785497039807,0.00156546566406273,0.494238267785249,0.823261511497244,3035,15007,6054,15132,80231,3
"109",1,0,0,0,0,0,0.1,0.5,0.2,0.5,0.005,0.25,13,"disjunctive",0.5,4,1,-0.183756574504225,0.715427142630189,0.163159702355128,0.216714738666589,27196,15094,24102,15124,85916,3
"110",1,0,0,0,1,0,0.1,0.5,0.2,0.5,0.005,0.25,14,"disjunctive",0,5,1,0.186712588869378,-0.721220371894205,-0.15849755976931,-0.215545917877994,27091,15144,24182,14877,14095,3
"111",1,0,0,1,0,0,0.1,0.5,0.2,0.5,0.005,0.25,15,"disjunctive",0.5,4,1,-0.115038626231834,0.460839982299176,0.710572241515049,-0.167922163181097,27006,14900,23758,15078,71041,3
"112",1,0,0,1,1,0,0.1,0.5,0.2,0.5,0.005,0.25,16,"disjunctive",0,5,1,0.117109194780421,-0.452893654595055,-0.709856103775693,0.166826782842017,26910,15032,24369,15103,29362,3
"113",1,0,1,0,0,1,0.1,0.5,0.2,0.5,0.005,0.25,17,"disjunctive",0,4,1,-0.133104640244308,-0.526534076606788,0.0756212459940743,0.706412943611817,26814,85104,94010,15048,76475,3
"114",1,0,1,0,1,1,0.1,0.5,0.2,0.5,0.005,0.25,18,"disjunctive",0.5,5,1,0.133870118079064,0.527937264938169,-0.0760512100251669,-0.703083925863803,27150,84959,94016,14869,23368,3
"115",1,0,1,1,0,1,0.1,0.5,0.2,0.5,0.005,0.25,19,"disjunctive",0,4,1,-0.0364953333702597,-0.134437694445225,0.468330727282114,-0.77947109381646,27168,85169,94046,14882,17853,3
"116",1,0,1,1,1,1,0.1,0.5,0.2,0.5,0.005,0.25,20,"disjunctive",0.5,5,1,0.0326754403687928,0.137221059894153,-0.471767340994921,0.776799133528404,27121,84946,93950,14958,82169,3
"117",1,1,0,0,0,0,0.1,0.5,0.8,0.5,0.02,0.25,21,"disjunctive",1,6,1,-0.756550687244554,0.522025203718456,-0.0508675699880275,0.0723324929859397,26927,85066,76048,15150,36443,3
"118",1,1,0,0,1,0,0.1,0.5,0.8,0.5,0.02,0.25,22,"disjunctive",0,7,1,0.756957147119055,-0.523370644556229,0.0542933725809661,-0.0675838102831762,26891,85007,76096,14990,63548,3
"119",1,1,0,1,0,1,0.1,0.5,0.8,0.5,0.02,0.25,23,"disjunctive",0,6,1,-0.65382392521664,0.454539516203923,-0.303096566025006,-0.0719150388330576,26811,84929,75977,14778,30120,3
"120",1,1,0,1,1,1,0.1,0.5,0.8,0.5,0.02,0.25,24,"disjunctive",0.333333333333333,7,1,0.65454628071915,-0.454006126264144,0.301818154367907,0.0662771764932118,27049,85045,76224,14867,69664,3
"121",1,1,1,0,0,1,0.1,0.5,0.8,0.5,0.02,0.25,25,"disjunctive",0,6,1,-0.689059869614586,-0.475729051403745,-0.0288858829909645,0.275900460104617,27366,15161,5963,15125,32800,3
"122",1,1,1,0,1,1,0.1,0.5,0.8,0.5,0.02,0.25,26,"disjunctive",0.333333333333333,7,1,0.689535208780697,0.477762337527669,0.0318229068107284,-0.274491434070128,27140,14881,6141,15181,67417,3
"123",1,1,1,1,0,1,0.1,0.5,0.8,0.5,0.02,0.25,27,"disjunctive",0,6,1,-0.2876689222287,-0.20685693422061,-0.293207870444397,-0.478812223980242,26890,15026,6038,15003,7713,3
"124",1,1,1,1,1,1,0.1,0.5,0.8,0.5,0.02,0.25,28,"disjunctive",0.333333333333333,7,1,0.283258194376368,0.201136513690628,0.296744466764704,0.471366136631447,26954,15083,5976,15216,92343,3
"125",0,0,0,0,0,0,0.9,0.5,0.2,0.5,0.045,0.25,1,"conjunctive",0.25,1,1,0.0703636886160927,0.0291958845741646,0.0216119112830883,0.0291855652449049,2941,14966,24311,14975,99985,3
"126",0,0,0,1,0,0,0.9,0.5,0.2,0.5,0.045,0.25,2,"conjunctive",0.25,1,1,0.169396828278344,0.0703223120886067,0.0528701030642922,-0.0123614072420535,2978,15118,23960,14784,99912,3
"127",0,0,1,0,0,0,0.9,0.5,0.2,0.5,0.045,0.25,3,"conjunctive",0.25,1,1,0.137909419763336,-0.0576425208654485,0.0060071074647922,0.0576789789389073,2961,85131,94146,14853,99942,3
"128",0,0,1,1,0,0,0.9,0.5,0.2,0.5,0.045,0.25,4,"conjunctive",0.25,1,1,0.354573374577786,-0.149001582440914,0.0156809126471646,-0.0260338925178396,2990,85140,94033,14887,99614,3
