"","pg_tt","pgroup","trialtype","node3","n","prop","tv","full","noAct","noInf","noSelect","noActnoInf","noActnoSelect","noInfnoSelect","noActnoInfnoSelect","Actual","baseline"
"14","1_c2","1","c2","B=1",8,0.129032258064516,NA,0,-0.0183398014497966,0,0,-0.0183398014497966,0,0,0,FALSE,0.125
"15","1_c2","1","c2","Bu=0",12,0.193548387096774,0,0.0511486625512937,0.0511486625512937,0.0511486625512937,0.5,0.0511486625512937,0.5,0.5,0.5,TRUE,0.125
"16","1_c2","1","c2","Bu=1",1,0.0161290322580645,0,0,-0.0215140550479333,0,0,-0.0215140550479333,0.5,0,0.5,FALSE,0.125
"17","1_c3","1","c3","A=0",1,0.0125,NA,0,0,0,NA,0,NA,NA,NA,NA,0.125
"18","1_c3","1","c3","A=1",8,0.1,NA,0,-0.113532001645679,0,0,-0.113532001645679,0,0,0,FALSE,0.125
"19","1_c3","1","c3","Au=0",12,0.15,0,0.127405177795699,0.127405177795699,0.127405177795699,0.5,0.127405177795699,0.5,0.5,0.5,TRUE,0.125
"20","1_c3","1","c3","Au=1",1,0.0125,0,0,-0.0560057251981079,0,0,-0.0560057251981079,0.5,0,0.5,FALSE,0.125
"21","1_c3","1","c3","B=0",41,0.5125,NA,0.332229014215675,0.332229014215675,0.332229014215675,1,0.332229014215675,1,1,1,TRUE,0.125
"22","1_c3","1","c3","B=1",5,0.0625,NA,0,0,0,NA,0,NA,NA,NA,NA,0.125
"23","1_c3","1","c3","Bu=0",5,0.0625,0,0.127607506542543,0.127607506542543,0.127607506542543,0.5,0.127607506542543,0.5,0.5,0.5,TRUE,0.125
"24","1_c3","1","c3","Bu=1",7,0.0875,0,0,-0.0559246855587606,0,0,-0.0559246855587606,0.5,0,0.5,FALSE,0.125
"25","1_c4","1","c4","A=0",2,0.0277777777777778,NA,0,0,0,NA,0,NA,NA,NA,NA,0.125
"26","1_c4","1","c4","A=1",6,0.0833333333333333,NA,0,-0.150698418224154,0,0,-0.263580554480726,0,0,0,FALSE,0.125
"27","1_c4","1","c4","Au=0",18,0.25,0.167,0.345044260753253,0.345044260753253,0.25878319556494,0.666666666666666,0.25878319556494,0.666666666666666,0.5,0.5,TRUE,0.125
"28","1_c4","1","c4","Au=1",2,0.0277777777777778,0.167,0,-0.0431989469062813,0,0,-0.136593010864699,0.333333333333333,0,0.5,FALSE,0.125
"29","1_c4","1","c4","B=0",0,0,NA,0,0,0,NA,0,NA,NA,NA,NA,0.125
"30","1_c4","1","c4","B=1",12,0.166666666666667,NA,0,-0.0625999037152058,0,0,-0.109616726193933,0,0,0,FALSE,0.125
"31","1_c4","1","c4","Bu=0",26,0.361111111111111,0.167,0.34521023485563,0.34521023485563,0.258907676141723,0.666666666666666,0.258907676141723,0.666666666666666,0.5,0.5,TRUE,0.125
"32","1_c4","1","c4","Bu=1",6,0.0833333333333333,0.167,0,-0.043387124087384,0,0,-0.136895614831819,0.333333333333333,0,0.5,FALSE,0.125
"33","1_c5","1","c5","A=0",0,0,NA,0,0,0,NA,0,NA,NA,NA,NA,0.125
"34","1_c5","1","c5","A=1",13,0.228070175438596,NA,0.602074907726985,0.602074907726985,0.263736444584813,1,0.263736444584813,1,1,1,TRUE,0.125
"35","1_c5","1","c5","Au=0",1,0.0175438596491228,0.5,0,0,0,0,-0.258498130713564,0,0,0.5,FALSE,0.125
"36","1_c5","1","c5","Au=1",23,0.403508771929825,0.5,0.416229647199041,0.416229647199041,0.136607915937123,1,0.136607915937123,1,0.5,0.5,TRUE,0.125
"37","1_c5","1","c5","B=0",0,0,NA,0,0,0,NA,0,NA,NA,NA,NA,0.125
"38","1_c5","1","c5","B=1",4,0.0701754385964912,NA,0.251042929223675,0.251042929223675,0.109787647221113,1,0.109787647221113,1,1,1,TRUE,0.125
"39","1_c5","1","c5","Bu=0",1,0.0175438596491228,0.5,0,0,0,0,-0.25841836739477,0,0,0.5,FALSE,0.125
"40","1_c5","1","c5","Bu=1",15,0.263157894736842,0.5,0.417080830125649,0.417080830125649,0.136615246663491,1,0.136615246663491,1,0.5,0.5,TRUE,0.125
"41","1_d1","1","d1","A=0",16,0.205128205128205,NA,0.260013643067856,0.260013643067856,0.260013643067856,1,0.260013643067856,1,1,1,TRUE,0.125
"42","1_d1","1","d1","A=1",1,0.0128205128205128,NA,0,0,0,NA,0,NA,NA,NA,NA,0.125
"43","1_d1","1","d1","Au=0",2,0.0256410256410256,0,0.0183101185045086,0.0183101185045086,0.0183101185045086,0.5,0.0183101185045086,0.5,0.5,0.5,TRUE,0.125
"44","1_d1","1","d1","Au=1",4,0.0512820512820513,0,0,-0.0156474252146609,0,0,-0.0156474252146609,0.5,0,0.5,FALSE,0.125
"45","1_d1","1","d1","B=0",36,0.461538461538462,NA,0.581648608299577,0.581648608299577,0.581648608299577,1,0.581648608299577,1,1,1,TRUE,0.125
"46","1_d1","1","d1","B=1",4,0.0512820512820513,NA,0,0,0,NA,0,NA,NA,NA,NA,0.125
"47","1_d1","1","d1","Bu=0",11,0.141025641025641,0,0.195953100632344,0.195953100632344,0.195953100632344,0.5,0.195953100632344,0.5,0.5,0.5,TRUE,0.125
"48","1_d1","1","d1","Bu=1",4,0.0512820512820513,0,0,-0.102618950803494,0,0,-0.102618950803494,0.5,0,0.5,FALSE,0.125
"49","1_d2","1","d2","A=0",13,0.178082191780822,NA,0.199826927107515,0.199826927107515,0.121670068719212,1,0.121670068719212,1,1,1,TRUE,0.125
"50","1_d2","1","d2","A=1",1,0.0136986301369863,NA,0,0,0,NA,0,NA,NA,NA,NA,0.125
"51","1_d2","1","d2","Au=0",3,0.0410958904109589,0,0.013670795310024,0.013670795310024,0.00847460776623755,0.5,0.00847460776623755,0.5,0.5,0.5,TRUE,0.125
"52","1_d2","1","d2","Au=1",2,0.0273972602739726,0,0,-0.0131343205555944,0,0,-0.00781360242499627,0.5,0,0.5,FALSE,0.125
"53","1_d2","1","d2","B=0",6,0.0821917808219178,NA,0,0,0,NA,0,NA,NA,NA,NA,0.125
"54","1_d2","1","d2","B=1",13,0.178082191780822,NA,0,-0.0969850501775225,0,0,-0.297866559361644,0,0,0,FALSE,0.125
"55","1_d2","1","d2","Bu=0",28,0.383561643835616,0.5,0.917993758962591,0.917993758962591,0.458996879481296,1,0.458996879481296,1,0.5,0.5,TRUE,0.125
"56","1_d2","1","d2","Bu=1",7,0.0958904109589041,0.5,0,0,0,0,-0.415074108358603,0,0,0.5,FALSE,0.125
"57","1_d3","1","d3","A=0",3,0.0434782608695652,NA,0,-0.0435996711276823,0,0,-0.120850860983616,0,0,0,FALSE,0.125
"58","1_d3","1","d3","A=1",5,0.072463768115942,NA,0,0,0,NA,0,NA,NA,NA,NA,0.125
"59","1_d3","1","d3","Au=0",3,0.0434782608695652,0,0,-0.00249355468693722,0,0,-0.00728655127134141,0.5,0,0.5,FALSE,0.125
"60","1_d3","1","d3","Au=1",2,0.0289855072463768,0,0,0.00235562774172842,0,0,0.00743391568031923,0.5,0,0.5,FALSE,0.125
"61","1_d3","1","d3","B=0",1,0.0144927536231884,NA,0,0,0,NA,0,NA,NA,NA,NA,0.125
"62","1_d3","1","d3","B=1",9,0.130434782608696,NA,0.499378698326811,0.499378698326811,0.298416102474624,1,0.298416102474624,1,1,1,TRUE,0.125
"63","1_d3","1","d3","Bu=0",1,0.0144927536231884,0.5,0,0,0,0,-0.458940513050896,0,0,0.5,FALSE,0.125
"64","1_d3","1","d3","Bu=1",45,0.652173913043478,0.5,0.829818391162731,0.829818391162731,0.414909195581366,1,0.414909195581366,1,0.5,0.5,TRUE,0.125
"65","1_d4","1","d4","A=0",1,0.015625,NA,0,0,0,NA,0,NA,NA,NA,NA,0.125
"66","1_d4","1","d4","A=1",10,0.15625,NA,0,-0.151522008857227,0,0,-0.428411661366293,0,0,0,FALSE,0.125
"67","1_d4","1","d4","Au=0",28,0.4375,0.5,0.58961190957223,0.58961190957223,0.294805954786115,1,0.294805954786115,1,0.5,0.5,TRUE,0.125
"68","1_d4","1","d4","Au=1",4,0.0625,0.5,0,0,0,0,-0.243674907846581,0,0,0.5,FALSE,0.125
"69","1_d4","1","d4","B=0",14,0.21875,NA,0.43684039932807,0.43684039932807,0.306602710152969,1,0.306602710152969,1,1,1,TRUE,0.125
"70","1_d4","1","d4","B=1",0,0,NA,0,0,0,NA,0,NA,NA,NA,NA,0.125
"71","1_d4","1","d4","Bu=0",3,0.046875,0,0.109265901147866,0.109265901147866,0.0712789013399684,0.5,0.0712789013399684,0.5,0.5,0.5,TRUE,0.125
"72","1_d4","1","d4","Bu=1",4,0.0625,0,0,-0.0831176901904915,0,0,-0.0595152793882179,0.5,0,0.5,FALSE,0.125
"73","1_d5","1","d5","A=0",0,0,NA,0,0,0,NA,0,NA,NA,NA,NA,0.125
"74","1_d5","1","d5","A=1",9,0.147540983606557,NA,0.704536503069767,0.704536503069767,0.427568664741634,1,0.427568664741634,1,1,1,TRUE,0.125
"75","1_d5","1","d5","Au=0",1,0.0163934426229508,0.5,0,0,0,0,-0.293866876965253,0,0,0.5,FALSE,0.125
"76","1_d5","1","d5","Au=1",37,0.60655737704918,0.5,0.48642893486572,0.48642893486572,0.24321446743286,1,0.24321446743286,1,0.5,0.5,TRUE,0.125
"77","1_d5","1","d5","B=0",6,0.0983606557377049,NA,0,-0.176399788572018,0,0,-0.307550006472154,0,0,0,FALSE,0.125
"78","1_d5","1","d5","B=1",3,0.0491803278688525,NA,0,0,0,NA,0,NA,NA,NA,NA,0.125
"79","1_d5","1","d5","Bu=0",2,0.0327868852459016,0,0,-0.0343321987779178,0,0,-0.0718895006717056,0.5,0,0.5,FALSE,0.125
"80","1_d5","1","d5","Bu=1",3,0.0491803278688525,0,0,0.0352925952363168,0,0,0.0597265661751877,0.5,0,0.5,FALSE,0.125
"81","1_d6","1","d6","A=0",2,0.03125,NA,0,0,0,NA,0,NA,NA,NA,NA,0.125
"82","1_d6","1","d6","A=1",4,0.0625,NA,0,-0.133858999830891,0,0,-0.286243948562323,0,0,0,FALSE,0.125
"83","1_d6","1","d6","Au=0",14,0.21875,0.5,0.528596101343895,0.528596101343895,0.166326899094021,1,0.166326899094021,1,0.5,0.5,TRUE,0.125
"84","1_d6","1","d6","Au=1",1,0.015625,0.5,0,0,0,0,-0.16870010246514,0,0,0.5,FALSE,0.125
"85","1_d6","1","d6","B=0",4,0.0625,NA,0,0,0,NA,0,NA,NA,NA,NA,0.125
"86","1_d6","1","d6","B=1",6,0.09375,NA,0,-0.0751147349458994,0,0,-0.21567714704971,0,0,0,FALSE,0.125
"87","1_d6","1","d6","Bu=0",33,0.515625,0.5,0.704970939378135,0.704970939378135,0.244362432334391,1,0.244362432334391,1,0.5,0.5,TRUE,0.125
"88","1_d6","1","d6","Bu=1",0,0,0.5,0,0,0,0,-0.314893588671656,0,0,0.5,FALSE,0.125
"89","1_d7","1","d7","A=0",2,0.0294117647058824,NA,0,0,0,NA,0,NA,NA,NA,NA,0.125
"90","1_d7","1","d7","A=1",10,0.147058823529412,NA,0.33697585172057,0.33697585172057,0.286567570285695,1,0.286567570285695,1,1,1,TRUE,0.125
"91","1_d7","1","d7","Au=0",1,0.0147058823529412,0.167,0,-0.0454486795108086,0,0,-0.166209900713979,0.333333333333333,0,0.5,FALSE,0.125
"92","1_d7","1","d7","Au=1",15,0.220588235294118,0.167,0.2251410063098,0.2251410063098,0.168855754732351,0.666666666666666,0.168855754732351,0.666666666666666,0.5,0.5,TRUE,0.125
"93","1_d7","1","d7","B=0",1,0.0147058823529412,NA,0,0,0,NA,0,NA,NA,NA,NA,0.125
"94","1_d7","1","d7","B=1",11,0.161764705882353,NA,0.262507478985784,0.262507478985784,0.215577517277883,1,0.215577517277883,1,1,1,TRUE,0.125
"95","1_d7","1","d7","Bu=0",2,0.0294117647058824,0.167,0,-0.0903211431056796,0,0,-0.243996153591029,0.333333333333333,0,0.5,FALSE,0.125
"96","1_d7","1","d7","Bu=1",26,0.382352941176471,0.167,0.419411536876202,0.419411536876202,0.314558652657152,0.666666666666666,0.314558652657152,0.666666666666666,0.5,0.5,TRUE,0.125
"97","2_c1","2","c1","A=0",16,0.231884057971014,NA,0.0757310864174502,0.0757310864174502,0.0757310864174502,1,0.0757310864174502,1,1,1,TRUE,0.125
"98","2_c1","2","c1","A=1",0,0,NA,0,0,0,NA,0,NA,NA,NA,NA,0.125
"99","2_c1","2","c1","Au=0",8,0.115942028985507,0,0.116974153283558,0.116974153283558,0.116974153283558,0.9,0.116974153283558,0.9,0.9,0.9,TRUE,0.125
"100","2_c1","2","c1","Au=1",4,0.0579710144927536,0,0,-0.00686140426746477,0,0,-0.00686140426746477,0.1,0,0.1,FALSE,0.125
"101","2_c1","2","c1","B=0",25,0.36231884057971,NA,0.075682567309363,0.075682567309363,0.075682567309363,1,0.075682567309363,1,1,1,TRUE,0.125
"102","2_c1","2","c1","B=1",0,0,NA,0,0,0,NA,0,NA,NA,NA,NA,0.125
"103","2_c1","2","c1","Bu=0",8,0.115942028985507,0,0.00621878714245673,0.00621878714245673,0.00621878714245673,0.2,0.00621878714245673,0.2,0.2,0.2,TRUE,0.125
"104","2_c1","2","c1","Bu=1",8,0.115942028985507,0,0,-0.00715268621128486,0,0,-0.00715268621128486,0.8,0,0.8,FALSE,0.125
"105","2_c2","2","c2","A=0",37,0.486842105263158,NA,0.18134839755111,0.18134839755111,0.18134839755111,1,0.18134839755111,1,1,1,TRUE,0.125
"106","2_c2","2","c2","A=1",4,0.0526315789473684,NA,0,0,0,NA,0,NA,NA,NA,NA,0.125
"107","2_c2","2","c2","Au=0",6,0.0789473684210526,0,0.275383284385339,0.275383284385339,0.275383284385339,0.9,0.275383284385339,0.9,0.9,0.9,TRUE,0.125
"108","2_c2","2","c2","Au=1",7,0.0921052631578947,0,0,-0.0168992376385438,0,0,-0.0168992376385438,0.1,0,0.1,FALSE,0.125
"109","2_c2","2","c2","B=0",0,0,NA,0,0,0,NA,0,NA,NA,NA,NA,0.125
"110","2_c2","2","c2","B=1",7,0.0921052631578947,NA,0,-0.0319961448010803,0,0,-0.0319961448010803,0,0,0,FALSE,0.125
"111","2_c2","2","c2","Bu=0",10,0.131578947368421,0,0.0150613315220932,0.0150613315220932,0.0150613315220932,0.2,0.0150613315220932,0.2,0.2,0.2,TRUE,0.125
"112","2_c2","2","c2","Bu=1",5,0.0657894736842105,0,0,-0.0171031568965488,0,0,-0.0171031568965488,0.8,0,0.8,FALSE,0.125
"113","2_c3","2","c3","A=0",1,0.0133333333333333,NA,0,0,0,NA,0,NA,NA,NA,NA,0.125
"114","2_c3","2","c3","A=1",7,0.0933333333333333,NA,0,-0.0320558939473087,0,0,-0.0320558939473087,0,0,0,FALSE,0.125
"115","2_c3","2","c3","Au=0",19,0.253333333333333,0,0.276232143463972,0.276232143463972,0.276232143463972,0.9,0.276232143463972,0.9,0.9,0.9,TRUE,0.125
"116","2_c3","2","c3","Au=1",3,0.04,0,0,-0.0169105569504544,0,0,-0.0169105569504544,0.1,0,0.1,FALSE,0.125
"117","2_c3","2","c3","B=0",33,0.44,NA,0.181756513075607,0.181756513075607,0.181756513075607,1,0.181756513075607,1,1,1,TRUE,0.125
"118","2_c3","2","c3","B=1",2,0.0266666666666667,NA,0,0,0,NA,0,NA,NA,NA,NA,0.125
"119","2_c3","2","c3","Bu=0",3,0.04,0,0.0150970743416019,0.0150970743416019,0.0150970743416019,0.2,0.0150970743416019,0.2,0.2,0.2,TRUE,0.125
"120","2_c3","2","c3","Bu=1",7,0.0933333333333333,0,0,-0.0171262075580562,0,0,-0.0171262075580562,0.8,0,0.8,FALSE,0.125
"121","2_c4","2","c4","A=0",2,0.0303030303030303,NA,0,0,0,NA,0,NA,NA,NA,NA,0.125
"122","2_c4","2","c4","A=1",8,0.121212121212121,NA,0,-0.0566305039922647,0,0,-0.0854229410040211,0,0,0,FALSE,0.125
"123","2_c4","2","c4","Au=0",32,0.484848484848485,0.078,0.72162473598217,0.72162473598217,0.663894757103596,0.978260869565217,0.663894757103596,0.978260869565217,0.9,0.9,TRUE,0.125
"124","2_c4","2","c4","Au=1",2,0.0303030303030303,0.078,0,-0.00502641844595985,0,0,-0.0528726522204343,0.0217391304347826,0,0.1,FALSE,0.125
"125","2_c4","2","c4","B=0",1,0.0151515151515152,NA,0,0,0,NA,0,NA,NA,NA,NA,0.125
"126","2_c4","2","c4","B=1",4,0.0606060606060606,NA,0,-0.056644869616616,0,0,-0.0853969515114152,0,0,0,FALSE,0.125
"127","2_c4","2","c4","Bu=0",11,0.166666666666667,0.017,0.0395575093914354,0.0395575093914354,0.0363929086401206,0.217391304347826,0.0363929086401206,0.217391304347826,0.2,0.2,TRUE,0.125
"128","2_c4","2","c4","Bu=1",6,0.0909090909090909,0.017,0,-0.028526498404557,0,0,-0.0462630272762952,0.782608695652174,0,0.8,FALSE,0.125
"129","2_c5","2","c5","A=0",1,0.0119047619047619,NA,0,0,0,NA,0,NA,NA,NA,NA,0.125
"130","2_c5","2","c5","A=1",8,0.0952380952380952,NA,0.416883194707475,0.416883194707475,0.085834077392469,1,0.085834077392469,1,1,1,TRUE,0.125
"131","2_c5","2","c5","Au=0",2,0.0238095238095238,0.9,0,0,0,0,-0.667086808958757,0,0,0.9,FALSE,0.125
"132","2_c5","2","c5","Au=1",29,0.345238095238095,0.9,0.602677117034054,0.602677117034054,0.0528291702236002,1,0.0528291702236002,1,0.1,0.1,TRUE,0.125
"133","2_c5","2","c5","B=0",1,0.0119047619047619,NA,0,0,0,NA,0,NA,NA,NA,NA,0.125
"134","2_c5","2","c5","B=1",13,0.154761904761905,NA,0.417340677948757,0.417340677948757,0.0859424021834554,1,0.0859424021834554,1,1,1,TRUE,0.125
"135","2_c5","2","c5","Bu=0",1,0.0119047619047619,0.2,0,0,0,0,-0.0370769448179489,0,0,0.2,FALSE,0.125
"136","2_c5","2","c5","Bu=1",29,0.345238095238095,0.2,0.249479103010961,0.249479103010961,0.046308029130601,1,0.046308029130601,1,0.8,0.8,TRUE,0.125
"137","2_d1","2","d1","A=0",9,0.140625,NA,0.0850729241331937,0.0850729241331937,0.0850729241331937,1,0.0850729241331937,1,1,1,TRUE,0.125
"138","2_d1","2","d1","A=1",3,0.046875,NA,0,0,0,NA,0,NA,NA,NA,NA,0.125
"139","2_d1","2","d1","Au=0",8,0.125,0,0.0659906148888914,0.0659906148888914,0.0659906148888914,0.9,0.0659906148888914,0.9,0.9,0.9,TRUE,0.125
"140","2_d1","2","d1","Au=1",2,0.03125,0,0,-0.0145293778356654,0,0,-0.0145293778356654,0.1,0,0.1,FALSE,0.125
"141","2_d1","2","d1","B=0",32,0.5,NA,0.822470602565974,0.822470602565974,0.822470602565974,1,0.822470602565974,1,1,1,TRUE,0.125
"142","2_d1","2","d1","B=1",1,0.015625,NA,0,0,0,NA,0,NA,NA,NA,NA,0.125
"143","2_d1","2","d1","Bu=0",4,0.0625,0,0.0616551730824739,0.0616551730824739,0.0616551730824739,0.2,0.0616551730824739,0.2,0.2,0.2,TRUE,0.125
"144","2_d1","2","d1","Bu=1",5,0.078125,0,0,-0.0785987436578702,0,0,-0.0785987436578702,0.8,0,0.8,FALSE,0.125
"145","2_d2","2","d2","A=0",15,0.208333333333333,NA,0.0638456184263297,0.0638456184263297,0.0291791910897968,1,0.0291791910897968,1,1,1,TRUE,0.125
"146","2_d2","2","d2","A=1",0,0,NA,0,0,0,NA,0,NA,NA,NA,NA,0.125
"147","2_d2","2","d2","Au=0",1,0.0138888888888889,0,0.0443529729707329,0.0443529729707329,0.0175728350219585,0.9,0.0175728350219585,0.9,0.9,0.9,TRUE,0.125
"148","2_d2","2","d2","Au=1",3,0.0416666666666667,0,0,-0.0115219525471551,0,0,-0.00502938380173447,0.1,0,0.1,FALSE,0.125
"149","2_d2","2","d2","B=0",2,0.0277777777777778,NA,0,0,0,NA,0,NA,NA,NA,NA,0.125
"150","2_d2","2","d2","B=1",7,0.0972222222222222,NA,0,-0.206035990862505,0,0,-0.704894237131401,0,0,0,FALSE,0.125
"151","2_d2","2","d2","Bu=0",38,0.527777777777778,0.8,0.872819252056639,0.872819252056639,0.174563850411328,1,0.174563850411328,1,0.2,0.2,TRUE,0.125
"152","2_d2","2","d2","Bu=1",6,0.0833333333333333,0.8,0,0,0,0,-0.399452127014449,0,0,0.8,FALSE,0.125
"153","2_d3","2","d3","A=0",4,0.0597014925373134,NA,0,-0.0189082167113976,0,0,-0.0280001505130429,0,0,0,FALSE,0.125
"154","2_d3","2","d3","A=1",2,0.0298507462686567,NA,0,0,0,NA,0,NA,NA,NA,NA,0.125
"155","2_d3","2","d3","Au=0",2,0.0298507462686567,0,0,-0.0111853037690157,0,0,-0.0179821865978482,0.9,0,0.9,FALSE,0.125
"156","2_d3","2","d3","Au=1",3,0.0447761194029851,0,0,0.0036779760613243,0,0,0.00528139998412662,0.1,0,0.1,FALSE,0.125
"157","2_d3","2","d3","B=0",0,0,NA,0,0,0,NA,0,NA,NA,NA,NA,0.125
"158","2_d3","2","d3","B=1",11,0.164179104477612,NA,0.829375778677761,0.829375778677761,0.704751337624993,1,0.704751337624993,1,1,1,TRUE,0.125
"159","2_d3","2","d3","Bu=0",2,0.0298507462686567,0.2,0,0,0,0,-0.174478332844217,0,0,0.2,FALSE,0.125
"160","2_d3","2","d3","Bu=1",43,0.641791044776119,0.2,0.49991805757539,0.49991805757539,0.399934446060312,1,0.399934446060312,1,0.8,0.8,TRUE,0.125
"161","2_d4","2","d4","A=0",2,0.0246913580246914,NA,0,0,0,NA,0,NA,NA,NA,NA,0.125
"162","2_d4","2","d4","A=1",8,0.0987654320987654,NA,0,-0.0288259525008442,0,0,-0.0745930231937488,0,0,0,FALSE,0.125
"163","2_d4","2","d4","Au=0",34,0.419753086419753,0.1,0.38822944390725,0.38822944390725,0.349406499516525,1,0.349406499516525,1,0.9,0.9,TRUE,0.125
"164","2_d4","2","d4","Au=1",5,0.0617283950617284,0.1,0,0,0,0,-0.0704360438007455,0,0,0.1,FALSE,0.125
"165","2_d4","2","d4","B=0",21,0.259259259259259,NA,0.777888824006953,0.777888824006953,0.723210964801757,1,0.723210964801757,1,1,1,TRUE,0.125
"166","2_d4","2","d4","B=1",0,0,NA,0,0,0,NA,0,NA,NA,NA,NA,0.125
"167","2_d4","2","d4","Bu=0",2,0.0246913580246914,0,0.0519783117681532,0.0519783117681532,0.0477785976358642,0.2,0.0477785976358642,0.2,0.2,0.2,TRUE,0.125
"168","2_d4","2","d4","Bu=1",9,0.111111111111111,0,0,-0.0749254121607683,0,0,-0.0695445028433939,0.8,0,0.8,FALSE,0.125
"169","2_d5","2","d5","A=0",0,0,NA,0,0,0,NA,0,NA,NA,NA,NA,0.125
"170","2_d5","2","d5","A=1",14,0.191780821917808,NA,0.485152710414964,0.485152710414964,0.0752970643946328,1,0.0752970643946328,1,1,1,TRUE,0.125
"171","2_d5","2","d5","Au=0",2,0.0273972602739726,0.9,0,0,0,0,-0.346956597139402,0,0,0.9,FALSE,0.125
"172","2_d5","2","d5","Au=1",36,0.493150684931507,0.9,0.705089080933311,0.705089080933311,0.0705089080933311,1,0.0705089080933311,1,0.1,0.1,TRUE,0.125
"173","2_d5","2","d5","B=0",10,0.136986301369863,NA,0,-0.230623196395297,0,0,-0.724765697887274,0,0,0,FALSE,0.125
"174","2_d5","2","d5","B=1",3,0.0410958904109589,NA,0,0,0,NA,0,NA,NA,NA,NA,0.125
"175","2_d5","2","d5","Bu=0",4,0.0547945205479452,0,0,-0.0104134445025241,0,0,-0.04817773229385,0.2,0,0.2,FALSE,0.125
"176","2_d5","2","d5","Bu=1",4,0.0547945205479452,0,0,0.0220505438658888,0,0,0.0694898494907038,0.8,0,0.8,FALSE,0.125
"177","2_d6","2","d6","A=0",2,0.0294117647058824,NA,0,0,0,NA,0,NA,NA,NA,NA,0.125
"178","2_d6","2","d6","A=1",6,0.0882352941176471,NA,0,-0.0188867200516921,0,0,-0.0326912974373872,0,0,0,FALSE,0.125
"179","2_d6","2","d6","Au=0",19,0.279411764705882,0.1,0.276696708835207,0.276696708835207,0.102785887151683,1,0.102785887151683,1,0.9,0.9,TRUE,0.125
"180","2_d6","2","d6","Au=1",1,0.0147058823529412,0.1,0,0,0,0,-0.0357420150718501,0,0,0.1,FALSE,0.125
"181","2_d6","2","d6","B=0",4,0.0588235294117647,NA,0,0,0,NA,0,NA,NA,NA,NA,0.125
"182","2_d6","2","d6","B=1",6,0.0882352941176471,NA,0,-0.200049889969472,0,0,-0.669617557563137,0,0,0,FALSE,0.125
"183","2_d6","2","d6","Bu=0",26,0.382352941176471,0.8,0.847628047475179,0.847628047475179,0.158578728725552,1,0.158578728725552,1,0.2,0.2,TRUE,0.125
"184","2_d6","2","d6","Bu=1",4,0.0588235294117647,0.8,0,0,0,0,-0.380259748372106,0,0,0.8,FALSE,0.125
"185","2_d7","2","d7","A=0",1,0.0138888888888889,NA,0,0,0,NA,0,NA,NA,NA,NA,0.125
"186","2_d7","2","d7","A=1",7,0.0972222222222222,NA,0.0354835376513779,0.0354835376513779,0.0327471420831476,1,0.0327471420831476,1,1,1,TRUE,0.125
"187","2_d7","2","d7","Au=0",3,0.0416666666666667,0.022,0,-0.0647157481274805,0,0,-0.102916529903161,0.878048780487805,0,0.9,FALSE,0.125
"188","2_d7","2","d7","Au=1",10,0.138888888888889,0.022,0.0437946136964477,0.0437946136964477,0.0359115832310872,0.121951219512195,0.0359115832310872,0.121951219512195,0.1,0.1,TRUE,0.125
"189","2_d7","2","d7","B=0",1,0.0138888888888889,NA,0,0,0,NA,0,NA,NA,NA,NA,0.125
